mastrapa2008Ic
70
ne
Wavelength (microns) 	 real  imaginary
1.1111962e+00  1.3123502e+00  1.1417424e-06
1.1113154e+00  1.3123486e+00  1.3167336e-06
1.1114346e+00  1.3123471e+00  1.3910154e-06
1.1115538e+00  1.3123454e+00  1.6498097e-06
1.1116730e+00  1.3123436e+00  1.2366104e-06
1.1117923e+00  1.3123418e+00  1.6336257e-06
1.1119117e+00  1.3123403e+00  1.7454322e-06
1.1120309e+00  1.3123385e+00  1.7799899e-06
1.1121503e+00  1.3123370e+00  1.9919546e-06
1.1122696e+00  1.3123353e+00  6.2253508e-07
1.1123890e+00  1.3123331e+00  1.2354644e-06
1.1125085e+00  1.3123312e+00  8.9481500e-07
1.1126279e+00  1.3123293e+00  1.2634201e-06
1.1127474e+00  1.3123276e+00  1.4038737e-06
1.1128669e+00  1.3123257e+00  9.6739382e-07
1.1129864e+00  1.3123237e+00  1.1805022e-06
1.1131059e+00  1.3123219e+00  1.2184075e-06
1.1132255e+00  1.3123200e+00  1.2001309e-06
1.1133451e+00  1.3123182e+00  1.6753497e-06
1.1134648e+00  1.3123167e+00  1.6051739e-06
1.1135844e+00  1.3123150e+00  1.6403336e-06
1.1137041e+00  1.3123131e+00  8.0774595e-07
1.1138238e+00  1.3123111e+00  1.2560140e-06
1.1139435e+00  1.3123093e+00  1.3564641e-06
1.1140633e+00  1.3123078e+00  1.6435679e-06
1.1141831e+00  1.3123060e+00  5.0321069e-07
1.1143029e+00  1.3123038e+00  5.1200908e-07
1.1144227e+00  1.3123018e+00  2.8505519e-07
1.1145426e+00  1.3122994e+00  2.7535307e-07
1.1146625e+00  1.3122973e+00  9.3894812e-07
1.1147825e+00  1.3122956e+00  1.2250558e-06
1.1149023e+00  1.3122936e+00  9.7832049e-07
1.1150223e+00  1.3122917e+00  1.4028698e-06
1.1151423e+00  1.3122902e+00  2.1710175e-06
1.1152623e+00  1.3122886e+00  1.5785063e-06
1.1153823e+00  1.3122869e+00  1.4816121e-06
1.1155024e+00  1.3122851e+00  1.4559160e-06
1.1156225e+00  1.3122834e+00  1.6710891e-06
1.1157426e+00  1.3122815e+00  6.6182650e-07
1.1158627e+00  1.3122793e+00  1.0524858e-06
1.1159829e+00  1.3122776e+00  1.0902299e-06
1.1161031e+00  1.3122756e+00  1.0640774e-06
1.1162233e+00  1.3122737e+00  1.0771143e-06
1.1163436e+00  1.3122720e+00  1.3648995e-06
1.1164638e+00  1.3122702e+00  8.7754097e-07
1.1165841e+00  1.3122684e+00  1.2016120e-06
1.1167045e+00  1.3122665e+00  5.9974582e-07
1.1168247e+00  1.3122644e+00  7.5539356e-07
1.1169451e+00  1.3122627e+00  5.0924103e-07
1.1170655e+00  1.3122605e+00  3.2860797e-07
1.1171860e+00  1.3122582e+00  2.2055065e-08
1.1173065e+00  1.3122560e+00  9.3793261e-07
1.1174270e+00  1.3122545e+00  1.9044686e-06
1.1175475e+00  1.3122531e+00  9.6667543e-07
1.1176680e+00  1.3122511e+00  9.6782310e-07
1.1177886e+00  1.3122493e+00  8.9072029e-07
1.1179091e+00  1.3122472e+00  5.2187795e-07
1.1180298e+00  1.3122452e+00  8.1469483e-07
1.1181504e+00  1.3122432e+00  7.8706307e-07
1.1182711e+00  1.3122416e+00  1.6238489e-06
1.1183918e+00  1.3122401e+00  7.2732081e-07
1.1185125e+00  1.3122379e+00  7.8350062e-08
1.1186332e+00  1.3122356e+00  7.1629751e-07
1.1187540e+00  1.3122337e+00  8.2915142e-07
1.1188748e+00  1.3122319e+00  8.6268972e-07
1.1189955e+00  1.3122300e+00  8.7619338e-07
1.1191164e+00  1.3122280e+00  6.0983751e-07
1.1192373e+00  1.3122261e+00  1.2955605e-06
1.1193582e+00  1.3122245e+00  9.3862423e-07
1.1194791e+00  1.3122224e+00  3.8731650e-07
