mastrapa2008Ic
20
ne
Wavelength (microns) 	 real  imaginary
1.1111962e+00  1.3121501e+00  1.1794021e-06
1.1113154e+00  1.3121483e+00  2.7175994e-07
1.1114346e+00  1.3121461e+00  7.7669097e-07
1.1115538e+00  1.3121445e+00  1.6498097e-06
1.1116730e+00  1.3121428e+00  9.6076042e-07
1.1117923e+00  1.3121408e+00  1.2150741e-06
1.1119117e+00  1.3121392e+00  1.9104166e-06
1.1120309e+00  1.3121376e+00  1.6170487e-06
1.1121503e+00  1.3121362e+00  2.0953421e-06
1.1122696e+00  1.3121346e+00  9.5171936e-07
1.1123890e+00  1.3121325e+00  7.8805908e-07
1.1125085e+00  1.3121305e+00  5.9776210e-07
1.1126279e+00  1.3121283e+00  4.7576859e-07
1.1127474e+00  1.3121263e+00  7.2024312e-07
1.1128669e+00  1.3121244e+00  9.6739382e-07
1.1129864e+00  1.3121225e+00  6.6188852e-07
1.1131059e+00  1.3121207e+00  1.3747782e-06
1.1132255e+00  1.3121189e+00  7.6128271e-07
1.1133451e+00  1.3121170e+00  1.2185503e-06
1.1134648e+00  1.3121152e+00  6.2320402e-07
1.1135844e+00  1.3121134e+00  1.2368696e-06
1.1137041e+00  1.3121115e+00  3.6460563e-07
1.1138238e+00  1.3121094e+00  7.8908931e-07
1.1139435e+00  1.3121074e+00  4.6880305e-07
1.1140633e+00  1.3121057e+00  7.9791931e-07
1.1141831e+00  1.3121039e+00  7.3749692e-07
1.1143029e+00  1.3121018e+00  3.1100051e-08
1.1144227e+00  1.3120996e+00  1.9929411e-07
1.1145426e+00  1.3120975e+00  3.3278681e-07
1.1146625e+00  1.3120955e+00  3.8466436e-07
1.1147825e+00  1.3120937e+00  9.0985151e-07
1.1149023e+00  1.3120919e+00  6.5504980e-07
1.1150223e+00  1.3120899e+00  3.8773089e-07
1.1151423e+00  1.3120879e+00  9.4776965e-07
1.1152623e+00  1.3120863e+00  1.1932826e-06
1.1153823e+00  1.3120844e+00  4.9841475e-07
1.1155024e+00  1.3120823e+00  8.0170270e-07
1.1156225e+00  1.3120806e+00  1.2906424e-06
1.1157426e+00  1.3120790e+00  7.6177446e-07
1.1158627e+00  1.3120770e+00  4.1366704e-07
1.1159829e+00  1.3120749e+00  2.1824751e-07
1.1161031e+00  1.3120728e+00  3.5469102e-07
1.1162233e+00  1.3120708e+00  4.8803639e-07
1.1163436e+00  1.3120691e+00  9.2011152e-07
1.1164638e+00  1.3120673e+00  4.6234675e-07
1.1165841e+00  1.3120652e+00  7.9382332e-08
1.1167045e+00  1.3120632e+00  4.3643945e-07
1.1168247e+00  1.3120613e+00  3.6941177e-07
1.1169451e+00  1.3120593e+00  1.0595760e-08
1.1170655e+00  1.3120573e+00  1.0596902e-08
1.1171860e+00  1.3120550e+00  2.2055065e-08
1.1173065e+00  1.3120531e+00  7.2856130e-07
1.1174270e+00  1.3120515e+00  6.7723181e-07
1.1175475e+00  1.3120495e+00  1.0407868e-07
1.1176680e+00  1.3120475e+00  4.9666113e-07
1.1177886e+00  1.3120455e+00  6.3646567e-08
1.1179091e+00  1.3120435e+00  6.1116572e-07
1.1180298e+00  1.3120418e+00  1.5407338e-07
1.1181504e+00  1.3120395e+00  3.8009272e-08
1.1182711e+00  1.3120375e+00  6.1192623e-07
1.1183918e+00  1.3120357e+00  6.1104646e-07
1.1185125e+00  1.3120338e+00  1.5426440e-07
1.1186332e+00  1.3120316e+00  1.3379945e-07
1.1187540e+00  1.3120294e+00  4.5105017e-07
1.1188748e+00  1.3120275e+00  7.6023417e-07
1.1189955e+00  1.3120260e+00  1.5179880e-06
1.1191164e+00  1.3120244e+00  4.7733528e-07
1.1192373e+00  1.3120221e+00  4.8142942e-07
1.1193582e+00  1.3120202e+00  8.1653781e-07
1.1194791e+00  1.3120183e+00  4.5834784e-07
1.1196001e+00  1.3120162e+00  3.8375276e-07
1.1197211e+00  1.3120143e+00  1.1270699e-06
1.1198421e+00  1.3120127e+00  6.8904058e-07
1.1199630e+00  1.3120106e+00  7.1297769e-08
1.1200840e+00  1.3120085e+00  3.7111346e-07
1.1202052e+00  1.3120064e+00  1.0626686e-08
1.1203263e+00  1.3120043e+00  4.0622376e-07
1.1204475e+00  1.3120024e+00  3.4023023e-07
1.1205686e+00  1.3120003e+00  3.7389066e-07
1.1206897e+00  1.3119984e+00  8.0266540e-07
1.1208110e+00  1.3119963e+00  2.3315879e-07
1.1209322e+00  1.3119943e+00  6.7860935e-07
1.1210535e+00  1.3119924e+00  5.9496836e-07
1.1211748e+00  1.3119904e+00  9.2706438e-07
1.1212960e+00  1.3119886e+00  1.1362137e-06
1.1214175e+00  1.3119869e+00  1.2747466e-06
1.1215388e+00  1.3119851e+00  8.9370872e-07
1.1216602e+00  1.3119832e+00  7.3435177e-07
1.1217817e+00  1.3119810e+00  4.2404352e-07
1.1219031e+00  1.3119791e+00  8.9399902e-07
1.1220247e+00  1.3119771e+00  7.3268950e-07
1.1221461e+00  1.3119750e+00  7.1473687e-07
1.1222676e+00  1.3119733e+00  1.3822759e-06
1.1223892e+00  1.3119718e+00  1.0796562e-06
1.1225107e+00  1.3119698e+00  1.0648557e-08
1.1226323e+00  1.3119673e+00  2.6392382e-08
1.1227540e+00  1.3119650e+00  2.7104099e-08
1.1228756e+00  1.3119630e+00  7.5348288e-07
