clapp1995
170
ne
Wavelength (microns) 	 real  imaginary
2.50000e+00  1.23200e+00  9.00000e-04
2.50064e+00  1.23186e+00  1.70000e-03
2.50125e+00  1.23176e+00  2.35000e-03
2.50185e+00  1.23171e+00  2.84000e-03
2.50245e+00  1.23174e+00  3.08000e-03
2.50306e+00  1.23188e+00  2.97000e-03
2.50366e+00  1.23212e+00  2.99000e-03
2.50427e+00  1.23247e+00  3.28000e-03
2.50487e+00  1.23281e+00  3.23000e-03
2.50548e+00  1.23308e+00  2.68000e-03
2.50608e+00  1.23299e+00  1.97000e-03
2.50669e+00  1.23237e+00  1.04000e-03
2.50730e+00  1.23172e+00  7.60000e-04
2.50790e+00  1.23115e+00  1.64000e-03
2.50851e+00  1.23076e+00  2.29000e-03
2.50912e+00  1.23077e+00  2.39000e-03
2.50972e+00  1.23086e+00  2.56000e-03
2.51033e+00  1.23097e+00  2.66000e-03
2.51094e+00  1.23117e+00  2.76000e-03
2.51155e+00  1.23142e+00  3.05000e-03
2.51216e+00  1.23161e+00  2.92000e-03
2.51276e+00  1.23170e+00  2.09000e-03
2.51337e+00  1.23147e+00  1.44000e-03
2.51398e+00  1.23079e+00  1.20000e-03
2.51459e+00  1.23028e+00  1.31000e-03
2.51520e+00  1.23015e+00  2.05000e-03
2.51581e+00  1.23009e+00  2.41000e-03
2.51642e+00  1.23016e+00  1.96000e-03
2.51704e+00  1.23003e+00  1.55000e-03
2.51765e+00  1.22943e+00  1.22000e-03
2.51826e+00  1.22889e+00  1.30000e-03
2.51887e+00  1.22849e+00  2.17000e-03
2.51948e+00  1.22835e+00  2.92000e-03
2.52009e+00  1.22869e+00  3.27000e-03
2.52071e+00  1.22908e+00  3.45000e-03
2.52132e+00  1.22939e+00  3.25000e-03
2.52193e+00  1.22958e+00  2.93000e-03
2.52255e+00  1.22948e+00  2.62000e-03
2.52316e+00  1.22929e+00  2.43000e-03
2.52378e+00  1.22906e+00  2.48000e-03
2.52439e+00  1.22897e+00  2.66000e-03
2.52501e+00  1.22917e+00  2.97000e-03
2.52562e+00  1.22943e+00  3.04000e-03
2.52624e+00  1.22975e+00  2.63000e-03
2.52685e+00  1.22982e+00  2.00000e-03
2.52747e+00  1.22942e+00  1.08000e-03
2.52808e+00  1.22887e+00  5.90000e-04
2.52870e+00  1.22819e+00  9.10000e-04
2.52932e+00  1.22771e+00  1.28000e-03
2.52993e+00  1.22769e+00  1.62000e-03
2.53055e+00  1.22771e+00  1.77000e-03
2.53117e+00  1.22773e+00  1.44000e-03
2.53179e+00  1.22750e+00  1.01000e-03
2.53241e+00  1.22679e+00  5.50000e-04
2.53303e+00  1.22616e+00  6.20000e-04
2.53364e+00  1.22577e+00  1.57000e-03
2.53426e+00  1.22564e+00  2.38000e-03
2.53488e+00  1.22601e+00  2.80000e-03
2.53550e+00  1.22637e+00  2.88000e-03
2.53612e+00  1.22655e+00  2.29000e-03
2.53674e+00  1.22665e+00  1.91000e-03
2.53737e+00  1.22656e+00  2.11000e-03
2.53799e+00  1.22653e+00  2.11000e-03
2.53861e+00  1.22667e+00  1.85000e-03
2.53923e+00  1.22653e+00  1.38000e-03
2.53985e+00  1.22598e+00  5.10000e-04
2.54047e+00  1.22525e+00  8.00000e-05
2.54110e+00  1.22429e+00  4.90000e-04
2.54172e+00  1.22363e+00  1.21000e-03
2.54234e+00  1.22357e+00  2.35000e-03
2.54297e+00  1.22383e+00  3.18000e-03
2.54359e+00  1.22449e+00  3.27000e-03
2.54421e+00  1.22503e+00  3.07000e-03
2.54484e+00  1.22519e+00  2.48000e-03
2.54546e+00  1.22522e+00  1.96000e-03
2.54609e+00  1.22502e+00  1.81000e-03
2.54672e+00  1.22480e+00  1.70000e-03
2.54734e+00  1.22469e+00  1.69000e-03
2.54797e+00  1.22444e+00  1.48000e-03
2.54859e+00  1.22400e+00  8.90000e-04
2.54922e+00  1.22358e+00  7.80000e-04
2.54985e+00  1.22320e+00  1.39000e-03
2.55047e+00  1.22301e+00  1.84000e-03
2.55110e+00  1.22315e+00  2.05000e-03
2.55173e+00  1.22328e+00  2.09000e-03
2.55236e+00  1.22332e+00  1.69000e-03
2.55299e+00  1.22331e+00  1.42000e-03
