mastrapa2008Ic
50
ne
Wavelength (microns) 	 real  imaginary
1.1111962e+00  1.3122495e+00  1.4570264e-06
1.1113154e+00  1.3122480e+00  4.9186912e-07
1.1114346e+00  1.3122457e+00  2.5844784e-07
1.1115538e+00  1.3122439e+00  1.4588127e-06
1.1116730e+00  1.3122422e+00  7.1184070e-07
1.1117923e+00  1.3122402e+00  1.6424185e-06
1.1119117e+00  1.3122388e+00  1.4907885e-06
1.1120309e+00  1.3122370e+00  1.4347861e-06
1.1121503e+00  1.3122355e+00  2.0098742e-06
1.1122696e+00  1.3122338e+00  9.8378348e-07
1.1123890e+00  1.3122320e+00  1.3825177e-06
1.1125085e+00  1.3122301e+00  6.2266878e-07
1.1126279e+00  1.3122278e+00  6.2273563e-07
1.1127474e+00  1.3122259e+00  1.0010197e-06
1.1128669e+00  1.3122241e+00  1.3263389e-06
1.1129864e+00  1.3122225e+00  1.2557604e-06
1.1131059e+00  1.3122208e+00  1.0692484e-06
1.1132255e+00  1.3122187e+00  3.2296657e-07
1.1133451e+00  1.3122168e+00  1.2364922e-06
1.1134648e+00  1.3122149e+00  5.5379070e-07
1.1135844e+00  1.3122129e+00  1.4031122e-06
1.1137041e+00  1.3122113e+00  8.9754940e-07
1.1138238e+00  1.3122094e+00  1.0049731e-06
1.1139435e+00  1.3122077e+00  1.2260624e-06
1.1140633e+00  1.3122061e+00  9.2398864e-07
1.1141831e+00  1.3122041e+00  8.0854981e-08
1.1143029e+00  1.3122019e+00  1.7970197e-07
1.1144227e+00  1.3121997e+00  1.3019240e-07
1.1145426e+00  1.3121977e+00  5.3393643e-07
1.1146625e+00  1.3121959e+00  7.8880140e-07
1.1147825e+00  1.3121940e+00  6.7808435e-07
1.1149023e+00  1.3121923e+00  9.5837140e-07
1.1150223e+00  1.3121903e+00  5.3124751e-08
1.1151423e+00  1.3121881e+00  8.5785018e-07
1.1152623e+00  1.3121865e+00  1.2721837e-06
1.1153823e+00  1.3121849e+00  7.7561901e-07
1.1155024e+00  1.3121827e+00  3.4152475e-07
1.1156225e+00  1.3121809e+00  1.4900482e-06
1.1157426e+00  1.3121793e+00  7.0174838e-07
1.1158627e+00  1.3121774e+00  7.5233828e-07
1.1159829e+00  1.3121755e+00  3.8016930e-07
1.1161031e+00  1.3121735e+00  3.1947039e-07
1.1162233e+00  1.3121713e+00  1.6677865e-07
1.1163436e+00  1.3121696e+00  1.4010086e-06
1.1164638e+00  1.3121681e+00  4.1117588e-07
1.1165841e+00  1.3121660e+00  1.0592335e-08
1.1167045e+00  1.3121639e+00  2.6483730e-07
1.1168247e+00  1.3121620e+00  1.6642241e-07
1.1169451e+00  1.3121600e+00  1.0595760e-08
1.1170655e+00  1.3121580e+00  1.0596902e-08
1.1171860e+00  1.3121558e+00  1.0598045e-08
1.1173065e+00  1.3121539e+00  2.3509818e-07
1.1174270e+00  1.3121521e+00  7.4978129e-07
1.1175475e+00  1.3121504e+00  3.6890611e-08
1.1176680e+00  1.3121485e+00  6.0046835e-07
1.1177886e+00  1.3121465e+00  1.0603761e-08
1.1179091e+00  1.3121445e+00  1.0604904e-08
1.1180298e+00  1.3121425e+00  1.0606049e-08
1.1181504e+00  1.3121405e+00  1.0607193e-08
1.1182711e+00  1.3121386e+00  4.8067284e-07
1.1183918e+00  1.3121368e+00  1.0609483e-08
1.1185125e+00  1.3121347e+00  1.0610628e-08
1.1186332e+00  1.3121328e+00  5.2467097e-08
1.1187540e+00  1.3121309e+00  2.3827081e-07
1.1188748e+00  1.3121290e+00  7.7085097e-08
1.1189955e+00  1.3121270e+00  1.0615211e-08
1.1191164e+00  1.3121250e+00  1.0616357e-08
1.1192373e+00  1.3121229e+00  7.6528707e-08
1.1193582e+00  1.3121212e+00  3.8537758e-07
1.1194791e+00  1.3121192e+00  1.0619798e-08
1.1196001e+00  1.3121172e+00  1.0620945e-08
1.1197211e+00  1.3121151e+00  5.5342475e-08
1.1198421e+00  1.3121133e+00  3.7131423e-07
1.1199630e+00  1.3121114e+00  1.0624389e-08
1.1200840e+00  1.3121094e+00  1.4960865e-07
1.1202052e+00  1.3121073e+00  1.0626686e-08
1.1203263e+00  1.3121053e+00  1.9641941e-07
1.1204475e+00  1.3121033e+00  2.6572496e-07
1.1205686e+00  1.3121012e+00  3.7389066e-07
1.1206897e+00  1.3120995e+00  1.0926324e-06
1.1208110e+00  1.3120979e+00  7.9319193e-07
1.1209322e+00  1.3120960e+00  3.9967819e-07
1.1210535e+00  1.3120939e+00  2.1327357e-07
1.1211748e+00  1.3120918e+00  3.9096790e-07
1.1212960e+00  1.3120899e+00  6.4438348e-07
1.1214175e+00  1.3120883e+00  6.8258362e-07
