he2022
135
pe
wavel  k
1.8134700011  n  -0.00582
1.8222500012  n  -0.00582
1.8310299992  n  -0.00582
1.8398200014  n  -0.00582
1.8486000001  n  -0.00582
1.8573799995  n  -0.00582
1.8661699997  n  -0.00582
1.8749499998  n  -0.00582
1.8837299983  n  -0.00582
1.8925200004  n  -0.00582
1.9012999996  n  -0.00582
1.9100800004  n  -0.00582
1.9188699999  n  -0.00582
1.9276499984  n  -0.00582
1.9364300007  n  -0.00582
1.9452199983  n  -0.00582
1.9539999989  n  -0.00582
1.9627900003  n  -0.00582
1.97157  n  -0.00582
1.9803500009  n  -0.00582
1.9891399998  n  -0.00582
1.9979200014  n  -0.00582
2.006699998  n  -0.00582
2.01549  n  -0.00582
2.0242700014  n  -0.00582
2.0330500008  n  -0.00582
2.0418400009  n  -0.00582
2.0506200018  n  -0.00582
2.0593999991  n  -0.00582
2.0681899988  n  -0.00582
2.0769699992  n  -0.00582
2.0857500006  n  -0.00582
2.0945399994  n  -0.00582
2.1033200002  n  -0.00582
2.1120999989  n  -0.00582
2.1208900004  n  -0.00582
2.1296700011  n  -0.00582
2.1384599986  n  -0.00582
2.1472400002  n  -0.00582
2.1560199992  n  -0.00582
2.1648099986  n  -0.00582
2.1735900008  n  -0.00582
2.1823699976  n  -0.00582
2.1911600021  n  -0.00582
2.199939998  n  -0.00582
2.2087199978  n  -0.00582
2.2175099987  n  -0.00582
2.2262900004  n  -0.00582
2.2350700006  n  -0.00582
2.2438599985  n  -0.00582
2.2526400006  n  -0.00582
2.261419998  n  -0.00582
2.270210002  n  -0.00582
2.2789899994  n  -0.00633
2.287780002  n  -0.00679
2.2965600016  n  -0.00662
2.3053400008  n  -0.00801
2.3141299984  n  -0.0077
2.3229100002  n  -0.00748
2.3316900002  n  -0.00843
2.3404799984  n  -0.00832
2.3492600021  n  -0.00558
2.3580400024  n  -0.00558
2.3668300022  n  -0.00558
2.3756100017  n  -0.00558
2.3843900014  n  -0.00558
2.393179998  n  -0.00558
2.4019599974  n  -0.00558
2.410740001  n  -0.00558
2.419530001  n  -0.00558
2.4283099995  n  -0.00558
2.4370900006  n  -0.00558
2.445880001  n  -0.00558
2.4546599997  n  -0.00558
2.4634500017  n  -0.00558
2.4722300028  n  -0.00558
2.4810100021  n  -0.00558
2.489799999  n  -0.00558
2.4985800008  n  -0.00558
2.507359998  n  -0.00558
2.5161500032  n  -0.00558
2.5249299973  n  -0.00558
2.533709998  n  -0.00558
2.5424999977  n  -0.00558
2.5512800009  n  -0.00558
2.5600599996  n  -0.00558
2.5688500031  n  -0.00552
2.5776299994  n  -0.00545
2.5864099989  n  -0.00539
2.5952000006  n  -0.00533
2.6039800006  n  -0.00527
2.6127700012  n  -0.00521
2.6215500009  n  -0.00515
2.6303299975  n  -0.00509
2.6391199966  n  -0.00502
2.6478999967  n  -0.00496
2.6566800011  n  -0.0049
2.6654699986  n  -0.00466
2.6742499982  n  -0.00441
2.6830300016  n  -0.00417
2.6918200018  n  -0.00392
2.7006000009  n  -0.00367
2.709379999  n  -0.00342
2.718170001  n  -0.00317
2.7269499977  n  -0.00292
2.7357300028  n  -0.00268
2.744519997  n  -0.00243
2.7533000001  n  -0.0022
2.7620800025  n  -0.00197
2.7708699989  n  -0.00174
2.7796500033  n  -0.00151
2.7884399978  n  -0.000943961
2.797220003  n  -0.000298274
2.8060000036  n  0.000347414
2.8147899988  n  0.00106
2.8235699968  n  0.00244
2.8323500028  n  0.00383
2.8411399981  n  0.01398
2.8499200036  n  0.02848
2.8586999992  n  0.04773
2.8674899982  n  0.07358
2.8762700034  n  0.10628
2.8850500035  n  0.14602
2.8938399977  n  0.19122
2.902619996  n  0.24009
2.9113999987  n  0.28881
2.9201900012  n  0.33468
2.9289699967  n  0.3764
2.9377600026  n  0.41556
2.9465399967  n  0.44849
2.9553199976  n  0.4801
2.9641099989  n  0.50837
2.972890002  n  0.53701
2.9816699959  n  0.5672
2.990459999  n  0.5981
2.9992400016  n  0.63427
3.008020001  n  0.67256
3.0168100002  n  0.71202
3.0255900046  n  0.75013
3.0343699964  n  0.7818
3.0431600032  n  0.80373
3.0519399994  n  0.81505
3.0607200019  n  0.81452
3.0695100025  n  0.80294
3.0782899987  n  0.78263
3.0870700006  n  0.75752
3.0958599953  n  0.72845
3.1046400037  n  0.69693
3.1134299979  n  0.66358
3.1222100029  n  0.62957
3.1309900046  n  0.59565
3.1397800042  n  0.55949
3.1485599955  n  0.52213
3.1573400022  n  0.48258
3.1661299976  n  0.44134
3.1749100019  n  0.39847
3.183690002  n  0.35553
3.1924799984  n  0.31341
3.2012599954  n  0.27237
3.2100399984  n  0.23508
3.218830001  n  0.20103
3.2276099984  n  0.17096
3.2363900002  n  0.14683
3.2451799982  n  0.12704
3.2539599969  n  0.11064
3.2627500015  n  0.09737
3.2715299986  n  0.08696
3.280309998  n  0.07809
3.2891000035  n  0.07049
3.297880002  n  0.06469
3.3066599951  n  0.0591
3.315449995  n  0.05386
3.324229996  n  0.05004
3.333009998  n  0.04647
3.3417999953  n  0.04291
3.3505799971  n  0.03969
3.3593599973  n  0.03716
3.3681500009  n  0.03452
3.3769299948  n  0.03211
3.3857099961  n  0.03005
3.3945000057  n  0.02811
3.4032800057  n  0.02654
3.4120599984  n  0.02469
3.4208499993  n  0.0237
3.4296300045  n  0.02197
3.4384199987  n  0.02103
3.4472000028  n  0.02008
3.4559800042  n  0.0193
3.4647699952  n  0.01843
3.4735499988  n  0.01777
3.4823299994  n  0.01682
3.4911199942  n  0.01653
3.4999000026  n  0.01591
3.5086800024  n  0.01518
3.5174700037  n  0.01464
3.5262500045  n  0.01453
3.5350299962  n  0.01403
3.5438199988  n  0.01364
3.5525999945  n  0.01359
3.5613799979  n  0.01311
3.5701699973  n  0.01252
3.5789500033  n  0.01239
3.5877400007  n  0.01218
3.5965200015  n  0.01218
3.6053000044  n  0.01192
3.6140899997  n  0.01156
3.6228700002  n  0.01139
3.6316500056  n  0.01111
3.6404400025  n  0.01083
3.6492199977  n  0.01109
3.6580000014  n  0.01076
3.6667900065  n  0.01097
3.675570006  n  0.01073
3.6843500042  n  0.01065
3.6931399965  n  0.01042
3.7019199953  n  0.01024
3.7106999949  n  0.01056
3.7194900045  n  0.01005
3.7282700066  n  0.01025
3.737049996  n  0.01009
3.7458400059  n  0.01012
3.7546199942  n  0.01026
3.7634099942  n  0.01007
3.7721900067  n  0.01013
3.7809699961  n  0.01012
3.7897600018  n  0.0104
3.7985399947  n  0.01037
3.8073200022  n  0.01041
3.8161099938  n  0.01069
3.8248900028  n  0.01047
3.8336700011  n  0.01081
3.8424600007  n  0.01096
3.8512400011  n  0.01076
3.860020003  n  0.01122
3.8688099993  n  0.01126
3.8775900052  n  0.01158
3.8863700029  n  0.01133
3.8951599926  n  0.01156
3.903939996  n  0.01166
3.9127300005  n  0.01166
3.9215100047  n  0.01213
3.9302900026  n  0.01212
3.9390800007  n  0.01242
3.9478599972  n  0.01268
3.9566400052  n  0.01257
3.9654299999  n  0.01281
3.9742100001  n  0.01308
3.9829900039  n  0.01305
3.9917799989  n  0.01349
4.0005599984  n  0.01363
4.0093399981  n  0.01371
4.0181299954  n  0.01416
4.0269100033  n  0.01408
4.0356899958  n  0.01431
4.0444799938  n  0.01465
4.0532599985  n  0.01517
4.0620400082  n  0.01506
4.0708299995  n  0.01526
4.0796099991  n  0.0157
4.0884000064  n  0.01606
4.0971799962  n  0.01628
4.1059599968  n  0.01661
4.1147499916  n  0.01649
4.1235300069  n  0.01619
4.1323100042  n  0.01708
4.1410999984  n  0.01701
4.1498800044  n  0.01726
4.1586599986  n  0.01754
4.1674500084  n  0.01782
4.1762300072  n  0.01808
4.1850100014  n  0.01836
4.1937999935  n  0.01876
4.2025800067  n  0.0192
4.2113600055  n  0.01967
4.2201499992  n  0.02012
4.2289299959  n  0.0206
4.2377200059  n  0.02105
4.2464999997  n  0.02153
4.2552800004  n  0.02192
4.2640700004  n  0.02229
4.2728499979  n  0.02265
4.2816300022  n  0.02304
4.2904200061  n  0.02341
4.299200004  n  0.02378
4.3079800065  n  0.0241
4.3167700048  n  0.02442
4.3255499935  n  0.02474
4.334330001  n  0.02506
4.3431199954  n  0.02535
4.3518999951  n  0.02579
4.3606800065  n  0.02606
4.3694699906  n  0.02646
4.3782499941  n  0.02706
4.3870299985  n  0.02757
4.3958199937  n  0.02855
4.4046000022  n  0.02913
4.4133900081  n  0.02981
4.4221699938  n  0.02997
4.4309499961  n  0.03077
4.4397399973  n  0.0316
4.4485200005  n  0.03176
4.457299991  n  0.03253
4.4660899947  n  0.03291
4.4748700004  n  0.03286
4.4836499981  n  0.03325
4.4924399962  n  0.03365
4.5012199927  n  0.03321
4.5100000005  n  0.03334
4.5187900078  n  0.03313
4.527570006  n  0.03264
4.5363500085  n  0.03232
4.5451400011  n  0.03139
4.5539199929  n  0.03095
4.5627100096  n  0.03011
4.5714899914  n  0.02908
4.5802699896  n  0.0287
4.5890600022  n  0.02807
4.5978399936  n  0.02647
4.6066200105  n  0.02597
4.6154100001  n  0.02521
4.624189998  n  0.02456
4.632970001  n  0.02354
4.6417600098  n  0.02287
4.6505400077  n  0.02177
4.6593200031  n  0.021
4.6681100058  n  0.01992
4.6768899927  n  0.01997
4.6856700043  n  0.01891
4.6944599917  n  0.01827
4.7032399952  n  0.01768
4.7120199974  n  0.01694
4.7208099985  n  0.01609
4.7295899959  n  0.01571
4.7383799914  n  0.01485
4.7471599925  n  0.01493
4.7559399978  n  0.01376
4.7647299972  n  0.01377
4.7735100058  n  0.01298
4.7822900018  n  0.01229
4.7910799979  n  0.01211
4.7998599977  n  0.01174
4.8086400028  n  0.01119
4.8174300013  n  0.01077
4.8262100114  n  0.01064
4.8349900104  n  0.00998
4.8437800057  n  0.0101
4.8525600107  n  0.00958
4.8613399992  n  0.00923
4.8701299966  n  0.00877
4.8789099914  n  0.00845
4.8877000091  n  0.00863
4.896479991  n  0.00803
4.9052600045  n  0.00796
4.9140499977  n  0.00735
4.9228300121  n  0.00724
4.9316100105  n  0.00691
4.9404000025  n  0.00666
4.9491799887  n  0.00647
4.9579599946  n  0.00642
4.9667499928  n  0.00647
4.9755299952  n  0.00622
4.9843099903  n  0.00609
4.9931000101  n  0.00559
5.0018800066  n  0.00536
5.0106600038  n  0.00522
5.0194499923  n  0.00533
5.0282299916  n  0.00514
5.0370100103  n  0.00509
5.0457999949  n  0.00464
5.0545800121  n  0.00457
5.0633699996  n  0.00461
5.0721499895  n  0.00418
5.0809299929  n  0.00413
5.0897200065  n  0.0042
5.0985000121  n  0.00418
5.1072799996  n  0.00423
5.1160699938  n  0.00416
5.1248500072  n  0.0039
5.1336300062  n  0.00381
5.1424199901  n  0.00399
5.1512000058  n  0.00394
5.1599799939  n  0.00387
5.1687700063  n  0.00405
5.1775499941  n  0.00346
5.1863300041  n  0.00367
5.1951200056  n  0.00378
5.20389999  n  0.00414
5.2126900019  n  0.00401
5.221470008  n  0.00366
5.2302499876  n  0.00383
5.2390400017  n  0.00366
5.2478200083  n  0.0042
5.2566000096  n  0.00406
5.2653900044  n  0.00389
5.2741700008  n  0.00404
5.2829499942  n  0.00395
5.2917400029  n  0.00408
5.3005200049  n  0.0043
5.309299987  n  0.00427
5.3180900139  n  0.00454
5.3268700076  n  0.0046
5.3356500014  n  0.00479
5.3444399918  n  0.00487
5.3532199889  n  0.00511
5.3619999865  n  0.00535
5.3707899962  n  0.0053
5.3795700059  n  0.00538
5.388360013  n  0.00583
5.3971399918  n  0.00612
5.4059199905  n  0.0063
5.4147100138  n  0.00631
5.4234899888  n  0.00673
5.4322700067  n  0.00654
5.4410599951  n  0.00706
5.4498400131  n  0.00699
5.4586199868  n  0.00753
5.4674100019  n  0.00825
5.4761899859  n  0.00798
5.4849699947  n  0.00857
5.4937600033  n  0.00901
5.502539989  n  0.00915
5.5113199867  n  0.00891
5.5201100092  n  0.01
5.5288899956  n  0.01043
5.5376799861  n  0.01081
5.5464600082  n  0.01138
5.5552399871  n  0.01195
5.564030006  n  0.01231
5.572809997  n  0.01279
5.5815900139  n  0.01339
5.5903799891  n  0.01415
5.5991600095  n  0.01425
5.6079400086  n  0.01511
5.6167300145  n  0.01615
5.6255099912  n  0.01687
5.6342900005  n  0.01747
5.6430800086  n  0.01842
5.6518599842  n  0.01907
5.6606399908  n  0.02041
5.6694299941  n  0.02188
5.678210002  n  0.02275
5.6869900145  n  0.02409
5.6957799949  n  0.02555
5.7045599937  n  0.02728
5.7133499981  n  0.02784
5.7221300025  n  0.0294
5.7309100035  n  0.03152
5.7396999907  n  0.03406
5.7484800056  n  0.03566
5.7572600085  n  0.03775
5.7660500164  n  0.04053
5.7748299889  n  0.04213
5.7836100138  n  0.04435
5.7924000016  n  0.047
5.8011799983  n  0.0489
5.8099599854  n  0.05176
5.818749999  n  0.05472
5.827530007  n  0.05667
5.8363100168  n  0.05835
5.8450999872  n  0.06075
5.8538800131  n  0.06239
5.8626699923  n  0.06394
5.8714500039  n  0.0656
5.8802300052  n  0.06761
5.8890200046  n  0.06882
5.8978000079  n  0.07048
5.9065799951  n  0.07086
5.9153699964  n  0.07142
5.924150015  n  0.07231
5.9329299827  n  0.07314
5.9417199859  n  0.07365
5.9504999922  n  0.07335
5.9592799895  n  0.07359
5.9680700138  n  0.07409
5.9768499984  n  0.0743
5.9856299868  n  0.07442
5.9944199982  n  0.07416
6.0032000058  n  0.0742
6.0119800004  n  0.07409
6.0207699827  n  0.07367
6.0295500046  n  0.07341
6.0383399929  n  0.07326
6.0471199935  n  0.07365
6.0559000024  n  0.07313
6.0646899861  n  0.07272
6.0734700013  n  0.0724
6.0822499868  n  0.07171
6.0910399973  n  0.07103
6.0998199919  n  0.07068
6.108599998  n  0.07075
6.1173900104  n  0.06994
6.1261700027  n  0.06957
6.134950017  n  0.06951
6.1437399851  n  0.06932
6.1525200113  n  0.06931
6.1612999998  n  0.06978
6.1700900074  n  0.06911
6.178870007  n  0.0691
6.1876599831  n  0.0694
6.1964399866  n  0.06918
6.2052199912  n  0.06822
6.2140100075  n  0.06832
6.2227899951  n  0.06809
6.2315700148  n  0.06803
6.2403600089  n  0.06754
6.2491400012  n  0.06772
6.2579199844  n  0.06749
6.2667099863  n  0.06689
6.2754899813  n  0.06664
6.2842700096  n  0.06642
6.2930599876  n  0.0665
6.3018399993  n  0.06591
6.3106200131  n  0.06549
6.3194099901  n  0.06495
6.3281900083  n  0.06456
6.3369700021  n  0.06478
6.3457600173  n  0.06474
6.3545400071  n  0.06355
6.3633299924  n  0.06286
6.3721100187  n  0.06278
6.3808900002  n  0.06243
6.3896800023  n  0.06239
6.3984599879  n  0.06184
6.4072399967  n  0.06186
6.4160300147  n  0.06176
6.4248100052  n  0.06109
6.4335900102  n  0.06075
6.4423800167  n  0.06072
6.4511599902  n  0.06023
6.459940016  n  0.05979
6.4687299975  n  0.05913
6.4775099882  n  0.05901
6.4862899905  n  0.05899
6.4950799899  n  0.0592
6.5038600051  n  0.05852
6.5126500053  n  0.05788
6.5214299863  n  0.0574
6.5302100053  n  0.05692
6.5390000151  n  0.05661
6.5477799788  n  0.05657
6.5565599943  n  0.05663
6.5653500102  n  0.05603
6.5741300017  n  0.05545
6.5829100204  n  0.05493
6.5917000095  n  0.05508
6.6004800014  n  0.05479
6.6092600002  n  0.05432
6.6180499861  n  0.05387
6.6268300082  n  0.05377
6.6356100211  n  0.05439
6.6443999977  n  0.05391
6.6531800055  n  0.05333
6.6619599919  n  0.05297
6.6707500106  n  0.05252
6.6795300165  n  0.05292
6.6883200135  n  0.05269
6.6970999856  n  0.05147
6.7058800154  n  0.05138
6.7146700217  n  0.05143
6.723450012  n  0.05137
6.7322300146  n  0.05101
6.7410199823  n  0.0505
6.7497999933  n  0.05005
6.7585800207  n  0.05047
6.7673700048  n  0.04951
6.7761500065  n  0.04916
6.7849299866  n  0.04938
6.7937200102  n  0.049
6.802499984  n  0.0488
6.8112799946  n  0.04854
6.8200700011  n  0.04822
6.8288499873  n  0.04793
6.8376399856  n  0.04762
6.8464200176  n  0.04732
6.8552000229  n  0.04703
6.863989997  n  0.04671
6.8727699966  n  0.04642
6.8815499926  n  0.04611
6.8903400113  n  0.04581
6.8991200048  n  0.04553
6.9079000223  n  0.0452
6.9166899771  n  0.04491
6.9254700033  n  0.04461
6.9342499894  n  0.0443
6.9430400217  n  0.04398
6.9518199875  n  0.04369
6.960599997  n  0.0434
6.9693900209  n  0.04307
6.9781699885  n  0.04278
6.9869499914  n  0.04247
6.9957399791  n  0.04217
7.0045200238  n  0.04188
7.0133099859  n  0.04155
7.0220899853  n  0.04126
7.030869998  n  0.04096
7.0396600013  n  0.04064
7.0484400163  n  0.04035
7.0572199962  n  0.04004
7.0660099941  n  0.03973
7.074789982  n  0.03944
7.0835699895  n  0.03911
7.0923599956  n  0.03881
7.1011400248  n  0.03852
7.1099199815  n  0.03819
7.1187100208  n  0.0379
7.1274900198  n  0.03762
7.1362700088  n  0.03739
7.1450600159  n  0.03719
7.1538400247  n  0.03699
7.1626299922  n  0.03679
7.1714100094  n  0.03663
7.1801899765  n  0.03644
7.1889799953  n  0.03624
7.197760011  n  0.03604
7.2065399985  n  0.03584
7.2153299787  n  0.03564
7.2241100106  n  0.03545
7.2328899876  n  0.03526
7.2416800049  n  0.03509
7.2504599764  n  0.0349
7.2592399744  n  0.0347
7.268030011  n  0.0345
7.276810013  n  0.0343
7.2855900217  n  0.03411
7.2943800165  n  0.03391
7.3031599919  n  0.03374
7.3119400105  n  0.03355
7.3207300182  n  0.03336
7.3295100264  n  0.03316
7.3383000269  n  0.03296
7.3470799894  n  0.03276
7.3558599925  n  0.03256
7.3646499952  n  0.03236
7.3734299866  n  0.03221
7.3822100107  n  0.03201
7.3909999897  n  0.03182
7.3997799883  n  0.03162
7.4085600147  n  0.03142
7.417350008  n  0.03122
7.4261300013  n  0.03102
7.4349100207  n  0.03082
7.4437000215  n  0.03067
7.4524800065  n  0.03047
7.4612600188  n  0.03028
7.4700499738  n  0.03007
7.4788300124  n  0.02988
7.4876200065  n  0.02968
7.4964000038  n  0.02948
7.5051800002  n  0.02924
7.513969973  n  0.029
7.5227499996  n  0.02879
7.5315299783  n  0.02856
7.5403200139  n  0.02831
7.549099988  n  0.02811
7.5578799832  n  0.02787
7.5666700051  n  0.02766
7.575450024  n  0.02742
7.5842300225  n  0.02718
7.5930200192  n  0.02697
7.6018000181  n  0.02674
7.6105800152  n  0.02649
7.6193699837  n  0.02627
7.6281500217  n  0.02604
7.6369300216  n  0.0258
7.6457200265  n  0.02558
7.6544999971  n  0.02536
7.6632899963  n  0.02511
7.672070011  n  0.02488
7.6808499911  n  0.02466
7.6896399787  n  0.02442
7.6984200009  n  0.02418
7.7072000185  n  0.02397
7.7159900244  n  0.02372
7.7247700282  n  0.02347
7.7335500006  n  0.02327
7.7423400037  n  0.02303
7.751119971  n  0.02278
7.7599000028  n  0.02256
7.7686899901  n  0.02233
7.7774699714  n  0.02208
7.7862499964  n  0.02185
7.7950400238  n  0.02163
7.8038200183  n  0.02139
7.8126099869  n  0.02118
7.8213899874  n  0.02094
7.8301700021  n  0.02069
7.8389599807  n  0.02048
7.8477399698  n  0.02023
7.8565200203  n  0.01998
7.8653100265  n  0.01976
7.8740900249  n  0.01953
7.8828700111  n  0.01928
7.8916600085  n  0.01905
7.9004399826  n  0.01883
7.9092199976  n  0.01858
7.9180100198  n  0.01837
7.9267900065  n  0.01812
7.9355700277  n  0.01791
7.9443599906  n  0.01767
7.953139972  n  0.01744
7.9619199839  n  0.01723
7.9707100001  n  0.01701
7.9794900295  n  0.01676
7.9882799791  n  0.01656
7.9970600248  n  0.0163
8.005839972  n  0.01608
8.0146299697  n  0.01584
8.0234099996  n  0.01561
8.0321899974  n  0.01539
8.0409799861  n  0.01514
8.0497600101  n  0.01493
8.0585400067  n  0.01467
8.0673300007  n  0.01446
8.0761099711  n  0.01421
8.0848899866  n  0.01398
8.0936800079  n  0.01375
8.1024600146  n  0.0135
8.1112400113  n  0.01329
8.120030024  n  0.01303
8.1288099682  n  0.01281
8.1375999801  n  0.0126
8.1463800216  n  0.01237
8.1551600091  n  0.01212
8.1639500116  n  0.0119
8.1727299946  n  0.01165
8.1815100066  n  0.01142
8.190299982  n  0.01118
8.1990800255  n  0.01094
8.207859983  n  0.01071
8.2166499878  n  0.01046
8.2254300175  n  0.01023
8.2342099822  n  0.00999
8.2430000135  n  0.00975
8.2517800286  n  0.00952
8.2605600025  n  0.00926
8.2693499958  n  0.00904
8.2781300026  n  0.00879
8.2869099945  n  0.00855
8.2957000284  n  0.00831
8.3044799713  n  0.00806
8.3132700182  n  0.00783
8.3220500205  n  0.00761
8.3308299883  n  0.00738
8.3396200169  n  0.00733
8.348399969  n  0.00741
8.3571799893  n  0.00693
8.3659700282  n  0.00617
8.3747500315  n  0.0061
8.3835299987  n  0.00619
8.3923200134  n  0.00597
8.4010999661  n  0.00555
8.4098799909  n  0.0053
8.4186700239  n  0.00505
8.4274499709  n  0.00477
8.436230031  n  0.00439
8.4450199894  n  0.0032
8.4537999831  n  0.00279
8.4625900165  n  0.00299
8.4713700012  n  0.00344
8.4801500295  n  0.00318
8.4889399893  n  0.00343
8.4977200277  n  0.00348
8.5065000123  n  0.00327
8.5152899653  n  0.00294
8.5240699833  n  0.00284
8.5328499963  n  0.00252
8.5416400167  n  0.00222
8.5504200184  n  0.00213
8.5591999935  n  0.00223
8.5679900167  n  0.00184
8.5767700123  n  0.00128
8.5855500351  n  0.000838178
8.5943400014  n  0.00149
8.6031200075  n  0.00108
8.6119000234  n  0.000257219
8.6206900268  n  -0.000583903
8.6294699921  n  -0.000350889
8.638260025  n  3.67706e-05
8.6470400188  n  0.000239211
8.6558199721  n  0.000145043
8.6646099655  n  0.0004406
8.6733899953  n  0.000460134
8.6821699719  n  0.000125602
8.6909599624  n  -0.000617089
8.6997399926  n  0.000366635
8.7085200346  n  0.000997735
8.7173099895  n  0.00113
8.7260899899  n  0.00046398
8.7348699932  n  -0.000499701
8.7436600377  n  -0.000923809
8.7524399833  n  -0.000850745
8.7612200016  n  -0.000681189
8.7700099617  n  -0.000126073
8.7787899869  n  -1.25955e-05
8.7875799649  n  -0.000692491
8.796360017  n  -0.000257022
8.8051400322  n  -0.000326619
8.8139299792  n  -0.000506409
8.8227100155  n  -2.54764e-05
8.831490013  n  -0.000289569
8.8402800003  n  -0.00033993
8.849060017  n  8.67243e-05
8.8578399945  n  -0.000594285
8.8666300221  n  -0.000532635
8.8754100206  n  -2.60241e-05
8.8841899816  n  0.000328432
8.8929799759  n  -0.000547185
