clapp1995
140
ne
Wavelength (microns) 	 real  imaginary
2.49707e+00  1.23288e+00  3.16000e-03
2.49766e+00  1.23351e+00  3.46000e-03
2.49827e+00  1.23336e+00  1.82000e-03
2.49887e+00  1.23249e+00  2.13000e-03
2.50000e+00  1.23200e+00  3.41000e-03
2.50128e+00  1.23200e+00  3.36000e-03
2.50188e+00  1.23259e+00  4.15000e-03
2.50249e+00  1.23263e+00  3.03000e-03
2.50309e+00  1.23276e+00  3.84000e-03
2.50370e+00  1.23310e+00  3.46000e-03
2.50430e+00  1.23258e+00  2.33000e-03
2.50490e+00  1.23262e+00  4.09000e-03
2.50551e+00  1.23417e+00  3.50000e-03
2.50611e+00  1.23368e+00  5.70000e-04
2.50672e+00  1.23147e+00  6.60000e-04
2.50733e+00  1.23133e+00  2.92000e-03
2.50794e+00  1.23258e+00  2.16000e-03
2.50854e+00  1.23185e+00  2.10000e-04
2.50915e+00  1.22970e+00  9.00000e-05
2.50976e+00  1.22888e+00  2.68000e-03
2.51036e+00  1.22953e+00  2.96000e-03
2.51097e+00  1.22996e+00  3.51000e-03
2.51158e+00  1.22995e+00  2.97000e-03
2.51219e+00  1.22993e+00  3.75000e-03
2.51280e+00  1.23031e+00  3.74000e-03
2.51340e+00  1.23080e+00  3.67000e-03
2.51402e+00  1.23010e+00  2.35000e-03
2.51462e+00  1.22980e+00  3.95000e-03
2.51524e+00  1.23008e+00  3.74000e-03
2.51584e+00  1.23080e+00  4.14000e-03
2.51646e+00  1.23129e+00  3.54000e-03
2.51707e+00  1.23119e+00  2.15000e-03
2.51767e+00  1.23012e+00  2.01000e-03
2.51829e+00  1.22949e+00  2.20000e-03
2.51890e+00  1.22886e+00  2.72000e-03
2.51951e+00  1.22963e+00  4.13000e-03
2.52012e+00  1.23055e+00  3.33000e-03
2.52074e+00  1.23082e+00  2.12000e-03
2.52135e+00  1.22984e+00  1.37000e-03
2.52196e+00  1.22835e+00  6.90000e-04
2.52258e+00  1.22777e+00  3.30000e-03
2.52319e+00  1.22912e+00  3.39000e-03
2.52381e+00  1.23011e+00  2.54000e-03
2.52442e+00  1.22918e+00  1.60000e-04
2.52504e+00  1.22680e+00  2.30000e-04
2.52565e+00  1.22569e+00  2.38000e-03
2.52626e+00  1.22666e+00  4.02000e-03
2.52688e+00  1.22696e+00  2.84000e-03
2.52749e+00  1.22705e+00  4.07000e-03
2.52811e+00  1.22779e+00  4.13000e-03
2.52873e+00  1.22783e+00  2.73000e-03
2.52935e+00  1.22705e+00  3.40000e-03
2.52996e+00  1.22752e+00  4.02000e-03
2.53058e+00  1.22758e+00  3.35000e-03
2.53120e+00  1.22771e+00  3.71000e-03
2.53181e+00  1.22837e+00  4.08000e-03
2.53243e+00  1.22842e+00  1.97000e-03
2.53305e+00  1.22778e+00  2.67000e-03
2.53367e+00  1.22760e+00  1.94000e-03
2.53429e+00  1.22693e+00  1.74000e-03
2.53491e+00  1.22651e+00  2.32000e-03
2.53553e+00  1.22695e+00  2.72000e-03
2.53615e+00  1.22677e+00  1.57000e-03
2.53677e+00  1.22637e+00  2.03000e-03
2.53739e+00  1.22643e+00  1.99000e-03
2.53801e+00  1.22558e+00  7.20000e-04
2.53863e+00  1.22459e+00  2.15000e-03
2.53925e+00  1.22551e+00  3.52000e-03
2.53988e+00  1.22663e+00  2.17000e-03
2.54050e+00  1.22618e+00  8.20000e-04
2.54112e+00  1.22471e+00  1.60000e-04
2.54174e+00  1.22373e+00  1.07000e-03
2.54237e+00  1.22324e+00  1.45000e-03
2.54299e+00  1.22264e+00  1.75000e-03
2.54361e+00  1.22258e+00  3.40000e-03
2.54424e+00  1.22335e+00  3.77000e-03
2.54486e+00  1.22443e+00  4.12000e-03
2.54549e+00  1.22547e+00  3.19000e-03
2.54611e+00  1.22519e+00  1.19000e-03
2.54674e+00  1.22397e+00  7.20000e-04
2.54736e+00  1.22249e+00  5.60000e-04
2.54799e+00  1.22115e+00  1.32000e-03
2.54861e+00  1.22156e+00  3.98000e-03
2.54924e+00  1.22261e+00  3.16000e-03
2.54987e+00  1.22276e+00  3.00000e-03
2.55049e+00  1.22298e+00  3.21000e-03
2.55112e+00  1.22321e+00  2.18000e-03
2.55175e+00  1.22224e+00  1.53000e-03
2.55237e+00  1.22105e+00  1.93000e-03
2.55301e+00  1.22181e+00  4.17000e-03
2.55363e+00  1.22303e+00  2.74000e-03
2.55427e+00  1.22186e+00  5.60000e-04
2.55489e+00  1.22089e+00  2.73000e-03
2.55553e+00  1.22091e+00  2.02000e-03
2.55615e+00  1.22034e+00  2.29000e-03
2.55679e+00  1.22048e+00  3.80000e-03
2.55741e+00  1.22136e+00  3.29000e-03
2.55804e+00  1.22150e+00  2.89000e-03
2.55868e+00  1.22195e+00  2.80000e-03
2.55931e+00  1.22179e+00  1.25000e-03
2.55994e+00  1.22055e+00  2.60000e-04
2.56057e+00  1.21887e+00  7.40000e-04
2.56121e+00  1.21777e+00  1.52000e-03
2.56184e+00  1.21813e+00  3.92000e-03
2.56247e+00  1.21915e+00  3.35000e-03
2.56310e+00  1.21892e+00  2.88000e-03
2.56373e+00  1.21893e+00  3.85000e-03
2.56437e+00  1.21964e+00  3.78000e-03
2.56500e+00  1.21985e+00  2.83000e-03
2.56564e+00  1.21970e+00  2.86000e-03
2.56627e+00  1.21926e+00  1.89000e-03
2.56691e+00  1.21864e+00  2.32000e-03
2.56755e+00  1.21860e+00  2.62000e-03
2.56818e+00  1.21869e+00  2.32000e-03
2.56882e+00  1.21862e+00  2.09000e-03
2.56945e+00  1.21796e+00  1.38000e-03
2.57009e+00  1.21680e+00  1.47000e-03
2.57073e+00  1.21689e+00  3.29000e-03
2.57136e+00  1.21741e+00  2.48000e-03
2.57200e+00  1.21677e+00  2.00000e-03
2.57264e+00  1.21667e+00  3.40000e-03
2.57328e+00  1.21722e+00  2.87000e-03
2.57392e+00  1.21748e+00  2.55000e-03
2.57456e+00  1.21714e+00  1.81000e-03
2.57520e+00  1.21630e+00  1.05000e-03
2.57583e+00  1.21517e+00  1.77000e-03
2.57648e+00  1.21518e+00  2.41000e-03
2.57711e+00  1.21509e+00  2.55000e-03
2.57776e+00  1.21471e+00  2.10000e-03
2.57840e+00  1.21488e+00  3.80000e-03
2.57904e+00  1.21472e+00  1.81000e-03
2.57968e+00  1.21424e+00  3.54000e-03
2.58032e+00  1.21416e+00  3.07000e-03
2.58097e+00  1.21477e+00  4.03000e-03
2.58160e+00  1.21478e+00  3.09000e-03
2.58225e+00  1.21435e+00  2.63000e-03
2.58289e+00  1.21408e+00  3.84000e-03
2.58354e+00  1.21418e+00  2.79000e-03
2.58418e+00  1.21395e+00  3.74000e-03
2.58482e+00  1.21449e+00  3.61000e-03
2.58547e+00  1.21433e+00  2.58000e-03
2.58611e+00  1.21365e+00  2.72000e-03
2.58676e+00  1.21347e+00  3.13000e-03
2.58740e+00  1.21366e+00  3.12000e-03
2.58805e+00  1.21358e+00  2.74000e-03
2.58870e+00  1.21344e+00  2.64000e-03
2.58934e+00  1.21290e+00  2.18000e-03
2.58999e+00  1.21258e+00  2.59000e-03
2.59063e+00  1.21267e+00  2.76000e-03
2.59128e+00  1.21200e+00  1.57000e-03
2.59193e+00  1.21104e+00  2.75000e-03
2.59258e+00  1.21158e+00  3.95000e-03
2.59323e+00  1.21240e+00  3.23000e-03
2.59387e+00  1.21230e+00  2.55000e-03
2.59453e+00  1.21128e+00  1.91000e-03
2.59517e+00  1.21132e+00  3.41000e-03
2.59582e+00  1.21244e+00  3.04000e-03
2.59647e+00  1.21161e+00  1.60000e-04
2.59713e+00  1.20922e+00  1.09000e-03
2.59777e+00  1.20930e+00  3.52000e-03
2.59842e+00  1.21081e+00  3.35000e-03
2.59908e+00  1.21010e+00  1.02000e-03
2.59973e+00  1.20897e+00  2.54000e-03
2.60038e+00  1.21009e+00  3.87000e-03
2.60103e+00  1.21024e+00  1.04000e-03
2.60169e+00  1.20902e+00  1.61000e-03
2.60234e+00  1.20903e+00  2.20000e-03
2.60299e+00  1.20872e+00  6.10000e-04
2.60364e+00  1.20682e+00  5.90000e-04
2.60430e+00  1.20597e+00  2.40000e-03
2.60495e+00  1.20644e+00  3.48000e-03
2.60561e+00  1.20676e+00  3.12000e-03
2.60626e+00  1.20687e+00  3.81000e-03
2.60692e+00  1.20738e+00  3.66000e-03
2.60757e+00  1.20753e+00  2.95000e-03
2.60823e+00  1.20662e+00  2.23000e-03
2.60888e+00  1.20570e+00  2.84000e-03
2.60954e+00  1.20612e+00  4.33000e-03
2.61020e+00  1.20636e+00  3.04000e-03
2.61086e+00  1.20573e+00  3.40000e-03
2.61151e+00  1.20571e+00  4.32000e-03
2.61217e+00  1.20645e+00  4.26000e-03
2.61283e+00  1.20690e+00  3.96000e-03
2.61348e+00  1.20689e+00  2.92000e-03
2.61415e+00  1.20647e+00  2.70000e-03
2.61480e+00  1.20612e+00  2.23000e-03
2.61547e+00  1.20544e+00  1.82000e-03
2.61612e+00  1.20442e+00  1.82000e-03
2.61678e+00  1.20416e+00  2.95000e-03
2.61744e+00  1.20509e+00  3.35000e-03
2.61810e+00  1.20459e+00  1.12000e-03
