mastrapa2008Ic
60
ne
Wavelength (microns) 	 real  imaginary
1.1111962e+00  1.3123091e+00  1.6531615e-06
1.1113154e+00  1.3123077e+00  1.4179578e-06
1.1114346e+00  1.3123060e+00  1.5507796e-06
1.1115538e+00  1.3123046e+00  1.8155383e-06
1.1116730e+00  1.3123029e+00  1.2223170e-06
1.1117923e+00  1.3123009e+00  1.1093045e-06
1.1119117e+00  1.3122990e+00  1.5666457e-06
1.1120309e+00  1.3122973e+00  1.5485693e-06
1.1121503e+00  1.3122958e+00  2.0863822e-06
1.1122696e+00  1.3122940e+00  1.0007872e-06
1.1123890e+00  1.3122922e+00  2.0274606e-06
1.1125085e+00  1.3122907e+00  1.1176369e-06
1.1126279e+00  1.3122886e+00  8.8660795e-07
1.1127474e+00  1.3122866e+00  9.0261437e-07
1.1128669e+00  1.3122847e+00  9.7653447e-07
1.1129864e+00  1.3122829e+00  1.2650625e-06
1.1131059e+00  1.3122813e+00  1.1913455e-06
1.1132255e+00  1.3122795e+00  6.7151791e-07
1.1133451e+00  1.3122774e+00  4.7953790e-07
1.1134648e+00  1.3122752e+00  3.3476664e-07
1.1135844e+00  1.3122733e+00  1.1922489e-06
1.1137041e+00  1.3122715e+00  4.1383842e-07
1.1138238e+00  1.3122694e+00  1.1338595e-06
1.1139435e+00  1.3122678e+00  1.1924199e-06
1.1140633e+00  1.3122662e+00  1.1928485e-06
1.1141831e+00  1.3122644e+00  6.9307885e-07
1.1143029e+00  1.3122623e+00  4.5952032e-07
1.1144227e+00  1.3122603e+00  6.9343537e-07
1.1145426e+00  1.3122582e+00  3.7625216e-07
1.1146625e+00  1.3122563e+00  8.8822924e-07
1.1147825e+00  1.3122545e+00  8.8832479e-07
1.1149023e+00  1.3122526e+00  8.7664858e-07
1.1150223e+00  1.3122507e+00  8.5424534e-07
1.1151423e+00  1.3122489e+00  1.2790517e-06
1.1152623e+00  1.3122472e+00  8.4224274e-07
1.1153823e+00  1.3122454e+00  1.3752478e-06
1.1155024e+00  1.3122436e+00  6.4587078e-07
1.1156225e+00  1.3122417e+00  1.0402553e-06
1.1157426e+00  1.3122398e+00  5.2256013e-07
1.1158627e+00  1.3122379e+00  6.4798104e-07
1.1159829e+00  1.3122358e+00  5.8633861e-07
1.1161031e+00  1.3122338e+00  7.7314394e-07
1.1162233e+00  1.3122319e+00  8.1238869e-07
1.1163436e+00  1.3122303e+00  1.4662447e-06
1.1164638e+00  1.3122286e+00  6.5008624e-07
1.1165841e+00  1.3122267e+00  6.5462058e-07
1.1167045e+00  1.3122246e+00  2.7785589e-07
1.1168247e+00  1.3122226e+00  6.6533858e-07
1.1169451e+00  1.3122208e+00  4.3663752e-07
1.1170655e+00  1.3122189e+00  5.8443635e-07
1.1171860e+00  1.3122169e+00  1.0598045e-08
1.1173065e+00  1.3122146e+00  3.6825679e-08
1.1174270e+00  1.3122126e+00  7.1552512e-07
1.1175475e+00  1.3122108e+00  6.5259997e-07
1.1176680e+00  1.3122090e+00  8.7769996e-07
1.1177886e+00  1.3122072e+00  6.2562401e-07
1.1179091e+00  1.3122052e+00  7.1583389e-07
1.1180298e+00  1.3122034e+00  6.7492709e-07
1.1181504e+00  1.3122014e+00  3.2340981e-07
1.1182711e+00  1.3121994e+00  8.0811890e-07
1.1183918e+00  1.3121974e+00  4.1507894e-07
1.1185125e+00  1.3121952e+00  3.8320550e-07
1.1186332e+00  1.3121933e+00  1.2809739e-06
1.1187540e+00  1.3121918e+00  1.3138518e-06
1.1188748e+00  1.3121901e+00  1.0816057e-06
1.1189955e+00  1.3121881e+00  1.0814437e-06
1.1191164e+00  1.3121861e+00  4.5919330e-07
1.1192373e+00  1.3121841e+00  1.3431243e-06
1.1193582e+00  1.3121827e+00  1.7403444e-06
1.1194791e+00  1.3121809e+00  4.8897243e-07
1.1196001e+00  1.3121787e+00  6.4152607e-07
1.1197211e+00  1.3121767e+00  7.1699412e-07
1.1198421e+00  1.3121749e+00  9.6623376e-07
1.1199630e+00  1.3121730e+00  4.8234119e-07
1.1200840e+00  1.3121710e+00  6.1930132e-07
1.1202052e+00  1.3121690e+00  3.5941406e-07
1.1203263e+00  1.3121669e+00  5.0324678e-07
1.1204475e+00  1.3121650e+00  7.4821037e-07
1.1205686e+00  1.3121630e+00  4.7064023e-07
1.1206897e+00  1.3121610e+00  6.8980006e-07
1.1208110e+00  1.3121589e+00  5.0329749e-07
1.1209322e+00  1.3121569e+00  7.5157874e-07
1.1210535e+00  1.3121549e+00  9.4253897e-07
1.1211748e+00  1.3121531e+00  1.3968918e-06
1.1212960e+00  1.3121513e+00  1.1688182e-06
1.1214175e+00  1.3121496e+00  1.7172827e-06
1.1215388e+00  1.3121479e+00  9.6731947e-07
1.1216602e+00  1.3121458e+00  1.2367658e-06
1.1217817e+00  1.3121438e+00  9.2668301e-07
1.1219031e+00  1.3121417e+00  1.3245364e-06
1.1220247e+00  1.3121400e+00  1.7344637e-06
1.1221461e+00  1.3121383e+00  1.6429295e-06
1.1222676e+00  1.3121367e+00  1.6797972e-06
1.1223892e+00  1.3121350e+00  1.3442368e-06
1.1225107e+00  1.3121330e+00  5.9190819e-07
1.1226323e+00  1.3121307e+00  7.5349249e-07
1.1227540e+00  1.3121284e+00  5.0750725e-07
1.1228756e+00  1.3121264e+00  1.3642027e-06
1.1229973e+00  1.3121248e+00  1.4328631e-06
1.1231190e+00  1.3121229e+00  1.1420960e-06
1.1232408e+00  1.3121209e+00  8.7632981e-07
1.1233625e+00  1.3121190e+00  1.1422859e-06
1.1234843e+00  1.3121170e+00  8.7875355e-07
1.1236061e+00  1.3121150e+00  1.2173991e-06
1.1237280e+00  1.3121132e+00  1.2766161e-06
1.1238499e+00  1.3121113e+00  1.0332813e-06
1.1239717e+00  1.3121094e+00  1.0039165e-06
1.1240937e+00  1.3121072e+00  1.0531612e-06
1.1242156e+00  1.3121052e+00  1.1527487e-06
1.1243376e+00  1.3121035e+00  1.6628752e-06
1.1244596e+00  1.3121017e+00  1.2163772e-06
1.1245816e+00  1.3120998e+00  1.1628415e-06
1.1247036e+00  1.3120977e+00  9.1686064e-07
1.1248258e+00  1.3120956e+00  1.0854604e-06
1.1249479e+00  1.3120937e+00  1.1098299e-06
1.1250700e+00  1.3120918e+00  1.4639490e-06
1.1251922e+00  1.3120900e+00  1.1427578e-06
1.1253144e+00  1.3120879e+00  1.1859388e-06
1.1254365e+00  1.3120860e+00  1.4306803e-06
1.1255589e+00  1.3120843e+00  1.6884122e-06
1.1256810e+00  1.3120825e+00  1.1858511e-06
1.1258034e+00  1.3120804e+00  1.2086000e-06
1.1259257e+00  1.3120788e+00  1.7591962e-06
1.1260480e+00  1.3120768e+00  2.8872867e-07
1.1261704e+00  1.3120743e+00  5.8359188e-07
1.1262928e+00  1.3120723e+00  1.0953908e-06
1.1264153e+00  1.3120704e+00  1.1219125e-06
1.1265377e+00  1.3120685e+00  1.2933042e-06
1.1266602e+00  1.3120667e+00  1.3259955e-06
1.1267827e+00  1.3120649e+00  1.1651175e-06
1.1269052e+00  1.3120629e+00  9.8885300e-07
1.1270278e+00  1.3120610e+00  1.0541582e-06
1.1271504e+00  1.3120590e+00  1.2119507e-06
1.1272730e+00  1.3120573e+00  1.1928536e-06
1.1273956e+00  1.3120553e+00  2.7194116e-07
1.1275183e+00  1.3120528e+00  1.5876338e-07
1.1276410e+00  1.3120505e+00  4.4893741e-07
1.1277637e+00  1.3120486e+00  1.3082330e-06
1.1278864e+00  1.3120470e+00  1.3070354e-06
1.1280092e+00  1.3120453e+00  9.8408248e-07
1.1281320e+00  1.3120431e+00  4.0832597e-07
1.1282548e+00  1.3120409e+00  7.9491116e-07
1.1283777e+00  1.3120390e+00  1.0964224e-06
1.1285006e+00  1.3120370e+00  8.1427515e-07
1.1286235e+00  1.3120348e+00  8.0834769e-07
1.1287464e+00  1.3120331e+00  1.5769043e-06
1.1288694e+00  1.3120313e+00  1.1197249e-06
1.1289924e+00  1.3120292e+00  1.0999188e-06
1.1291153e+00  1.3120273e+00  1.2379795e-06
1.1292384e+00  1.3120253e+00  9.2480485e-07
1.1293615e+00  1.3120233e+00  1.4983871e-06
1.1294847e+00  1.3120216e+00  1.6779120e-06
1.1296077e+00  1.3120199e+00  1.3310649e-06
1.1297309e+00  1.3120179e+00  9.9133251e-07
1.1298540e+00  1.3120159e+00  9.4240272e-07
1.1299772e+00  1.3120137e+00  6.8190161e-07
1.1301005e+00  1.3120117e+00  9.6574774e-07
1.1302238e+00  1.3120098e+00  1.0158046e-06
1.1303470e+00  1.3120079e+00  1.0697917e-06
1.1304703e+00  1.3120060e+00  1.0190869e-06
1.1305937e+00  1.3120040e+00  5.0713680e-07
1.1307170e+00  1.3120019e+00  9.7598263e-07
1.1308404e+00  1.3120000e+00  8.3674405e-07
1.1309638e+00  1.3119980e+00  5.3676888e-07
1.1310873e+00  1.3119960e+00  8.9746680e-07
1.1312107e+00  1.3119940e+00  4.4026055e-07
1.1313342e+00  1.3119919e+00  4.8909283e-07
1.1314578e+00  1.3119899e+00  5.8124112e-07
1.1315813e+00  1.3119878e+00  2.2196402e-07
1.1317049e+00  1.3119857e+00  1.1702072e-06
1.1318285e+00  1.3119839e+00  5.9214449e-07
1.1319520e+00  1.3119817e+00  7.6050537e-07
1.1320758e+00  1.3119800e+00  1.3650844e-06
1.1321995e+00  1.3119785e+00  1.0900823e-06
1.1323231e+00  1.3119763e+00  1.5485136e-07
1.1324469e+00  1.3119742e+00  8.0580719e-07
1.1325707e+00  1.3119724e+00  4.9642858e-07
1.1326945e+00  1.3119702e+00  1.0745164e-08
1.1328183e+00  1.3119681e+00  3.5401516e-07
1.1329422e+00  1.3119661e+00  1.9124850e-07
1.1330661e+00  1.3119639e+00  1.0748689e-08
1.1331900e+00  1.3119617e+00  1.0749864e-08
1.1333139e+00  1.3119595e+00  2.3292054e-07
1.1334379e+00  1.3119577e+00  7.8978474e-07
1.1335618e+00  1.3119559e+00  3.3177599e-07
1.1336858e+00  1.3119537e+00  1.2326223e-07
1.1338099e+00  1.3119516e+00  6.1241161e-07
1.1339340e+00  1.3119497e+00  3.2938058e-07
1.1340580e+00  1.3119476e+00  4.7403253e-07
1.1341822e+00  1.3119457e+00  9.0885226e-07
1.1343063e+00  1.3119441e+00  7.8671343e-07
1.1344305e+00  1.3119420e+00  1.0761632e-08
1.1345547e+00  1.3119397e+00  1.0762810e-08
1.1346788e+00  1.3119375e+00  3.2958155e-07
1.1348032e+00  1.3119355e+00  7.5472900e-07
1.1349275e+00  1.3119339e+00  7.6091891e-07
1.1350518e+00  1.3119320e+00  3.3036676e-07
1.1351761e+00  1.3119299e+00  1.5361933e-07
1.1353005e+00  1.3119277e+00  1.0769885e-08
1.1354249e+00  1.3119255e+00  1.0771065e-08
1.1355493e+00  1.3119234e+00  1.2683140e-07
1.1356736e+00  1.3119212e+00  2.4050459e-07
1.1357982e+00  1.3119195e+00  9.9665658e-07
1.1359227e+00  1.3119175e+00  1.5186615e-07
1.1360472e+00  1.3119155e+00  5.4423856e-07
1.1361718e+00  1.3119136e+00  3.6390571e-07
1.1362964e+00  1.3119115e+00  1.0779333e-08
1.1364210e+00  1.3119093e+00  1.0780515e-08
1.1365457e+00  1.3119072e+00  2.6954282e-07
1.1366704e+00  1.3119051e+00  3.8431850e-08
1.1367950e+00  1.3119031e+00  7.8440542e-07
1.1369197e+00  1.3119015e+00  3.3276561e-07
1.1370445e+00  1.3118991e+00  1.0786429e-08
1.1371692e+00  1.3118972e+00  6.4286309e-07
1.1372941e+00  1.3118953e+00  5.0395477e-07
1.1374189e+00  1.3118933e+00  3.8450555e-08
1.1375437e+00  1.3118911e+00  7.1617677e-08
1.1376686e+00  1.3118891e+00  1.7771451e-07
1.1377935e+00  1.3118870e+00  1.0793535e-08
1.1379185e+00  1.3118848e+00  1.0794720e-08
1.1380434e+00  1.3118827e+00  2.2107268e-07
1.1381685e+00  1.3118808e+00  5.1391822e-07
1.1382935e+00  1.3118788e+00  2.0720304e-07
1.1384186e+00  1.3118767e+00  1.0799464e-08
1.1385436e+00  1.3118745e+00  4.3790811e-07
1.1386687e+00  1.3118727e+00  7.9388735e-07
1.1387938e+00  1.3118709e+00  3.4962616e-07
1.1389190e+00  1.3118688e+00  1.0804212e-08
