Wavelength (microns) 	 real  imaginary
2.50000e+00   1.23200e+00   4.73000e-03
2.50083e+00   1.23226e+00   4.85000e-03
2.50143e+00   1.23245e+00   4.93000e-03
2.50203e+00   1.23263e+00   4.99000e-03
2.50264e+00   1.23279e+00   5.03000e-03
2.50324e+00   1.23294e+00   5.05000e-03
2.50385e+00   1.23307e+00   5.03000e-03
2.50445e+00   1.23318e+00   4.96000e-03
2.50506e+00   1.23328e+00   4.93000e-03
2.50566e+00   1.23339e+00   4.92000e-03
2.50627e+00   1.23346e+00   4.82000e-03
2.50688e+00   1.23349e+00   4.60000e-03
2.50748e+00   1.23345e+00   4.43000e-03
2.50809e+00   1.23331e+00   4.26000e-03
2.50870e+00   1.23314e+00   4.14000e-03
2.50931e+00   1.23294e+00   4.16000e-03
2.50991e+00   1.23276e+00   4.20000e-03
2.51052e+00   1.23265e+00   4.28000e-03
2.51113e+00   1.23254e+00   4.33000e-03
2.51174e+00   1.23244e+00   4.33000e-03
2.51235e+00   1.23231e+00   4.35000e-03
2.51296e+00   1.23215e+00   4.40000e-03
2.51357e+00   1.23201e+00   4.51000e-03
2.51418e+00   1.23191e+00   4.72000e-03
2.51479e+00   1.23188e+00   4.91000e-03
2.51540e+00   1.23196e+00   5.09000e-03
2.51601e+00   1.23208e+00   5.22000e-03
2.51662e+00   1.23225e+00   5.24000e-03
2.51723e+00   1.23241e+00   5.16000e-03
2.51784e+00   1.23251e+00   4.97000e-03
2.51845e+00   1.23255e+00   4.75000e-03
2.51907e+00   1.23248e+00   4.52000e-03
2.51968e+00   1.23234e+00   4.28000e-03
2.52029e+00   1.23211e+00   4.10000e-03
2.52090e+00   1.23185e+00   3.98000e-03
2.52152e+00   1.23156e+00   3.96000e-03
2.52213e+00   1.23131e+00   4.00000e-03
2.52275e+00   1.23112e+00   4.12000e-03
2.52336e+00   1.23095e+00   4.20000e-03
2.52397e+00   1.23084e+00   4.22000e-03
2.52459e+00   1.23073e+00   4.27000e-03
2.52520e+00   1.23060e+00   4.31000e-03
2.52582e+00   1.23046e+00   4.31000e-03
2.52644e+00   1.23027e+00   4.29000e-03
2.52705e+00   1.23007e+00   4.34000e-03
2.52767e+00   1.22985e+00   4.46000e-03
2.52829e+00   1.22970e+00   4.64000e-03
2.52890e+00   1.22965e+00   4.94000e-03
2.52952e+00   1.22968e+00   5.15000e-03
2.53014e+00   1.22983e+00   5.24000e-03
2.53076e+00   1.22996e+00   5.25000e-03
2.53137e+00   1.23004e+00   5.08000e-03
2.53199e+00   1.23004e+00   4.88000e-03
2.53261e+00   1.22990e+00   4.67000e-03
2.53323e+00   1.22973e+00   4.53000e-03
2.53385e+00   1.22951e+00   4.51000e-03
2.53447e+00   1.22925e+00   4.48000e-03
2.53509e+00   1.22901e+00   4.46000e-03
2.53571e+00   1.22879e+00   4.56000e-03
2.53633e+00   1.22862e+00   4.74000e-03
2.53695e+00   1.22850e+00   4.89000e-03
2.53757e+00   1.22845e+00   5.03000e-03
2.53819e+00   1.22842e+00   5.10000e-03
2.53882e+00   1.22838e+00   5.06000e-03
2.53944e+00   1.22833e+00   5.07000e-03
2.54006e+00   1.22822e+00   5.12000e-03
2.54068e+00   1.22811e+00   5.14000e-03
2.54131e+00   1.22801e+00   5.16000e-03
2.54193e+00   1.22791e+00   5.24000e-03
2.54255e+00   1.22783e+00   5.35000e-03
2.54318e+00   1.22780e+00   5.45000e-03
2.54380e+00   1.22781e+00   5.56000e-03
2.54443e+00   1.22786e+00   5.63000e-03
2.54505e+00   1.22796e+00   5.62000e-03
2.54568e+00   1.22802e+00   5.54000e-03
2.54630e+00   1.22801e+00   5.35000e-03
2.54693e+00   1.22798e+00   5.21000e-03
2.54756e+00   1.22788e+00   5.13000e-03
2.54818e+00   1.22781e+00   5.05000e-03
2.54881e+00   1.22776e+00   5.03000e-03
2.54944e+00   1.22769e+00   4.93000e-03
2.55006e+00   1.22761e+00   4.70000e-03
2.55069e+00   1.22751e+00   4.58000e-03
2.55132e+00   1.22737e+00   4.52000e-03
2.55195e+00   1.22722e+00   4.37000e-03
2.55258e+00   1.22708e+00   4.21000e-03
2.55321e+00   1.22687e+00   4.07000e-03
2.55383e+00   1.22662e+00   3.89000e-03
2.55446e+00   1.22635e+00   3.79000e-03
2.55509e+00   1.22604e+00   3.80000e-03
2.55572e+00   1.22575e+00   3.80000e-03
2.55635e+00   1.22551e+00   3.83000e-03
2.55699e+00   1.22527e+00   3.90000e-03
2.55762e+00   1.22508e+00   3.98000e-03
2.55825e+00   1.22491e+00   4.04000e-03
2.55888e+00   1.22477e+00   4.09000e-03
2.55951e+00   1.22460e+00   4.11000e-03
2.56014e+00   1.22441e+00   4.08000e-03
2.56078e+00   1.22422e+00   4.12000e-03
2.56141e+00   1.22403e+00   4.21000e-03
2.56204e+00   1.22387e+00   4.30000e-03
2.56268e+00   1.22376e+00   4.43000e-03
2.56331e+00   1.22367e+00   4.50000e-03
2.56395e+00   1.22362e+00   4.49000e-03
2.56458e+00   1.22355e+00   4.50000e-03
2.56521e+00   1.22344e+00   4.48000e-03
2.56585e+00   1.22333e+00   4.42000e-03
2.56649e+00   1.22317e+00   4.36000e-03
2.56712e+00   1.22301e+00   4.32000e-03
2.56776e+00   1.22283e+00   4.33000e-03
2.56839e+00   1.22263e+00   4.30000e-03
2.56903e+00   1.22242e+00   4.25000e-03
2.56967e+00   1.22217e+00   4.26000e-03
2.57031e+00   1.22189e+00   4.32000e-03
2.57094e+00   1.22166e+00   4.44000e-03
2.57158e+00   1.22147e+00   4.67000e-03
2.57222e+00   1.22134e+00   4.86000e-03
2.57286e+00   1.22131e+00   5.01000e-03
2.57350e+00   1.22128e+00   5.14000e-03
2.57414e+00   1.22125e+00   5.18000e-03
2.57478e+00   1.22123e+00   5.21000e-03
2.57542e+00   1.22118e+00   5.23000e-03
2.57606e+00   1.22114e+00   5.27000e-03
2.57670e+00   1.22113e+00   5.36000e-03
2.57734e+00   1.22113e+00   5.39000e-03
2.57798e+00   1.22118e+00   5.36000e-03
2.57862e+00   1.22123e+00   5.31000e-03
2.57926e+00   1.22128e+00   5.20000e-03
2.57990e+00   1.22130e+00   5.03000e-03
2.58055e+00   1.22127e+00   4.83000e-03
2.58119e+00   1.22117e+00   4.57000e-03
2.58183e+00   1.22098e+00   4.28000e-03
2.58248e+00   1.22074e+00   4.07000e-03
2.58312e+00   1.22045e+00   3.97000e-03
2.58376e+00   1.22017e+00   3.87000e-03
2.58441e+00   1.21993e+00   3.84000e-03
2.58505e+00   1.21967e+00   3.81000e-03
2.58570e+00   1.21945e+00   3.75000e-03
2.58634e+00   1.21921e+00   3.72000e-03
2.58699e+00   1.21896e+00   3.69000e-03
2.58764e+00   1.21870e+00   3.68000e-03
2.58828e+00   1.21844e+00   3.72000e-03
2.58893e+00   1.21821e+00   3.78000e-03
2.58958e+00   1.21803e+00   3.86000e-03
2.59022e+00   1.21787e+00   3.95000e-03
2.59087e+00   1.21777e+00   4.03000e-03
2.59152e+00   1.21767e+00   4.05000e-03
2.59217e+00   1.21756e+00   3.98000e-03
2.59282e+00   1.21745e+00   3.95000e-03
2.59346e+00   1.21731e+00   3.90000e-03
2.59411e+00   1.21718e+00   3.84000e-03
2.59476e+00   1.21705e+00   3.79000e-03
2.59541e+00   1.21687e+00   3.70000e-03
2.59606e+00   1.21665e+00   3.54000e-03
2.59671e+00   1.21641e+00   3.47000e-03
2.59737e+00   1.21612e+00   3.47000e-03
2.59802e+00   1.21588e+00   3.48000e-03
2.59867e+00   1.21568e+00   3.58000e-03
2.59932e+00   1.21551e+00   3.63000e-03
2.59997e+00   1.21539e+00   3.61000e-03
2.60063e+00   1.21525e+00   3.59000e-03
2.60128e+00   1.21508e+00   3.50000e-03
2.60193e+00   1.21489e+00   3.44000e-03
2.60258e+00   1.21465e+00   3.40000e-03
2.60324e+00   1.21444e+00   3.38000e-03
2.60389e+00   1.21425e+00   3.40000e-03
2.60455e+00   1.21406e+00   3.41000e-03
2.60520e+00   1.21392e+00   3.41000e-03
2.60586e+00   1.21376e+00   3.36000e-03
2.60651e+00   1.21360e+00   3.25000e-03
2.60717e+00   1.21340e+00   3.15000e-03
2.60782e+00   1.21313e+00   3.04000e-03
2.60848e+00   1.21286e+00   2.97000e-03
2.60914e+00   1.21258e+00   2.97000e-03
2.60980e+00   1.21229e+00   2.96000e-03
2.61045e+00   1.21204e+00   2.98000e-03
2.61111e+00   1.21178e+00   3.00000e-03
2.61177e+00   1.21152e+00   2.99000e-03
2.61243e+00   1.21130e+00   3.03000e-03
2.61309e+00   1.21108e+00   3.11000e-03
2.61375e+00   1.21087e+00   3.13000e-03
2.61440e+00   1.21067e+00   3.11000e-03
2.61506e+00   1.21046e+00   3.12000e-03
2.61572e+00   1.21022e+00   3.10000e-03
2.61638e+00   1.21000e+00   3.12000e-03
2.61705e+00   1.20978e+00   3.18000e-03
2.61771e+00   1.20957e+00   3.20000e-03
2.61837e+00   1.20938e+00   3.20000e-03
2.61903e+00   1.20917e+00   3.21000e-03
2.61969e+00   1.20895e+00   3.20000e-03
2.62035e+00   1.20875e+00   3.22000e-03
2.62102e+00   1.20856e+00   3.28000e-03
2.62168e+00   1.20838e+00   3.27000e-03
2.62234e+00   1.20821e+00   3.20000e-03
2.62301e+00   1.20799e+00   3.16000e-03
2.62367e+00   1.20774e+00   3.09000e-03
2.62434e+00   1.20749e+00   3.05000e-03
2.62500e+00   1.20721e+00   3.07000e-03
2.62567e+00   1.20694e+00   3.08000e-03
2.62633e+00   1.20670e+00   3.11000e-03
2.62700e+00   1.20645e+00   3.14000e-03
2.62766e+00   1.20622e+00   3.15000e-03
2.62833e+00   1.20599e+00   3.18000e-03
2.62900e+00   1.20577e+00   3.20000e-03
2.62967e+00   1.20552e+00   3.19000e-03
2.63033e+00   1.20525e+00   3.14000e-03
2.63100e+00   1.20497e+00   3.15000e-03
2.63167e+00   1.20467e+00   3.21000e-03
2.63234e+00   1.20439e+00   3.28000e-03
2.63301e+00   1.20413e+00   3.39000e-03
2.63368e+00   1.20389e+00   3.50000e-03
2.63435e+00   1.20370e+00   3.59000e-03
2.63502e+00   1.20350e+00   3.68000e-03
2.63569e+00   1.20330e+00   3.74000e-03
2.63636e+00   1.20315e+00   3.82000e-03
2.63703e+00   1.20300e+00   3.93000e-03
2.63770e+00   1.20287e+00   3.97000e-03
2.63837e+00   1.20275e+00   3.98000e-03
2.63904e+00   1.20260e+00   3.95000e-03
2.63971e+00   1.20241e+00   3.86000e-03
2.64039e+00   1.20222e+00   3.85000e-03
2.64106e+00   1.20200e+00   3.92000e-03
2.64173e+00   1.20181e+00   3.92000e-03
2.64241e+00   1.20165e+00   3.95000e-03
2.64308e+00   1.20149e+00   3.97000e-03
2.64375e+00   1.20135e+00   3.95000e-03
2.64443e+00   1.20122e+00   3.92000e-03
2.64510e+00   1.20109e+00   3.88000e-03
2.64578e+00   1.20092e+00   3.78000e-03
2.64646e+00   1.20071e+00   3.63000e-03
2.64713e+00   1.20049e+00   3.56000e-03
2.64781e+00   1.20024e+00   3.54000e-03
2.64849e+00   1.20002e+00   3.50000e-03
2.64916e+00   1.19982e+00   3.50000e-03
2.64984e+00   1.19964e+00   3.47000e-03
2.65052e+00   1.19950e+00   3.37000e-03
2.65120e+00   1.19932e+00   3.25000e-03
2.65187e+00   1.19908e+00   3.07000e-03
2.65255e+00   1.19884e+00   2.91000e-03
2.65323e+00   1.19856e+00   2.78000e-03
2.65391e+00   1.19825e+00   2.65000e-03
2.65459e+00   1.19791e+00   2.54000e-03
2.65527e+00   1.19758e+00   2.44000e-03
2.65595e+00   1.19725e+00   2.34000e-03
2.65663e+00   1.19689e+00   2.27000e-03
2.65732e+00   1.19652e+00   2.20000e-03
2.65800e+00   1.19613e+00   2.13000e-03
2.65868e+00   1.19572e+00   2.06000e-03
2.65936e+00   1.19533e+00   2.09000e-03
2.66004e+00   1.19496e+00   2.22000e-03
2.66073e+00   1.19461e+00   2.25000e-03
2.66141e+00   1.19430e+00   2.22000e-03
2.66209e+00   1.19397e+00   2.30000e-03
2.66278e+00   1.19364e+00   2.38000e-03
2.66346e+00   1.19336e+00   2.43000e-03
2.66415e+00   1.19310e+00   2.52000e-03
2.66483e+00   1.19286e+00   2.58000e-03
2.66552e+00   1.19267e+00   2.61000e-03
2.66620e+00   1.19244e+00   2.57000e-03
2.66689e+00   1.19220e+00   2.46000e-03
2.66758e+00   1.19195e+00   2.41000e-03
2.66826e+00   1.19166e+00   2.39000e-03
2.66895e+00   1.19135e+00   2.29000e-03
2.66964e+00   1.19102e+00   2.17000e-03
2.67033e+00   1.19068e+00   2.15000e-03
2.67101e+00   1.19035e+00   2.18000e-03
2.67170e+00   1.19003e+00   2.14000e-03
2.67239e+00   1.18974e+00   2.08000e-03
2.67308e+00   1.18939e+00   2.00000e-03
2.67377e+00   1.18898e+00   1.85000e-03
2.67446e+00   1.18858e+00   1.82000e-03
2.67515e+00   1.18814e+00   1.89000e-03
2.67584e+00   1.18776e+00   1.93000e-03
2.67653e+00   1.18744e+00   2.04000e-03
2.67723e+00   1.18709e+00   2.06000e-03
2.67792e+00   1.18676e+00   1.94000e-03
2.67861e+00   1.18643e+00   1.99000e-03
2.67930e+00   1.18608e+00   2.10000e-03
2.68000e+00   1.18575e+00   2.05000e-03
2.68069e+00   1.18543e+00   1.98000e-03
2.68138e+00   1.18507e+00   1.99000e-03
2.68208e+00   1.18471e+00   1.95000e-03
2.68277e+00   1.18432e+00   1.92000e-03
2.68347e+00   1.18390e+00   1.89000e-03
2.68416e+00   1.18348e+00   1.89000e-03
2.68486e+00   1.18306e+00   1.92000e-03
2.68555e+00   1.18264e+00   1.95000e-03
2.68625e+00   1.18220e+00   1.99000e-03
2.68695e+00   1.18178e+00   2.06000e-03
2.68764e+00   1.18139e+00   2.16000e-03
2.68834e+00   1.18101e+00   2.25000e-03
2.68904e+00   1.18064e+00   2.31000e-03
2.68974e+00   1.18027e+00   2.37000e-03
2.69043e+00   1.17990e+00   2.46000e-03
2.69113e+00   1.17954e+00   2.56000e-03
2.69183e+00   1.17919e+00   2.65000e-03
2.69253e+00   1.17884e+00   2.72000e-03
2.69323e+00   1.17851e+00   2.75000e-03
2.69393e+00   1.17816e+00   2.80000e-03
2.69463e+00   1.17780e+00   2.87000e-03
2.69533e+00   1.17745e+00   2.95000e-03
2.69603e+00   1.17712e+00   3.02000e-03
2.69674e+00   1.17680e+00   3.07000e-03
2.69744e+00   1.17647e+00   3.10000e-03
2.69814e+00   1.17613e+00   3.12000e-03
2.69884e+00   1.17579e+00   3.14000e-03
2.69955e+00   1.17544e+00   3.16000e-03
2.70025e+00   1.17507e+00   3.17000e-03
2.70095e+00   1.17467e+00   3.16000e-03
2.70166e+00   1.17424e+00   3.14000e-03
2.70236e+00   1.17379e+00   3.18000e-03
2.70307e+00   1.17334e+00   3.30000e-03
2.70377e+00   1.17293e+00   3.47000e-03
2.70448e+00   1.17258e+00   3.64000e-03
2.70518e+00   1.17226e+00   3.75000e-03
2.70589e+00   1.17195e+00   3.82000e-03
2.70660e+00   1.17165e+00   3.89000e-03
2.70730e+00   1.17135e+00   3.98000e-03
2.70801e+00   1.17104e+00   4.03000e-03
