hudgins1993
80
pe
wavel  n  k
11.0477705599  1.1109  0.17418
11.0008580669  1.1102  0.16227
10.9543423013  1.1099  0.15048
10.9082182516  1.1098  0.13885
10.8625989854  1.1111  0.12461
10.8172426848  1.114  0.11324
10.7722635757  1.1171  0.10207
10.7276569724  1.1209  0.091102
10.6834182665  1.1256  0.080348
10.6396561263  1.1304  0.072344
10.596138767  1.1355  0.062011
10.5529759392  1.1415  0.054374
10.5101633279  1.1472  0.046898
10.4678062618  1.1532  0.039588
10.4256805363  1.1599  0.032461
10.3838925059  1.1665  0.027819
10.3424381264  1.1735  0.020992
10.3013134175  1.1805  0.01886
10.2606197414  1.1867  0.014489
10.2201418556  1.1926  0.012418
10.1799820832  1.1986  0.0081837
10.140136689  1.205  0.0062281
10.1006019959  1.2111  0.0042973
10.061475616  1.2163  0.004492
10.0225507392  1.2209  0.0025339
9.9840255591  1.2263  0.00064206
9.9453008454  1.2314  0.0008539
9.9078569305  1.2358  0.0010233
9.8697197  1.2396  0.0011681
9.8328416912  1.243  0.0012895
9.7952786757  1.2458  0.0013863
9.7580015613  1.249  0.0
9.721952168  1.2526  0.0
9.6852300242  1.2555  0.0
9.6497153334  1.259  0.0
9.6135358585  1.2623  0.0
9.5785440613  1.2645  6.2108e-05
9.5428953144  1.2665  0.00012922
9.5075109336  1.2693  0.0
9.4732853354  1.2718  0.0003109
9.4384143464  1.274  0.0
9.4046835324  1.2772  0.0
9.3703148426  1.2794  0.00056481
9.3361964336  1.2809  0.00061005
9.3031909945  1.2827  0.00066257
9.269558769  1.2844  0.00071514
9.2370219841  1.2862  0.00076693
9.2038656236  1.2879  0.00081724
9.1717875814  1.2896  0.00086701
9.1390970572  1.2912  0.00091493
9.1066387396  1.2929  0.0009622
9.0752336873  1.2945  0.0010085
9.0432266233  1.2962  0.0010548
9.0122566691  1.2979  0.0011035
8.9806915132  1.2998  0.0011593
8.9501476774  1.3012  0.0029683
8.9190153407  1.302  0.0029777
8.8880988357  1.303  0.0029958
8.8581805297  1.3041  0.0030171
8.8276836158  1.3053  0.0030377
8.7981699806  1.3064  0.0030596
8.7680841736  1.3076  0.0030813
8.7382034254  1.3088  0.0031035
8.7092840968  1.31  0.0031254
8.6798021005  1.3112  0.003149
8.6512674107  1.3125  0.0031731
8.6221762373  1.3138  0.0031996
8.5940185631  1.3154  0.0032318
8.5653104925  1.3165  0.00493
8.5367935803  1.317  0.0049272
8.5091899251  1.3179  0.0049321
8.4810448647  1.3188  0.0049397
8.4537999831  1.3199  0.0049499
8.4260195484  1.321  0.0049634
8.3991264908  1.3225  0.004984
8.3717036417  1.3234  0.0066273
8.344459279  1.3238  0.0066174
8.3180835136  1.3246  0.0066147
8.2911864688  1.3256  0.0066167
8.2651458798  1.3269  0.0066255
8.2385895535  1.3277  0.0082315
8.2122033342  1.3281  0.0082139
8.1866557511  1.3288  0.0082048
8.1606006202  1.3298  0.0082022
8.1353726001  1.3303  0.0097733
8.1096423648  1.3311  0.0081795
8.0847279489  1.3321  0.0097517
8.05931657  1.3327  0.009734
8.0340644332  1.3337  0.0097258
8.0096115338  1.3344  0.011269
7.9846694347  1.3346  0.011241
7.9605158414  1.3353  0.011219
7.9358781049  1.3363  0.011206
7.9120183559  1.337  0.012724
7.8876794447  1.3373  0.012693
7.8634898168  1.3382  0.01267
7.8400627205  1.3387  0.014168
7.8161638268  1.3389  0.014129
7.7930174564  1.3397  0.014101
7.7694040867  1.3401  0.01558
7.745933385  1.3402  0.015535
7.7232004943  1.3406  0.015498
7.7000077  1.3415  0.015467
7.6775431862  1.3421  0.016924
7.6546233925  1.3425  0.016882
7.6324225309  1.3427  0.018323
7.6097709459  1.3426  0.018271
7.5872534143  1.3429  0.018224
7.5654410652  1.3437  0.018181
7.5431847326  1.344  0.019604
7.5216246709  1.3441  0.019549
7.4996250187  1.3447  0.019502
7.4783128926  1.345  0.020909
7.4565655059  1.345  0.020851
7.4349442379  1.3455  0.020798
7.4139976275  1.3457  0.022189
7.3926221631  1.3456  0.022127
7.3719130114  1.3458  0.022068
7.3507791826  1.3465  0.022014
7.3297661805  1.3468  0.023388
7.3094072071  1.3469  0.023324
7.2886297376  1.3468  0.024684
7.2684983282  1.347  0.023198
7.2479524534  1.3477  0.024556
7.2280448139  1.348  0.024492
7.207726683  1.3482  0.025837
7.187522461  1.3483  0.025768
7.1679449502  1.3483  0.027101
7.1479628306  1.348  0.027026
7.128599943  1.348  0.026954
7.1088362835  1.3485  0.026884
7.089684509  1.3486  0.028202
7.0701357466  1.3485  0.028126
7.0506944934  1.3488  0.028053
7.0318543  1.3489  0.029358
7.0126227209  1.3487  0.029279
6.9939851728  1.349  0.029203
6.974959894  1.349  0.030496
6.9560378408  1.3487  0.030414
6.9376994589  1.3488  0.030334
6.9189787587  1.3492  0.030257
6.900835001  1.3494  0.031535
6.882312457  1.3493  0.031452
6.8643602416  1.349  0.03272
6.846032724  1.349  0.031287
6.8278028131  1.3494  0.032552
6.8101334786  1.3496  0.032468
6.7920940026  1.3495  0.033722
6.7746087663  1.3492  0.033634
6.7567567568  1.3492  0.033547
6.7394527564  1.3496  0.033462
6.7217853062  1.3497  0.034702
6.704210244  1.3495  0.034613
6.6871740003  1.3498  0.034526
6.6697792303  1.3499  0.035755
6.6529173042  1.3499  0.035664
6.6357000664  1.3499  0.036885
6.6185717122  1.3496  0.036792
6.6019673863  1.3498  0.036698
6.5850125115  1.3498  0.03791
6.5685759327  1.3498  0.037814
6.5517919151  1.3497  0.039018
6.5355205542  1.3496  0.03892
6.518904824  1.3493  0.040116
6.5023733663  1.3489  0.040016
6.4863462412  1.349  0.039917
6.4699792961  1.3489  0.041103
6.4541112689  1.3486  0.041002
6.4379063928  1.3488  0.0409
6.4221951063  1.349  0.042076
6.4061499039  1.3485  0.04325
6.3901846763  1.348  0.043144
6.3747051699  1.3482  0.043037
6.3588960956  1.3485  0.044201
6.3435676224  1.3475  0.046633
6.3279124217  1.3464  0.045253
6.3123343012  1.3466  0.045142
6.2972292191  1.3465  0.046294
6.2818016207  1.3464  0.046181
6.2668421382  1.3463  0.047326
6.2515628907  1.3457  0.04847
6.2367469128  1.3453  0.048353
6.2216138866  1.3448  0.04949
6.2065541212  1.3444  0.049371
6.1919504644  1.3441  0.050502
6.1770337884  1.344  0.05038
6.1625685586  1.3436  0.052752
6.1477929423  1.3428  0.052629
6.1334641806  1.3425  0.053747
6.1188276326  1.3421  0.054862
6.104260774  1.341  0.057222
6.0901339829  1.3394  0.058337
6.0757032627  1.3377  0.059451
6.0617081894  1.3365  0.059315
6.0474117078  1.3344  0.062916
6.0331825038  1.3316  0.061537
6.0193824114  1.3301  0.061396
6.0052846505  1.3282  0.062498
5.9916117436  1.326  0.062357
5.9776436129  1.3239  0.062213
5.9640961412  1.322  0.062068
5.950255861  1.3194  0.06316
5.9364796676  1.3165  0.061774
5.9231179293  1.3143  0.060389
5.9094669661  1.3121  0.060238
5.8962264151  1.309  0.060083
5.8826989823  1.3058  0.057466
5.8692334781  1.3035  0.054862
5.8561724057  1.3015  0.052272
5.8428279287  1.2997  0.049696
5.8298839853  1.2979  0.047132
5.8166589111  1.2964  0.043385
5.8038305281  1.2957  0.039681
5.7907232613  1.2956  0.036023
5.7776750636  1.2958  0.033579
5.7650178716  1.2955  0.031141
5.7520851309  1.2961  0.026416
5.7395396889  1.2975  0.02408
5.7267208796  1.2989  0.021764
5.7142857143  1.2999  0.0206
5.7015793375  1.3008  0.018301
5.6889293435  1.3023  0.016041
5.676657584  1.3038  0.014929
5.6641178137  1.3051  0.013816
5.6519527497  1.3062  0.012707
5.6395217686  1.3073  0.011605
5.6271453492  1.3085  0.010512
5.6151384132  1.3097  0.0094291
5.6028686688  1.3112  0.0083622
5.5909650006  1.3123  0.0083845
5.5788005579  1.3134  0.0073143
5.5669988309  1.3144  0.0073335
5.5549383402  1.3154  0.0062699
5.5429299928  1.3163  0.0062894
5.5312793849  1.3172  0.0052347
5.5193729992  1.3182  0.0052563
5.507821106  1.3192  0.0042143
5.4960153888  1.3203  0.0042453
5.4845609609  1.321  0.0042602
5.472854641  1.3219  0.0032277
5.4611981869  1.323  0.0032604
5.4498882773  1.3239  0.0032848
5.4383293452  1.3247  0.0033035
5.4271138608  1.3253  0.0033178
5.4156512321  1.3257  0.0033245
5.4045289953  1.3263  0.002303
5.3931614713  1.3273  0.0023308
5.3818416662  1.328  0.0023499
5.370857726  1.3284  0.0023621
5.3596312574  1.3293  0.001362
5.3487376979  1.33  0.0024045
5.3376034161  1.3304  0.0013957
5.3265153936  1.3313  0.0014224
5.3157559005  1.332  0.0014439
5.3047583683  1.3327  0.0014632
5.2940865054  1.3333  0.0014804
5.2831783601  1.3338  0.0014967
5.2725930613  1.3343  0.0015115
5.2617732176  1.3348  0.001525
5.2509976896  1.3352  0.0015361
5.2405408238  1.3355  0.0015426
5.2298519952  1.3361  0.00056511
5.219479096  1.337  0.00059456
5.2088759246  1.3379  0.00062144
5.1983157457  1.3382  0.0016178
5.1880674449  1.3385  0.00064158
5.1775913845  1.3393  0.0006659
5.1674245556  1.3401  0.00069046
5.1570316126  1.3405  0.0016794
5.146945288  1.3404  0.0016754
5.1366344771  1.3408  0.00071263
5.1263648947  1.3416  0.00073522
5.1163980558  1.3422  0.00075293
5.1062091503  1.3428  0.00077033
5.0963204566  1.3433  0.00078726
5.0862112812  1.3439  0.00080431
5.0763998172  1.3447  0.00082558
5.0663694397  1.345  0.0017911
5.0563786216  1.3454  0.00084782
5.0466818067  1.3461  0.0018172
5.0367684094  1.3463  0.0018213
5.0271465916  1.3466  0.0018284
5.0173097185  1.347  0.0018369
5.0075112669  1.3474  0.0018463
4.9980007997  1.3479  0.0018567
4.9882775478  1.3483  0.0018665
4.9788399303  1.3488  0.0018773
4.9691910157  1.3493  0.0018886
4.9598254141  1.3499  0.0019012
4.9502499876  1.3506  0.0019184
4.9407114625  1.3511  0.0028584
4.931452806  1.3513  0.0028593
4.9219865138  1.3516  0.0028642
4.9127978384  1.3521  0.0028722
4.9034029617  1.3528  0.0028847
4.8942834769  1.3532  0.0038116
4.8849592106  1.3533  0.00381
4.8756704047  1.3536  0.0038122
4.8666536889  1.3541  0.0038171
4.8574343032  1.3548  0.003826
4.8484848485  1.3552  0.0047424
4.8393341076  1.3553  0.0047393
4.8302178428  1.3557  0.0047404
4.8213683043  1.3563  0.0047464
4.812319538  1.3567  0.005654
4.8035354021  1.3569  0.0056496
4.7945533874  1.3575  0.0056515
4.7858339316  1.3578  0.0065514
4.7769179325  1.358  0.0065448
4.7680350927  1.3585  0.0065443
4.7594117367  1.3589  0.0074385
4.7505938242  1.3592  0.007432
4.7420333839  1.3594  0.0083193
4.7332796895  1.3595  0.0083076
4.7247814789  1.36  0.008302
4.7160913035  1.3603  0.0091851
4.7074330368  1.3606  0.0091745
4.6990273013  1.3609  0.010052
4.6904315197  1.3611  0.010039
4.6820863377  1.3613  0.010912
4.6735523672  1.3616  0.010898
4.6650494495  1.3619  0.011768
4.6567942628  1.3618  0.01263
4.6483521592  1.3618  0.012609
4.6401559092  1.3619  0.01347
4.6317739694  1.362  0.013448
4.6236360274  1.3621  0.014307
4.6153136106  1.3619  0.015159
4.6070211002  1.3618  0.015131
4.5989698308  1.3616  0.01598
4.590735895  1.3615  0.015951
4.5827413959  1.3615  0.016799
4.5745654163  1.361  0.017639
4.5666270892  1.3605  0.017602
4.558508456  1.3604  0.01757
4.5504186385  1.3601  0.018408
4.542563823  1.3596  0.018371
4.5345304494  1.3594  0.018337
4.5267303427  1.3591  0.01917
4.5187528242  1.3584  0.019129
4.5108033741  1.358  0.01909
4.503084613  1.3576  0.019052
4.4951901465  1.3572  0.019014
4.4875246814  1.3568  0.018976
4.4796846302  1.3562  0.018936
4.4720719109  1.3559  0.018041
4.4642857143  1.3559  0.01801
4.4565265832  1.3557  0.017976
4.4489923032  1.3552  0.017939
4.4412861965  1.355  0.017054
4.4338033165  1.355  0.017026
4.4261496924  1.3547  0.016992
4.4187176881  1.3546  0.016115
4.4111160124  1.3546  0.016087
4.4035404465  1.3546  0.015219
4.3961841122  1.3548  0.015197
4.3886597033  1.3547  0.01517
4.3813529618  1.3547  0.014309
4.3738791935  1.355  0.014289
4.3664308794  1.3549  0.014264
4.3591979076  1.355  0.013412
4.3517994691  1.3553  0.013394
4.3446148499  1.3553  0.013372
4.3372657876  1.3555  0.012528
4.3301290378  1.3558  0.012514
4.3228288592  1.356  0.012496
4.3155532539  1.3559  0.012475
4.3084877208  1.3561  0.01164
4.3012602693  1.3565  0.011628
4.2942414223  1.3567  0.011612
4.2870616479  1.3567  0.011593
4.2800890259  1.3568  0.010767
4.2729564586  1.3572  0.010756
4.2658476239  1.3574  0.010742
4.2589437819  1.3575  0.010726
4.2518814575  1.3577  0.0099086
4.2450227109  1.3581  0.0099002
4.2380064418  1.3583  0.0098888
4.2310133277  1.3584  0.0098737
4.2242216872  1.3586  0.0090654
4.2172739541  1.3591  0.0090589
4.2105263158  1.3594  0.0090494
4.2036235235  1.3594  0.0090365
4.1969194611  1.3597  0.0082374
4.1900611749  1.3603  0.0082331
4.1832252667  1.3606  0.0082261
4.1765860586  1.3609  0.0082176
4.1697940122  1.3609  0.0082062
4.1631973356  1.3613  0.0074172
4.1564487302  1.3618  0.0074145
4.1498941777  1.3622  0.0074095
4.1431885979  1.3625  0.0074034
4.1365046536  1.3628  0.0073966
4.130012803  1.363  0.0073884
4.1233712683  1.3631  0.0073788
4.1169205434  1.3634  0.0066015
4.1103210161  1.364  0.0065997
4.1037426133  1.3644  0.0065961
4.0973531099  1.3648  0.0065914
4.0908161178  1.3651  0.0065862
4.0844667729  1.3653  0.0065802
4.0779708017  1.3656  0.0065732
4.0716612378  1.3657  0.0065649
4.0652059027  1.366  0.0058001
4.0587710041  1.3665  0.0057994
4.0525206679  1.3669  0.0057963
4.0461258345  1.3673  0.0057923
4.0399143538  1.3675  0.0057871
4.0335592126  1.3677  0.0057806
4.0273862263  1.368  0.0050269
4.0210704089  1.3686  0.005027
4.0147743697  1.3691  0.0050257
4.0086587028  1.3695  0.0050234
4.0024014409  1.3699  0.0050203
3.9963233825  1.3702  0.0050169
3.9901045407  1.3705  0.005013
3.9839050237  1.3706  0.0050073
3.9778829707  1.371  0.0042659
3.971721344  1.3716  0.0042666
3.9657360406  1.3721  0.0042656
3.959611958  1.3725  0.0042639
3.9536630688  1.3729  0.0042617
3.9475761882  1.3732  0.0042588
3.941508021  1.3734  0.0042546
3.9356133653  1.3738  0.0035242
3.9295818925  1.3745  0.0035255
3.9237228282  1.375  0.0035251
3.9177277179  1.3755  0.0035247
3.9119039236  1.3759  0.0035235
3.9059448481  1.3764  0.0035219
3.9000039  1.3767  0.0035197
3.8942326415  1.377  0.0035168
3.8883272416  1.3775  0.0027982
3.8825904644  1.3783  0.0028006
3.8767202946  1.3787  0.0035135
3.8708678486  1.379  0.0027969
3.8651824366  1.3796  0.0027973
3.8593647486  1.3802  0.0027964
3.8537130525  1.3807  0.0027956
3.8479298138  1.3812  0.0027939
3.8423115346  1.3816  0.0027921
3.8365624401  1.3821  0.0027904
3.8308305241  1.3826  0.0027882
3.8252620304  1.383  0.0027857
3.8195638058  1.3833  0.0027827
3.814027995  1.3838  0.00208
3.8083631655  1.3846  0.0020798
3.8028597505  1.3852  0.0020787
3.7972280235  1.3858  0.0020771
3.7916129521  1.3864  0.0020755
3.7861578071  1.387  0.002073
3.7805754036  1.3876  0.0020709
3.7751519499  1.3881  0.0020683
3.76960193  1.3887  0.0020653
3.7640682049  1.3893  0.0020621
3.7586919752  1.3899  0.002059
3.7531902117  1.3905  0.0020555
3.7478449891  1.3911  0.0020517
3.7423749111  1.3917  0.0020474
3.7370604283  1.3923  0.0020431
3.7316217628  1.3929  0.0020384
3.7261989045  1.3935  0.0020334
3.7209302326  1.3941  0.0020283
3.7155383815  1.3947  0.0020227
3.7102997922  1.3954  0.0020168
3.7049386833  1.396  0.0020105
3.6997299197  1.3966  0.0020041
3.6943992907  1.3973  0.0019975
3.6890840004  1.398  0.0019903
3.6839196906  1.3986  0.001983
3.6786344909  1.3993  0.0019748
3.6734993755  1.4  0.0019667
3.6682440116  1.4007  0.0019581
3.663003663  1.4014  0.0019488
3.6579120638  1.4021  0.0019393
3.6527011725  1.4028  0.0019293
3.6476381543  1.4036  0.001919
3.6424564726  1.4043  0.0019081
3.6374217954  1.4051  0.0018964
3.6322690785  1.4059  0.0018846
3.6271309394  1.4067  0.0018715
3.6221385106  1.4076  0.0018581
3.6170289724  1.4085  0.001843
3.6120642947  1.4092  0.0024877
3.6069831193  1.4099  0.0018172
3.6020459621  1.411  0.0017984
3.5969929139  1.4118  0.0024362
3.591954023  1.4124  0.0024223
3.5870578951  1.4134  0.0017505
3.5820467815  1.4144  0.0023809
3.5771776069  1.4152  0.0023631
3.5721940416  1.416  0.0023431
3.5672243427  1.417  0.0023217
3.5623953546  1.4179  0.0022992
3.5574528637  1.4189  0.0022748
3.5526502771  1.4201  0.0022477
3.5477347713  1.4211  0.002867
3.5429583702  1.4218  0.0028441
3.5380696292  1.4227  0.0028186
3.533194361  1.4237  0.0027912
3.5284570058  1.4247  0.0027621
3.5236081748  1.4257  0.0027319
3.5188964741  1.4268  0.0026999
3.5140738658  1.4279  0.0026667
3.5093876119  1.4291  0.0026316
3.5045910142  1.4302  0.0025949
3.4998075106  1.4315  0.0025563
3.4951592045  1.4327  0.0025153
3.4904013962  1.4341  0.0024717
3.4857780257  1.4355  0.0024233
3.4810457061  1.4368  0.0030085
3.4763262185  1.438  0.0029656
3.4717400361  1.4393  0.0029179
3.4670457303  1.4406  0.0028665
3.462483986  1.4421  0.0028118
3.4578146611  1.4436  0.0027525
3.45327716  1.4453  0.0026872
3.4486326172  1.4468  0.0032485
3.444000551  1.4482  0.0031887
3.4394992089  1.4498  0.0031215
3.4348916292  1.4515  0.0030486
3.430414051  1.4533  0.0029695
3.425830764  1.4553  0.0028807
3.421376762  1.4572  0.0034114
3.4168175761  1.4591  0.0033207
3.4122705248  1.461  0.0038445
3.4078516903  1.463  0.0037457
3.4033284552  1.465  0.004259
3.3989327351  1.4671  0.0041503
3.3944331297  1.4692  0.0046514
3.3899454219  1.4714  0.0045302
3.3855841826  1.4736  0.0050157
3.3811198269  1.476  0.0048772
3.3767812521  1.4787  0.005337
3.3723400668  1.4812  0.0057948
3.3680239803  1.4838  0.0062461
3.3636057854  1.4865  0.0066879
3.3591991669  1.4893  0.0071145
3.3549166303  1.492  0.0081546
3.3505327347  1.4947  0.0085824
3.3462722527  1.4975  0.0089899
3.3419109047  1.5007  0.0093741
3.3376723073  1.5038  0.010364
3.3333333333  1.5071  0.010728
3.329005626  1.5106  0.011682
3.3247996808  1.514  0.01263
3.3204940895  1.5176  0.013566
3.3163096107  1.5213  0.014484
3.3120259663  1.5252  0.015373
3.3077533739  1.5292  0.01687
3.303600925  1.5333  0.017727
3.299350028  1.5378  0.019167
3.2952186378  1.5425  0.020582
3.2909892714  1.5473  0.022601
3.2868787799  1.552  0.024617
3.2826707809  1.557  0.026611
3.2784735427  1.5624  0.028555
3.2743942371  1.5679  0.031757
3.2702181235  1.5735  0.034322
3.2661593233  1.5794  0.037488
3.2620041754  1.5854  0.041304
3.2579657262  1.5915  0.04512
3.2538313865  1.598  0.049586
3.2497075263  1.6044  0.054744
3.2456994482  1.6108  0.060644
3.241596162  1.617  0.066619
3.2376080552  1.6233  0.073351
3.2335251892  1.6294  0.080916
3.2294526078  1.6352  0.088627
3.225494307  1.6409  0.097223
3.2214419174  1.6462  0.10601
3.2175032175  1.6512  0.11576
3.2134708699  1.6557  0.12579
3.2095516256  1.6597  0.13607
3.2055391717  1.6636  0.1466
3.2015367376  1.667  0.15824
3.1976465322  1.6694  0.17028
3.1936637711  1.6713  0.1818
3.1897926635  1.673  0.19359
3.1858294307  1.674  0.20665
3.1819772807  1.674  0.21923
3.1780334329  1.6737  0.23118
3.1740993493  1.673  0.24441
3.1702754969  1.6715  0.25706
3.1663605851  1.6693  0.27007
3.1625553447  1.6666  0.2824
3.1586594649  1.6637  0.295
3.1547731718  1.6599  0.30798
3.1509957146  1.6557  0.32018
3.1471282455  1.651  0.33266
3.143369063  1.6456  0.34549
3.1395202813  1.6394  0.3575
3.1357792411  1.6331  0.36854
3.1319490119  1.6263  0.38104
3.1281281281  1.6191  0.39135
3.1244141723  1.6116  0.40309
3.1206116399  1.6036  0.41382
3.1169155004  1.5954  0.42474
3.1131311873  1.5863  0.43595
3.1093560524  1.5767  0.44604
3.105686512  1.5667  0.45633
3.1019294001  1.5564  0.4654
3.0982773578  1.5463  0.47455
3.0945381402  1.5351  0.48539
3.0909034711  1.5231  0.49357
3.0871820203  1.5115  0.50179
3.0834695199  1.4988  0.51174
3.0798607903  1.4853  0.5189
3.0761658669  1.4719  0.52609
3.0725742027  1.4581  0.53339
3.0688967316  1.4432  0.54091
3.0653220121  1.4274  0.54704
3.0616618701  1.4113  0.55165
3.0580104584  1.3949  0.55632
3.0544610403  1.3778  0.55948
3.0508267741  1.3607  0.56102
3.0472940029  1.3437  0.56254
3.0436767615  1.3265  0.56246
3.0400680975  1.3089  0.5624
3.0365601846  1.2915  0.55907
3.0329683661  1.2752  0.55559
3.0294768094  1.2589  0.55212
3.0259017187  1.2426  0.54703
3.0224264039  1.2272  0.54027
3.0188679245  1.2126  0.53345
3.0153178145  1.1992  0.52498
3.011866755  1.1863  0.51804
3.0083330826  1.1737  0.50961
3.0048979837  1.1623  0.49959
3.0013806351  1.1522  0.49103
2.9979613863  1.1423  0.48251
2.9944602485  1.1327  0.47403
2.9909672788  1.1239  0.46412
2.9875717017  1.1161  0.45564
2.9840947749  1.1083  0.44722
2.9807147754  1.1009  0.43885
2.9772537811  1.0938  0.43052
2.9738008148  1.0869  0.42224
2.9704440814  1.0802  0.41401
2.9670068835  1.0738  0.40583
2.9636654614  1.0676  0.39771
2.9602439241  1.0615  0.38964
2.956917709  1.0563  0.38031
2.9535117254  1.0508  0.3749
2.9501135794  1.0443  0.36702
2.9468100781  1.0379  0.35919
2.9434273268  1.0316  0.35017
2.9401387746  1.0257  0.34121
2.9367713136  1.0205  0.33111
2.9334976092  1.0149  0.3235
2.9301453352  1.0107  0.31005
2.9268007141  1.0071  0.30375
2.9235491887  1.0019  0.29404
2.9202196005  0.9975  0.2833
2.9169826731  0.9938  0.27271
2.9136680167  0.9905  0.26226
2.9103608847  0.9875  0.25088
2.9071457643  0.9853  0.2397
2.9038534135  0.9835  0.22872
2.9006526468  0.9821  0.21692
2.8973749783  0.9815  0.20538
2.8941884696  0.9819  0.19315
2.8909253852  0.9831  0.18223
2.8876696506  0.9845  0.17156
2.8845044421  0.9863  0.16115
2.8812631458  0.9887  0.15014
2.8781119586  0.9918  0.14036
2.8748850046  0.9952  0.13085
2.8717477457  0.9991  0.12162
2.8685350392  1.0031  0.11347
2.8653295129  1.0073  0.10474
2.8622130631  1.012  0.097081
2.8590216428  1.0169  0.089642
2.8559188919  1.0219  0.083169
2.8527414846  1.0268  0.076836
2.8495711395  1.0319  0.07068
2.846488856  1.0371  0.065403
2.8433323856  1.0423  0.060239
2.8402635765  1.0473  0.055878
2.8371208897  1.0522  0.051567
2.8340654669  1.057  0.047338
2.8309364738  1.0621  0.043222
2.8278143823  1.0669  0.040485
2.824778961  1.0713  0.037068
2.8216704289  1.0759  0.033733
2.8186481763  1.0805  0.031092
2.8155531154  1.0848  0.028459
2.812543946  1.0892  0.025862
2.8094622689  1.0933  0.023901
2.8063873376  1.0974  0.021333
2.803397718  1.1017  0.019436
2.8003360403  1.1055  0.018118
2.7973592928  1.1093  0.016181
2.7943107832  1.1129  0.014856
2.7912689108  1.1165  0.012944
2.7883113986  1.1203  0.011662
2.7852825669  1.1237  0.010929
2.7823377202  1.1269  0.0095831
2.7793218455  1.1302  0.0082717
2.776389583  1.1335  0.007537
2.7733865824  1.1365  0.0067723
2.7703900709  1.1394  0.0059915
2.7674766148  1.1421  0.0051954
2.7644928538  1.145  0.0038596
2.7615917815  1.1481  0.0031234
2.7586206897  1.151  0.0029178
2.7557319224  1.1535  0.0026626
2.7527734192  1.1559  0.0018468
2.7498212616  1.1586  0.0010651
