mastrapa2008Ia
97.5
ne
wavel, n, k
1.211200 1.289860 1.854465E-05
1.211341 1.289861 1.846591E-05
1.211483 1.289860 1.750694E-05
1.211624 1.289860 1.813030E-05
1.211766 1.289860 1.752316E-05
1.211907 1.289860 1.734303E-05
1.212049 1.289859 1.727990E-05
1.212191 1.289860 1.932088E-05
1.212332 1.289860 1.862546E-05
1.212474 1.289861 1.764602E-05
1.212616 1.289860 1.731477E-05
1.212758 1.289859 1.712564E-05
1.212900 1.289860 1.880729E-05
1.213042 1.289860 1.862539E-05
1.213184 1.289860 1.736613E-05
1.213325 1.289860 1.730362E-05
1.213468 1.289860 1.790025E-05
1.213609 1.289860 1.798687E-05
1.213752 1.289860 1.664857E-05
1.213894 1.289859 1.829522E-05
1.214036 1.289860 1.897187E-05
1.214178 1.289860 1.803842E-05
1.214320 1.289860 1.754533E-05
1.214462 1.289860 1.755109E-05
1.214605 1.289860 1.720762E-05
1.214747 1.289860 1.719333E-05
1.214889 1.289860 1.714857E-05
1.215032 1.289860 1.748536E-05
1.215174 1.289859 1.619426E-05
1.215316 1.289859 1.768617E-05
1.215459 1.289859 1.742476E-05
1.215601 1.289859 1.641311E-05
1.215744 1.289859 1.742610E-05
1.215886 1.289859 1.772100E-05
1.216029 1.289859 1.707557E-05
1.216172 1.289859 1.818923E-05
1.216314 1.289859 1.729847E-05
1.216457 1.289859 1.828943E-05
1.216600 1.289860 1.755555E-05
1.216742 1.289859 1.600738E-05
1.216885 1.289859 1.739929E-05
1.217028 1.289859 1.693962E-05
1.217171 1.289858 1.682815E-05
1.217314 1.289858 1.769581E-05
1.217457 1.289858 1.726093E-05
1.217600 1.289858 1.780853E-05
1.217743 1.289858 1.781593E-05
1.217886 1.289859 1.798741E-05
1.218029 1.289859 1.788482E-05
1.218172 1.289859 1.783597E-05
1.218315 1.289859 1.645377E-05
1.218458 1.289858 1.734544E-05
1.218602 1.289858 1.722735E-05
1.218745 1.289859 1.736393E-05
1.218888 1.289858 1.692439E-05
1.219031 1.289858 1.691209E-05
1.219175 1.289858 1.727980E-05
1.219318 1.289859 1.833827E-05
1.219461 1.289859 1.672950E-05
1.219605 1.289858 1.657050E-05
1.219748 1.289858 1.665953E-05
1.219892 1.289858 1.666152E-05
1.220035 1.289858 1.770942E-05
1.220179 1.289858 1.650600E-05
1.220322 1.289858 1.664312E-05
1.220466 1.289858 1.613836E-05
1.220610 1.289857 1.649975E-05
1.220753 1.289857 1.670476E-05
1.220897 1.289857 1.678692E-05
1.221041 1.289857 1.746070E-05
1.221185 1.289857 1.738342E-05
1.221329 1.289857 1.769205E-05
1.221472 1.289858 1.764823E-05
1.221616 1.289858 1.726150E-05
1.221760 1.289858 1.719109E-05
1.221904 1.289857 1.601995E-05
1.222048 1.289857 1.661639E-05
1.222192 1.289857 1.769928E-05
1.222336 1.289857 1.661256E-05
1.222481 1.289857 1.721241E-05
1.222625 1.289857 1.642886E-05
1.222769 1.289857 1.744079E-05
1.222913 1.289857 1.765165E-05
1.223057 1.289857 1.635147E-05
1.223202 1.289857 1.720346E-05
1.223346 1.289856 1.623276E-05
1.223490 1.289856 1.801970E-05
1.223635 1.289857 1.678205E-05
1.223779 1.289857 1.734915E-05
1.223923 1.289857 1.693830E-05
1.224068 1.289857 1.732951E-05
1.224212 1.289857 1.735234E-05
1.224357 1.289857 1.646704E-05
1.224502 1.289857 1.723422E-05
1.224646 1.289857 1.747274E-05
1.224791 1.289857 1.635417E-05
1.224936 1.289857 1.514369E-05
1.225080 1.289856 1.655878E-05
1.225225 1.289856 1.580776E-05
1.225370 1.289856 1.669367E-05
1.225515 1.289856 1.605069E-05
1.225660 1.289855 1.522532E-05
1.225804 1.289855 1.664719E-05
1.225949 1.289855 1.661639E-05
1.226094 1.289855 1.669125E-05
1.226239 1.289855 1.777108E-05
1.226384 1.289856 1.681060E-05
1.226529 1.289856 1.677812E-05
1.226675 1.289856 1.722217E-05
1.226820 1.289856 1.493189E-05
1.226965 1.289855 1.597310E-05
1.227110 1.289855 1.631892E-05
1.227255 1.289854 1.678305E-05
1.227401 1.289855 1.684819E-05
1.227546 1.289855 1.698958E-05
1.227691 1.289855 1.712938E-05
1.227837 1.289855 1.738871E-05
1.227982 1.289855 1.676052E-05
1.228127 1.289855 1.693673E-05
1.228273 1.289855 1.715758E-05
1.228418 1.289855 1.697342E-05
1.228564 1.289855 1.683290E-05
1.228710 1.289855 1.663614E-05
1.228855 1.289855 1.780329E-05
1.229001 1.289855 1.628045E-05
1.229147 1.289855 1.602638E-05
1.229292 1.289855 1.670451E-05
1.229438 1.289855 1.631472E-05
1.229584 1.289854 1.595877E-05
1.229730 1.289854 1.546847E-05
1.229875 1.289853 1.613711E-05
1.230021 1.289853 1.643765E-05
1.230167 1.289853 1.685912E-05
1.230313 1.289853 1.726459E-05
1.230459 1.289854 1.743627E-05
1.230605 1.289854 1.676498E-05
1.230751 1.289854 1.689159E-05
1.230897 1.289854 1.634674E-05
1.231044 1.289853 1.673087E-05
1.231190 1.289854 1.758368E-05
1.231336 1.289854 1.609508E-05
1.231482 1.289853 1.622304E-05
1.231628 1.289853 1.776217E-05
1.231775 1.289854 1.654536E-05
1.231921 1.289854 1.703708E-05
1.232067 1.289853 1.592318E-05
1.232214 1.289853 1.710432E-05
1.232360 1.289854 1.700970E-05
1.232507 1.289853 1.624207E-05
1.232653 1.289853 1.661995E-05
1.232800 1.289853 1.607938E-05
1.232946 1.289853 1.618504E-05
1.233093 1.289853 1.651317E-05
1.233240 1.289853 1.542299E-05
1.233386 1.289852 1.633859E-05
1.233533 1.289852 1.668136E-05
1.233680 1.289853 1.667888E-05
1.233827 1.289853 1.600525E-05
1.233974 1.289852 1.595353E-05
1.234120 1.289852 1.623450E-05
1.234267 1.289852 1.582757E-05
1.234414 1.289852 1.605109E-05
1.234561 1.289851 1.654439E-05
1.234708 1.289852 1.746157E-05
1.234855 1.289852 1.738951E-05
1.235002 1.289852 1.601306E-05
1.235149 1.289852 1.624220E-05
1.235297 1.289852 1.747009E-05
1.235444 1.289852 1.727785E-05
1.235591 1.289852 1.592868E-05
1.235738 1.289852 1.583919E-05
1.235886 1.289852 1.562840E-05
1.236033 1.289851 1.535294E-05
1.236180 1.289851 1.564232E-05
1.236328 1.289851 1.492514E-05
1.236475 1.289850 1.683591E-05
1.236623 1.289851 1.687880E-05
1.236770 1.289851 1.550019E-05
1.236918 1.289850 1.438991E-05
1.237065 1.289849 1.553647E-05
1.237213 1.289849 1.672703E-05
1.237360 1.289850 1.653071E-05
1.237508 1.289850 1.750619E-05
1.237656 1.289850 1.658768E-05
1.237804 1.289850 1.716012E-05
1.237951 1.289850 1.688794E-05
1.238099 1.289850 1.703606E-05
1.238247 1.289850 1.658203E-05
1.238395 1.289850 1.711538E-05
1.238543 1.289850 1.589185E-05
1.238691 1.289849 1.593683E-05
1.238839 1.289849 1.674203E-05
1.238987 1.289849 1.848398E-05
1.239135 1.289850 1.771623E-05
1.239283 1.289850 1.633744E-05
1.239431 1.289849 1.628036E-05
1.239579 1.289849 1.621872E-05
1.239727 1.289849 1.744191E-05
1.239876 1.289849 1.698256E-05
1.240024 1.289848 1.648727E-05
1.240172 1.289849 1.853866E-05
1.240321 1.289850 1.855430E-05
1.240469 1.289850 1.667325E-05
1.240617 1.289849 1.629051E-05
1.240766 1.289849 1.743730E-05
1.240914 1.289849 1.845833E-05
1.241063 1.289850 1.696128E-05
1.241211 1.289849 1.671414E-05
1.241360 1.289849 1.707001E-05
1.241509 1.289849 1.619760E-05
1.241657 1.289848 1.677610E-05
1.241806 1.289848 1.712280E-05
1.241955 1.289848 1.796131E-05
1.242103 1.289849 1.803172E-05
1.242252 1.289849 1.707638E-05
1.242401 1.289848 1.673823E-05
1.242550 1.289848 1.724851E-05
1.242699 1.289848 1.802443E-05
1.242848 1.289849 1.808332E-05
1.242997 1.289849 1.632643E-05
1.243146 1.289848 1.723350E-05
1.243295 1.289848 1.678190E-05
1.243444 1.289848 1.690409E-05
1.243593 1.289848 1.650007E-05
1.243742 1.289847 1.738219E-05
1.243892 1.289848 1.729381E-05
1.244041 1.289848 1.742094E-05
1.244190 1.289848 1.658651E-05
1.244339 1.289847 1.719166E-05
1.244489 1.289847 1.775733E-05
1.244638 1.289847 1.666773E-05
1.244788 1.289847 1.682354E-05
1.244937 1.289847 1.819921E-05
1.245086 1.289847 1.804190E-05
1.245236 1.289847 1.753131E-05
1.245386 1.289847 1.709245E-05
1.245535 1.289847 1.720632E-05
1.245685 1.289847 1.783863E-05
1.245834 1.289847 1.736916E-05
1.245984 1.289847 1.606858E-05
1.246134 1.289846 1.720446E-05
1.246284 1.289846 1.694109E-05
1.246433 1.289846 1.769835E-05
1.246583 1.289846 1.720503E-05
1.246733 1.289846 1.833045E-05
1.246883 1.289846 1.792076E-05
1.247033 1.289846 1.802716E-05
1.247183 1.289846 1.761461E-05
1.247333 1.289846 1.733733E-05
1.247483 1.289846 1.883011E-05
1.247633 1.289846 1.773840E-05
1.247783 1.289846 1.708699E-05
1.247934 1.289846 1.761073E-05
1.248084 1.289846 1.785176E-05
1.248234 1.289845 1.767358E-05
1.248384 1.289845 1.803630E-05
1.248535 1.289845 1.748371E-05
1.248685 1.289845 1.814193E-05
1.248835 1.289845 1.897532E-05
1.248986 1.289845 1.882754E-05
1.249136 1.289845 1.839466E-05
1.249287 1.289845 1.877771E-05
1.249437 1.289846 1.899171E-05
1.249588 1.289846 1.769807E-05
1.249738 1.289845 1.842387E-05
1.249889 1.289846 1.885969E-05
1.250040 1.289846 1.754563E-05
1.250190 1.289845 1.848966E-05
1.250341 1.289845 1.765849E-05
1.250492 1.289845 1.806186E-05
1.250643 1.289845 1.871787E-05
1.250794 1.289845 1.806160E-05
1.250945 1.289845 1.781899E-05
1.251096 1.289844 1.862271E-05
1.251247 1.289845 1.950530E-05
1.251398 1.289845 1.848870E-05
1.251549 1.289845 1.779828E-05
1.251700 1.289844 1.798281E-05
1.251851 1.289844 1.889206E-05
1.252002 1.289844 1.870618E-05
1.252153 1.289844 1.960769E-05
1.252304 1.289845 1.949542E-05
1.252456 1.289845 1.969509E-05
1.252607 1.289845 1.838044E-05
1.252758 1.289845 1.909327E-05
1.252910 1.289845 1.918092E-05
1.253061 1.289845 1.954629E-05
1.253212 1.289845 1.876391E-05
1.253364 1.289845 1.795042E-05
1.253515 1.289845 1.888397E-05
1.253667 1.289845 1.902599E-05
1.253819 1.289845 1.850190E-05
1.253970 1.289845 1.799695E-05
1.254122 1.289845 1.832578E-05
1.254274 1.289844 1.830830E-05
1.254425 1.289844 1.829003E-05
1.254577 1.289844 1.870936E-05
1.254729 1.289844 1.876558E-05
1.254881 1.289845 1.874987E-05
1.255033 1.289845 1.862658E-05
1.255185 1.289845 1.808284E-05
1.255337 1.289844 1.820075E-05
1.255489 1.289844 1.822871E-05
1.255641 1.289844 1.875043E-05
1.255793 1.289844 1.761117E-05
1.255945 1.289844 1.774243E-05
1.256097 1.289844 1.821780E-05
1.256249 1.289844 1.843847E-05
1.256401 1.289844 1.801861E-05
1.256554 1.289844 1.811412E-05
1.256706 1.289844 1.806913E-05
1.256858 1.289844 1.719564E-05
1.257011 1.289844 1.786822E-05
1.257163 1.289843 1.734704E-05
1.257315 1.289843 1.806157E-05
1.257468 1.289843 1.805551E-05
1.257620 1.289843 1.777625E-05
1.257773 1.289843 1.744573E-05
1.257925 1.289843 1.841913E-05
1.258078 1.289843 1.894841E-05
1.258231 1.289844 1.842021E-05
1.258383 1.289843 1.723421E-05
1.258536 1.289843 1.784877E-05
1.258689 1.289843 1.832914E-05
1.258842 1.289843 1.738065E-05
1.258995 1.289843 1.761510E-05
1.259147 1.289843 1.825965E-05
1.259300 1.289843 1.782488E-05
1.259453 1.289843 1.836754E-05
1.259606 1.289843 1.750083E-05
1.259759 1.289843 1.792534E-05
1.259913 1.289843 1.795954E-05
1.260066 1.289843 1.843889E-05
1.260219 1.289843 1.708831E-05
1.260372 1.289842 1.750023E-05
1.260525 1.289842 1.799775E-05
1.260678 1.289843 1.821886E-05
1.260832 1.289843 1.735582E-05
1.260985 1.289842 1.665681E-05
1.261138 1.289842 1.787092E-05
1.261292 1.289842 1.729087E-05
1.261445 1.289843 1.772109E-05
1.261599 1.289843 1.680134E-05
1.261752 1.289842 1.664316E-05
1.261906 1.289842 1.630565E-05
1.262059 1.289841 1.612442E-05
1.262213 1.289841 1.699486E-05
1.262367 1.289841 1.700248E-05
1.262520 1.289841 1.708616E-05
1.262674 1.289841 1.658936E-05
1.262828 1.289841 1.708208E-05
1.262982 1.289841 1.767722E-05
1.263136 1.289841 1.762874E-05
1.263289 1.289841 1.757426E-05
1.263443 1.289841 1.785940E-05
1.263597 1.289841 1.827670E-05
1.263751 1.289842 1.787643E-05
1.263905 1.289842 1.714757E-05
1.264059 1.289841 1.616431E-05
1.264214 1.289841 1.804897E-05
1.264368 1.289841 1.697736E-05
1.264522 1.289841 1.661114E-05
1.264676 1.289841 1.688082E-05
1.264830 1.289841 1.701745E-05
1.264985 1.289841 1.666160E-05
1.265139 1.289841 1.687062E-05
1.265293 1.289841 1.662580E-05
1.265448 1.289841 1.621947E-05
1.265602 1.289840 1.662573E-05
1.265757 1.289841 1.751440E-05
1.265911 1.289841 1.559578E-05
1.266066 1.289840 1.607758E-05
1.266221 1.289840 1.695287E-05
1.266375 1.289840 1.561172E-05
1.266530 1.289840 1.675262E-05
1.266685 1.289840 1.573271E-05
1.266839 1.289840 1.620538E-05
1.266994 1.289840 1.668004E-05
1.267149 1.289840 1.557344E-05
1.267304 1.289839 1.477166E-05
1.267459 1.289839 1.606344E-05
1.267614 1.289839 1.527398E-05
1.267769 1.289839 1.541069E-05
1.267924 1.289839 1.579041E-05
1.268079 1.289839 1.602737E-05
1.268234 1.289839 1.646074E-05
1.268389 1.289839 1.598176E-05
1.268544 1.289839 1.534033E-05
1.268699 1.289839 1.654892E-05
1.268855 1.289839 1.551974E-05
1.269010 1.289839 1.591606E-05
1.269165 1.289838 1.492722E-05
1.269321 1.289838 1.602911E-05
1.269476 1.289838 1.590831E-05
1.269631 1.289838 1.488918E-05
1.269787 1.289838 1.550899E-05
1.269942 1.289838 1.488156E-05
1.270098 1.289838 1.537777E-05
1.270254 1.289838 1.497523E-05
1.270409 1.289837 1.505042E-05
1.270565 1.289837 1.502361E-05
1.270721 1.289837 1.471784E-05
1.270876 1.289837 1.516761E-05
1.271032 1.289837 1.452007E-05
1.271188 1.289836 1.574355E-05
1.271344 1.289837 1.607395E-05
1.271500 1.289837 1.445184E-05
1.271656 1.289837 1.446149E-05
1.271812 1.289836 1.535583E-05
1.271968 1.289837 1.510830E-05
1.272124 1.289837 1.411281E-05
1.272280 1.289836 1.421692E-05
1.272436 1.289836 1.450184E-05
1.272592 1.289836 1.539017E-05
1.272748 1.289836 1.489670E-05
1.272904 1.289836 1.408049E-05
1.273061 1.289835 1.429579E-05
1.273217 1.289835 1.426842E-05
1.273373 1.289835 1.438299E-05
1.273530 1.289835 1.474955E-05
1.273686 1.289835 1.483849E-05
1.273843 1.289835 1.442145E-05
1.273999 1.289834 1.458411E-05
1.274156 1.289834 1.470413E-05
1.274312 1.289834 1.435400E-05
1.274469 1.289834 1.523786E-05
1.274626 1.289834 1.545322E-05
1.274782 1.289834 1.473815E-05
1.274939 1.289834 1.386055E-05
1.275096 1.289833 1.488959E-05
1.275253 1.289834 1.530824E-05
1.275410 1.289834 1.577075E-05
1.275566 1.289834 1.412652E-05
1.275723 1.289834 1.498171E-05
1.275880 1.289834 1.498062E-05
1.276037 1.289833 1.356002E-05
1.276194 1.289833 1.546398E-05
1.276352 1.289834 1.449282E-05
1.276509 1.289833 1.440922E-05
1.276666 1.289833 1.323174E-05
1.276823 1.289832 1.374491E-05
1.276980 1.289832 1.492213E-05
1.277138 1.289833 1.469026E-05
1.277295 1.289832 1.362797E-05
1.277452 1.289832 1.366453E-05
1.277610 1.289831 1.445403E-05
1.277767 1.289832 1.460324E-05
1.277925 1.289831 1.414847E-05
1.278082 1.289831 1.397062E-05
1.278240 1.289831 1.540733E-05
1.278397 1.289831 1.550395E-05
1.278555 1.289831 1.597452E-05
1.278712 1.289832 1.492388E-05
1.278870 1.289831 1.415140E-05
1.279028 1.289831 1.524778E-05
1.279186 1.289831 1.413734E-05
1.279344 1.289831 1.396738E-05
1.279501 1.289830 1.492686E-05
1.279659 1.289831 1.538936E-05
1.279817 1.289831 1.419926E-05
1.279975 1.289831 1.460134E-05
1.280133 1.289830 1.429449E-05
1.280291 1.289830 1.449180E-05
1.280449 1.289830 1.403279E-05
1.280608 1.289830 1.383640E-05
1.280766 1.289829 1.399307E-05
1.280924 1.289829 1.421480E-05
1.281082 1.289829 1.473181E-05
1.281241 1.289829 1.514544E-05
1.281399 1.289829 1.449994E-05
1.281557 1.289829 1.490793E-05
1.281716 1.289829 1.456934E-05
1.281874 1.289829 1.423072E-05
1.282033 1.289829 1.505992E-05
1.282191 1.289829 1.498569E-05
1.282350 1.289829 1.410713E-05
1.282508 1.289828 1.452370E-05
1.282667 1.289828 1.460200E-05
1.282826 1.289828 1.478000E-05
1.282984 1.289828 1.454968E-05
1.283143 1.289828 1.439691E-05
1.283302 1.289828 1.463614E-05
1.283461 1.289828 1.525147E-05
1.283620 1.289828 1.371333E-05
1.283779 1.289827 1.396861E-05
1.283938 1.289827 1.444849E-05
1.284097 1.289827 1.446358E-05
1.284256 1.289827 1.571568E-05
1.284415 1.289827 1.442324E-05
1.284574 1.289827 1.439179E-05
1.284733 1.289827 1.485081E-05
1.284892 1.289827 1.452894E-05
1.285051 1.289826 1.412701E-05
1.285211 1.289826 1.492826E-05
1.285370 1.289826 1.485932E-05
1.285529 1.289826 1.472066E-05
1.285689 1.289826 1.556164E-05
1.285848 1.289826 1.530295E-05
1.286008 1.289826 1.441822E-05
1.286167 1.289826 1.542488E-05
1.286327 1.289826 1.435965E-05
1.286486 1.289825 1.422169E-05
1.286646 1.289825 1.417880E-05
1.286806 1.289825 1.545498E-05
1.286965 1.289825 1.415986E-05
1.287125 1.289824 1.427214E-05
1.287285 1.289824 1.504979E-05
1.287445 1.289824 1.578678E-05
1.287605 1.289824 1.513981E-05
1.287764 1.289824 1.515209E-05
1.287924 1.289824 1.544350E-05
1.288084 1.289824 1.543953E-05
1.288244 1.289824 1.550422E-05
1.288405 1.289824 1.446641E-05
1.288565 1.289823 1.526936E-05
1.288725 1.289823 1.568465E-05
1.288885 1.289824 1.582321E-05
1.289045 1.289823 1.457270E-05
1.289205 1.289823 1.597850E-05
1.289366 1.289823 1.591870E-05
1.289526 1.289823 1.583600E-05
1.289687 1.289823 1.543179E-05
1.289847 1.289823 1.579820E-05
1.290007 1.289823 1.600648E-05
1.290168 1.289823 1.611244E-05
1.290329 1.289823 1.539284E-05
1.290489 1.289823 1.493643E-05
1.290650 1.289822 1.553586E-05
1.290810 1.289822 1.576700E-05
1.290971 1.289822 1.498434E-05
1.291132 1.289822 1.595699E-05
1.291293 1.289822 1.606074E-05
1.291453 1.289822 1.669411E-05
1.291614 1.289822 1.526003E-05
1.291775 1.289821 1.516591E-05
1.291936 1.289821 1.637146E-05
1.292097 1.289822 1.635149E-05
1.292258 1.289821 1.566077E-05
1.292419 1.289821 1.610832E-05
1.292580 1.289821 1.622836E-05
1.292742 1.289821 1.649955E-05
1.292903 1.289821 1.678249E-05
1.293064 1.289821 1.591566E-05
1.293225 1.289821 1.577612E-05
1.293387 1.289821 1.586649E-05
1.293548 1.289821 1.746278E-05
1.293709 1.289821 1.554221E-05
1.293871 1.289821 1.563419E-05
1.294032 1.289820 1.673631E-05
1.294194 1.289821 1.671507E-05
1.294355 1.289821 1.534047E-05
1.294517 1.289820 1.623242E-05
1.294678 1.289821 1.669145E-05
1.294840 1.289821 1.521963E-05
1.295002 1.289820 1.520976E-05
1.295164 1.289819 1.548343E-05
1.295325 1.289819 1.652746E-05
1.295487 1.289819 1.669659E-05
1.295649 1.289820 1.641743E-05
1.295811 1.289819 1.607429E-05
1.295973 1.289819 1.692005E-05
1.296135 1.289820 1.710072E-05
1.296297 1.289820 1.591488E-05
1.296459 1.289819 1.647166E-05
1.296621 1.289819 1.705161E-05
1.296783 1.289819 1.607628E-05
1.296946 1.289819 1.619531E-05
1.297108 1.289819 1.575987E-05
1.297270 1.289819 1.644537E-05
1.297432 1.289819 1.594395E-05
1.297595 1.289818 1.624822E-05
1.297757 1.289818 1.626474E-05
1.297920 1.289818 1.685076E-05
1.298082 1.289819 1.670467E-05
1.298245 1.289818 1.540395E-05
1.298407 1.289818 1.665925E-05
1.298570 1.289818 1.682723E-05
1.298732 1.289818 1.655409E-05
1.298895 1.289818 1.596538E-05
1.299058 1.289818 1.565825E-05
1.299221 1.289817 1.639442E-05
1.299383 1.289817 1.661629E-05
1.299546 1.289818 1.648490E-05
1.299709 1.289817 1.600963E-05
1.299872 1.289817 1.685785E-05
1.300035 1.289817 1.570621E-05
1.300198 1.289817 1.608725E-05
1.300361 1.289817 1.651541E-05
1.300524 1.289817 1.686760E-05
1.300687 1.289817 1.711903E-05
1.300851 1.289817 1.756553E-05
1.301014 1.289817 1.600060E-05
1.301177 1.289817 1.636473E-05
1.301340 1.289817 1.720458E-05
1.301504 1.289817 1.671214E-05
1.301667 1.289817 1.541068E-05
1.301830 1.289816 1.651437E-05
1.301994 1.289817 1.725640E-05
1.302157 1.289817 1.592925E-05
1.302321 1.289816 1.494400E-05
1.302485 1.289816 1.575477E-05
1.302648 1.289815 1.595786E-05
1.302812 1.289816 1.680091E-05
1.302976 1.289816 1.566162E-05
1.303139 1.289815 1.648489E-05
1.303303 1.289816 1.681364E-05
1.303467 1.289815 1.504054E-05
1.303631 1.289815 1.642424E-05
1.303795 1.289815 1.663113E-05
1.303959 1.289815 1.671295E-05
1.304123 1.289816 1.606519E-05
1.304287 1.289815 1.502656E-05
1.304451 1.289815 1.606110E-05
1.304615 1.289815 1.619706E-05
1.304779 1.289815 1.663547E-05
1.304943 1.289815 1.577432E-05
1.305108 1.289814 1.568766E-05
1.305272 1.289815 1.663114E-05
1.305436 1.289815 1.543204E-05
1.305601 1.289814 1.529222E-05
1.305765 1.289814 1.489600E-05
1.305929 1.289813 1.574472E-05
1.306094 1.289813 1.581433E-05
1.306258 1.289813 1.615387E-05
1.306423 1.289813 1.592768E-05
1.306588 1.289814 1.649925E-05
1.306752 1.289814 1.612878E-05
1.306917 1.289814 1.562688E-05
1.307082 1.289813 1.557572E-05
1.307247 1.289813 1.594984E-05
1.307411 1.289814 1.609365E-05
1.307576 1.289814 1.542516E-05
1.307741 1.289813 1.493100E-05
1.307906 1.289813 1.506580E-05
1.308071 1.289813 1.501885E-05
1.308236 1.289813 1.534864E-05
1.308401 1.289813 1.496019E-05
1.308566 1.289813 1.544465E-05
1.308731 1.289813 1.525550E-05
1.308897 1.289813 1.443896E-05
1.309062 1.289812 1.448586E-05
1.309227 1.289812 1.455898E-05
1.309393 1.289812 1.506557E-05
1.309558 1.289812 1.473572E-05
1.309723 1.289812 1.460190E-05
1.309889 1.289811 1.445736E-05
1.310054 1.289811 1.482816E-05
1.310220 1.289811 1.433650E-05
1.310385 1.289811 1.439874E-05
1.310551 1.289810 1.443273E-05
1.310717 1.289811 1.553422E-05
1.310882 1.289811 1.481470E-05
1.311048 1.289811 1.515275E-05
1.311214 1.289811 1.426169E-05
1.311380 1.289810 1.430829E-05
1.311546 1.289810 1.465618E-05
1.311712 1.289810 1.387279E-05
1.311877 1.289810 1.448849E-05
1.312043 1.289810 1.530801E-05
1.312210 1.289811 1.452689E-05
1.312376 1.289810 1.328875E-05
1.312542 1.289810 1.369121E-05
1.312708 1.289810 1.397336E-05
1.312874 1.289810 1.394905E-05
1.313040 1.289809 1.251300E-05
1.313207 1.289809 1.299912E-05
1.313373 1.289809 1.394681E-05
1.313539 1.289809 1.284082E-05
1.313706 1.289808 1.277316E-05
1.313872 1.289807 1.319594E-05
1.314039 1.289808 1.463033E-05
1.314205 1.289808 1.393372E-05
1.314372 1.289808 1.333180E-05
1.314539 1.289808 1.290421E-05
1.314705 1.289807 1.384699E-05
1.314872 1.289808 1.420646E-05
1.315039 1.289808 1.295386E-05
1.315205 1.289807 1.228229E-05
1.315372 1.289807 1.374324E-05
1.315539 1.289807 1.273151E-05
1.315706 1.289807 1.247881E-05
1.315873 1.289807 1.213567E-05
1.316040 1.289806 1.263835E-05
1.316207 1.289806 1.283528E-05
1.316374 1.289806 1.253482E-05
1.316541 1.289806 1.238703E-05
1.316709 1.289806 1.143747E-05
1.316876 1.289805 1.237347E-05
1.317043 1.289805 1.231830E-05
1.317210 1.289805 1.097104E-05
1.317378 1.289804 1.167617E-05
1.317545 1.289804 1.220395E-05
1.317713 1.289804 1.183569E-05
1.317880 1.289804 1.163429E-05
1.318048 1.289804 1.265756E-05
1.318215 1.289804 1.250116E-05
1.318383 1.289804 1.147168E-05
1.318550 1.289803 1.185083E-05
1.318718 1.289803 1.229457E-05
1.318886 1.289803 1.222111E-05
1.319054 1.289803 1.251502E-05
1.319221 1.289803 1.186595E-05
1.319389 1.289803 1.230262E-05
1.319557 1.289803 1.177872E-05
1.319725 1.289803 1.169454E-05
1.319893 1.289802 1.044631E-05
1.320061 1.289801 1.087554E-05
1.320229 1.289801 1.201307E-05
1.320397 1.289801 1.172005E-05
1.320565 1.289801 1.099773E-05
1.320734 1.289800 1.077064E-05
1.320902 1.289800 1.234397E-05
1.321070 1.289801 1.174858E-05
1.321238 1.289801 1.025983E-05
1.321407 1.289800 1.025645E-05
1.321575 1.289799 1.144887E-05
1.321744 1.289799 1.097031E-05
1.321912 1.289799 1.094589E-05
1.322081 1.289798 1.125458E-05
1.322249 1.289798 1.188494E-05
1.322418 1.289798 1.218051E-05
1.322587 1.289798 1.158352E-05
1.322755 1.289798 1.095575E-05
1.322924 1.289798 1.295092E-05
1.323093 1.289798 1.242340E-05
1.323262 1.289798 1.126438E-05
1.323431 1.289798 1.154451E-05
1.323600 1.289798 1.131503E-05
1.323769 1.289798 1.124690E-05
1.323938 1.289797 1.098922E-05
1.324107 1.289796 1.027594E-05
1.324276 1.289796 1.191984E-05
1.324445 1.289796 1.193394E-05
1.324614 1.289797 1.181066E-05
1.324783 1.289796 1.057275E-05
1.324953 1.289796 1.114296E-05
1.325122 1.289796 1.061424E-05
1.325291 1.289795 1.092661E-05
1.325461 1.289795 1.080297E-05
1.325630 1.289795 1.088292E-05
1.325800 1.289795 1.083401E-05
1.325969 1.289794 1.053697E-05
1.326139 1.289794 1.115192E-05
1.326308 1.289794 1.211862E-05
1.326478 1.289794 1.145983E-05
1.326648 1.289794 1.122856E-05
1.326818 1.289794 1.044797E-05
1.326987 1.289793 1.088160E-05
1.327157 1.289793 1.139673E-05
1.327327 1.289793 1.060207E-05
1.327497 1.289792 9.874993E-06
1.327667 1.289792 1.103015E-05
1.327837 1.289792 1.150660E-05
1.328007 1.289792 1.065735E-05
1.328177 1.289791 1.074855E-05
1.328347 1.289791 1.186735E-05
1.328518 1.289791 1.146617E-05
1.328688 1.289791 1.116333E-05
1.328858 1.289791 1.080573E-05
1.329028 1.289791 1.071636E-05
1.329199 1.289790 1.125192E-05
1.329369 1.289790 1.123509E-05
1.329540 1.289790 1.012976E-05
1.329710 1.289790 1.106049E-05
1.329881 1.289789 1.074204E-05
1.330051 1.289789 1.096328E-05
1.330222 1.289789 1.036076E-05
1.330393 1.289789 1.053441E-05
1.330563 1.289788 1.052834E-05
1.330734 1.289788 1.054446E-05
1.330905 1.289787 1.053507E-05
1.331076 1.289787 1.083554E-05
1.331247 1.289787 1.191203E-05
1.331418 1.289787 1.177012E-05
1.331588 1.289787 1.108664E-05
1.331760 1.289786 1.107541E-05
