mastrapa2008Ia
97.5
ne
wavel, n, k
1.479395 1.289606 4.694161E-04
1.479606 1.289608 4.712163E-04
1.479817 1.289610 4.725281E-04
1.480029 1.289612 4.738245E-04
1.480240 1.289614 4.747005E-04
1.480451 1.289615 4.755253E-04
1.480663 1.289617 4.773322E-04
1.480874 1.289619 4.783589E-04
1.481085 1.289621 4.790434E-04
1.481297 1.289623 4.803370E-04
1.481509 1.289625 4.816047E-04
1.481721 1.289627 4.824972E-04
1.481932 1.289630 4.834828E-04
1.482144 1.289631 4.838509E-04
1.482356 1.289633 4.853397E-04
1.482568 1.289635 4.863591E-04
1.482780 1.289638 4.869689E-04
1.482992 1.289640 4.876203E-04
1.483204 1.289641 4.879134E-04
1.483416 1.289643 4.891695E-04
1.483629 1.289645 4.903689E-04
1.483841 1.289647 4.909988E-04
1.484053 1.289649 4.921792E-04
1.484266 1.289651 4.932463E-04
1.484478 1.289654 4.933320E-04
1.484691 1.289656 4.936620E-04
1.484903 1.289658 4.948503E-04
1.485116 1.289660 4.951750E-04
1.485329 1.289662 4.962276E-04
1.485541 1.289664 4.964652E-04
1.485754 1.289666 4.968703E-04
1.485967 1.289668 4.976659E-04
1.486180 1.289670 4.988025E-04
1.486393 1.289672 4.985728E-04
1.486606 1.289674 4.991498E-04
1.486820 1.289676 4.997853E-04
1.487033 1.289678 4.996884E-04
1.487246 1.289680 5.003770E-04
1.487459 1.289682 5.012665E-04
1.487673 1.289684 5.012687E-04
1.487886 1.289686 5.014961E-04
1.488100 1.289688 5.017179E-04
1.488313 1.289690 5.014704E-04
1.488527 1.289692 5.026840E-04
1.488741 1.289694 5.030796E-04
1.488955 1.289696 5.031170E-04
1.489168 1.289698 5.039552E-04
1.489382 1.289700 5.041049E-04
1.489596 1.289702 5.045340E-04
1.489810 1.289704 5.041488E-04
1.490024 1.289706 5.042307E-04
1.490239 1.289708 5.044268E-04
1.490453 1.289710 5.044927E-04
1.490667 1.289712 5.048381E-04
1.490881 1.289713 5.049381E-04
1.491096 1.289715 5.049588E-04
1.491310 1.289717 5.059836E-04
1.491525 1.289720 5.050218E-04
1.491739 1.289721 5.050889E-04
1.491954 1.289723 5.053600E-04
1.492169 1.289725 5.053523E-04
1.492383 1.289727 5.061294E-04
1.492598 1.289729 5.051802E-04
1.492813 1.289731 5.051622E-04
1.493028 1.289733 5.054628E-04
1.493243 1.289735 5.049491E-04
1.493458 1.289737 5.053908E-04
1.493673 1.289739 5.048572E-04
1.493889 1.289740 5.042628E-04
1.494104 1.289742 5.048446E-04
1.494319 1.289744 5.045729E-04
1.494534 1.289746 5.043446E-04
1.494750 1.289747 5.042364E-04
1.494965 1.289749 5.040459E-04
1.495181 1.289751 5.038364E-04
1.495397 1.289753 5.033418E-04
1.495612 1.289754 5.026955E-04
1.495828 1.289756 5.029934E-04
1.496044 1.289758 5.027108E-04
1.496260 1.289760 5.022765E-04
1.496476 1.289761 5.016809E-04
1.496692 1.289763 5.014074E-04
1.496908 1.289764 5.016893E-04
1.497124 1.289766 5.009759E-04
1.497340 1.289768 5.010643E-04
1.497556 1.289770 5.001108E-04
1.497773 1.289771 4.994302E-04
1.497989 1.289773 4.996351E-04
1.498205 1.289774 4.989657E-04
1.498422 1.289776 4.990899E-04
1.498639 1.289777 4.989391E-04
1.498855 1.289779 4.977523E-04
1.499072 1.289780 4.977968E-04
1.499289 1.289782 4.972177E-04
1.499505 1.289783 4.972583E-04
1.499722 1.289785 4.961448E-04
1.499939 1.289786 4.952551E-04
1.500156 1.289787 4.955887E-04
1.500373 1.289789 4.959054E-04
1.500590 1.289791 4.949792E-04
1.500808 1.289792 4.944042E-04
1.501025 1.289793 4.937634E-04
1.501242 1.289795 4.939061E-04
1.501460 1.289796 4.933574E-04
1.501677 1.289798 4.927562E-04
1.501894 1.289799 4.919164E-04
1.502112 1.289800 4.915402E-04
1.502330 1.289802 4.918186E-04
1.502547 1.289803 4.909432E-04
1.502765 1.289805 4.905809E-04
1.502983 1.289806 4.900465E-04
1.503201 1.289807 4.887477E-04
1.503419 1.289809 4.890391E-04
1.503637 1.289810 4.887611E-04
1.503855 1.289812 4.877982E-04
1.504073 1.289813 4.872775E-04
1.504291 1.289814 4.867727E-04
1.504510 1.289815 4.862926E-04
1.504728 1.289817 4.854937E-04
1.504946 1.289818 4.849991E-04
1.505165 1.289819 4.845547E-04
1.505383 1.289820 4.841873E-04
1.505602 1.289821 4.830633E-04
1.505820 1.289822 4.827708E-04
1.506039 1.289824 4.826592E-04
1.506258 1.289825 4.821705E-04
1.506477 1.289826 4.819073E-04
1.506696 1.289827 4.807024E-04
1.506915 1.289828 4.799468E-04
1.507134 1.289830 4.799327E-04
1.507353 1.289831 4.792510E-04
1.507572 1.289832 4.785835E-04
1.507791 1.289833 4.782788E-04
1.508010 1.289834 4.771470E-04
1.508230 1.289835 4.769658E-04
1.508449 1.289836 4.763139E-04
1.508669 1.289837 4.754886E-04
1.508888 1.289838 4.756549E-04
1.509108 1.289839 4.743555E-04
1.509328 1.289840 4.742959E-04
1.509547 1.289842 4.739369E-04
1.509767 1.289843 4.732432E-04
1.509987 1.289844 4.727763E-04
1.510207 1.289845 4.716437E-04
1.510427 1.289846 4.715427E-04
1.510647 1.289847 4.710210E-04
1.510867 1.289848 4.701758E-04
1.511087 1.289849 4.698924E-04
1.511307 1.289850 4.687169E-04
1.511528 1.289851 4.681976E-04
1.511748 1.289852 4.679547E-04
1.511968 1.289852 4.669934E-04
1.512189 1.289853 4.673583E-04
1.512410 1.289855 4.664205E-04
1.512630 1.289855 4.654882E-04
1.512851 1.289856 4.650787E-04
1.513072 1.289857 4.653204E-04
1.513292 1.289858 4.649692E-04
1.513513 1.289859 4.639761E-04
1.513734 1.289860 4.634431E-04
1.513955 1.289861 4.627696E-04
1.514176 1.289862 4.622861E-04
1.514397 1.289863 4.614738E-04
1.514619 1.289864 4.613453E-04
1.514840 1.289865 4.602299E-04
1.515061 1.289866 4.599207E-04
1.515283 1.289866 4.589950E-04
1.515504 1.289867 4.589780E-04
1.515726 1.289868 4.577032E-04
1.515947 1.289869 4.576669E-04
1.516169 1.289870 4.575618E-04
1.516391 1.289871 4.569680E-04
1.516612 1.289871 4.564200E-04
1.516834 1.289872 4.558451E-04
1.517056 1.289873 4.556268E-04
1.517278 1.289874 4.548030E-04
1.517500 1.289875 4.553211E-04
1.517722 1.289876 4.539996E-04
1.517945 1.289877 4.532910E-04
1.518167 1.289878 4.523986E-04
1.518389 1.289878 4.520639E-04
1.518612 1.289879 4.520986E-04
1.518834 1.289880 4.515847E-04
1.519056 1.289881 4.506458E-04
1.519279 1.289882 4.499479E-04
1.519502 1.289883 4.497037E-04
1.519724 1.289884 4.492143E-04
1.519947 1.289884 4.480294E-04
1.520170 1.289885 4.479725E-04
1.520393 1.289885 4.474895E-04
1.520616 1.289886 4.473491E-04
1.520839 1.289887 4.470603E-04
1.521062 1.289888 4.458918E-04
1.521285 1.289889 4.456842E-04
1.521508 1.289890 4.452417E-04
1.521732 1.289890 4.446026E-04
1.521955 1.289891 4.441944E-04
1.522179 1.289892 4.441360E-04
1.522402 1.289893 4.433576E-04
1.522626 1.289894 4.430440E-04
1.522849 1.289895 4.424426E-04
1.523073 1.289895 4.418334E-04
1.523297 1.289896 4.413786E-04
1.523520 1.289897 4.408401E-04
1.523744 1.289898 4.403072E-04
1.523968 1.289898 4.394271E-04
1.524192 1.289899 4.390081E-04
1.524416 1.289900 4.389930E-04
1.524640 1.289901 4.379328E-04
1.524865 1.289901 4.373773E-04
1.525089 1.289902 4.380800E-04
1.525313 1.289903 4.366862E-04
1.525538 1.289904 4.365661E-04
1.525762 1.289904 4.359679E-04
1.525987 1.289905 4.359879E-04
1.526211 1.289906 4.348440E-04
1.526436 1.289907 4.342520E-04
1.526661 1.289908 4.338405E-04
1.526886 1.289908 4.335241E-04
1.527110 1.289909 4.325926E-04
1.527335 1.289910 4.326505E-04
1.527560 1.289911 4.320580E-04
1.527785 1.289911 4.316152E-04
1.528011 1.289912 4.306937E-04
1.528236 1.289913 4.305841E-04
1.528461 1.289914 4.299055E-04
1.528686 1.289915 4.293037E-04
1.528912 1.289915 4.284238E-04
1.529137 1.289916 4.286831E-04
1.529363 1.289917 4.276144E-04
1.529588 1.289917 4.274910E-04
1.529814 1.289918 4.266624E-04
1.530040 1.289919 4.260626E-04
1.530266 1.289919 4.259946E-04
1.530492 1.289920 4.250155E-04
1.530717 1.289921 4.254218E-04
1.530943 1.289922 4.245395E-04
1.531170 1.289923 4.241835E-04
1.531396 1.289924 4.233943E-04
1.531622 1.289924 4.226146E-04
1.531848 1.289925 4.217865E-04
1.532074 1.289925 4.221357E-04
1.532301 1.289926 4.216165E-04
1.532527 1.289927 4.210288E-04
1.532754 1.289928 4.202280E-04
1.532980 1.289929 4.198451E-04
1.533207 1.289930 4.194217E-04
1.533434 1.289930 4.185628E-04
1.533661 1.289931 4.178519E-04
1.533888 1.289932 4.174627E-04
1.534114 1.289932 4.166485E-04
1.534341 1.289933 4.162573E-04
1.534569 1.289934 4.164846E-04
1.534796 1.289935 4.148400E-04
1.535023 1.289935 4.144348E-04
1.535250 1.289936 4.137085E-04
1.535478 1.289937 4.138218E-04
1.535705 1.289937 4.130972E-04
1.535932 1.289938 4.123714E-04
1.536160 1.289939 4.119927E-04
1.536388 1.289940 4.113775E-04
1.536615 1.289940 4.107033E-04
1.536843 1.289941 4.100917E-04
1.537071 1.289942 4.093411E-04
1.537299 1.289943 4.084793E-04
1.537527 1.289943 4.082175E-04
1.537755 1.289944 4.079296E-04
1.537983 1.289945 4.073531E-04
1.538211 1.289946 4.063169E-04
1.538439 1.289946 4.058413E-04
1.538667 1.289947 4.053878E-04
1.538896 1.289948 4.041812E-04
1.539124 1.289948 4.038307E-04
1.539353 1.289949 4.034145E-04
1.539581 1.289950 4.027471E-04
1.539810 1.289950 4.019656E-04
1.540039 1.289951 4.011288E-04
1.540267 1.289952 4.010898E-04
1.540496 1.289953 3.999117E-04
1.540725 1.289953 3.988860E-04
1.540954 1.289954 3.983702E-04
1.541183 1.289954 3.979085E-04
1.541412 1.289955 3.975424E-04
1.541641 1.289955 3.969625E-04
1.541871 1.289956 3.967421E-04
1.542100 1.289957 3.959387E-04
1.542329 1.289958 3.950712E-04
1.542559 1.289959 3.946165E-04
1.542788 1.289959 3.935834E-04
1.543018 1.289960 3.929213E-04
1.543247 1.289960 3.922766E-04
1.543477 1.289961 3.916027E-04
1.543707 1.289962 3.916765E-04
1.543937 1.289963 3.902980E-04
1.544167 1.289963 3.898519E-04
1.544397 1.289964 3.886065E-04
1.544627 1.289964 3.876347E-04
1.544857 1.289965 3.878047E-04
1.545087 1.289966 3.868189E-04
1.545317 1.289967 3.857585E-04
1.545548 1.289967 3.850812E-04
1.545778 1.289968 3.836806E-04
1.546009 1.289968 3.837000E-04
1.546239 1.289969 3.829022E-04
1.546470 1.289969 3.821080E-04
1.546700 1.289970 3.816740E-04
1.546931 1.289971 3.807303E-04
1.547162 1.289971 3.800286E-04
1.547393 1.289972 3.791011E-04
1.547624 1.289972 3.783719E-04
1.547855 1.289973 3.775069E-04
1.548086 1.289973 3.775303E-04
1.548317 1.289974 3.770072E-04
1.548548 1.289975 3.762464E-04
1.548780 1.289976 3.746121E-04
1.549011 1.289976 3.738626E-04
1.549242 1.289977 3.735307E-04
1.549474 1.289978 3.724774E-04
1.549706 1.289978 3.711746E-04
1.549937 1.289978 3.709053E-04
1.550169 1.289979 3.702325E-04
1.550401 1.289980 3.689505E-04
1.550633 1.289980 3.684935E-04
1.550864 1.289981 3.672266E-04
1.551096 1.289981 3.665366E-04
1.551329 1.289982 3.657591E-04
1.551561 1.289982 3.648552E-04
1.551793 1.289983 3.644072E-04
1.552025 1.289983 3.636622E-04
1.552257 1.289984 3.627171E-04
1.552490 1.289985 3.614758E-04
1.552722 1.289985 3.597519E-04
1.552955 1.289985 3.600193E-04
1.553188 1.289986 3.589114E-04
1.553420 1.289986 3.587952E-04
1.553653 1.289987 3.573615E-04
1.553886 1.289988 3.569005E-04
1.554119 1.289988 3.556927E-04
1.554352 1.289989 3.540223E-04
1.554585 1.289989 3.531451E-04
1.554818 1.289989 3.528494E-04
1.555051 1.289989 3.520437E-04
1.555284 1.289990 3.519838E-04
1.555518 1.289991 3.505580E-04
1.555751 1.289991 3.490698E-04
1.555984 1.289991 3.490387E-04
1.556218 1.289992 3.476860E-04
1.556451 1.289992 3.465419E-04
1.556685 1.289992 3.460158E-04
1.556919 1.289993 3.452708E-04
1.557153 1.289993 3.439882E-04
1.557387 1.289994 3.435450E-04
1.557621 1.289994 3.422493E-04
1.557855 1.289994 3.416844E-04
1.558089 1.289995 3.409511E-04
1.558323 1.289995 3.397898E-04
1.558557 1.289995 3.393615E-04
1.558791 1.289996 3.381843E-04
1.559026 1.289997 3.375592E-04
1.559260 1.289997 3.355053E-04
1.559495 1.289997 3.350120E-04
1.559729 1.289997 3.343650E-04
1.559964 1.289998 3.337781E-04
1.560199 1.289998 3.326336E-04
1.560433 1.289998 3.318439E-04
1.560668 1.289999 3.304139E-04
1.560903 1.289999 3.290275E-04
1.561138 1.289999 3.285787E-04
1.561373 1.289999 3.281046E-04
1.561608 1.290000 3.269782E-04
1.561844 1.290000 3.256016E-04
1.562079 1.290000 3.250461E-04
1.562314 1.290000 3.240105E-04
1.562550 1.290001 3.230313E-04
1.562785 1.290001 3.222027E-04
1.563021 1.290001 3.212523E-04
1.563256 1.290001 3.202986E-04
1.563492 1.290002 3.196837E-04
1.563728 1.290002 3.182195E-04
1.563964 1.290002 3.173704E-04
1.564200 1.290002 3.165416E-04
1.564436 1.290002 3.155812E-04
1.564672 1.290002 3.149001E-04
1.564908 1.290003 3.137181E-04
1.565144 1.290003 3.132119E-04
1.565380 1.290003 3.117781E-04
1.565617 1.290003 3.106695E-04
1.565853 1.290003 3.100099E-04
1.566090 1.290003 3.095167E-04
1.566326 1.290004 3.085653E-04
1.566563 1.290004 3.073506E-04
1.566800 1.290004 3.063198E-04
1.567036 1.290004 3.051358E-04
1.567273 1.290004 3.046086E-04
1.567510 1.290004 3.033042E-04
1.567747 1.290004 3.023886E-04
1.567984 1.290004 3.019584E-04
1.568221 1.290005 3.004895E-04
1.568459 1.290005 2.992788E-04
1.568696 1.290004 2.984667E-04
1.568933 1.290004 2.976144E-04
1.569171 1.290005 2.970000E-04
1.569408 1.290005 2.957328E-04
1.569646 1.290005 2.949258E-04
1.569883 1.290005 2.942639E-04
1.570121 1.290005 2.931072E-04
1.570359 1.290005 2.918479E-04
1.570597 1.290005 2.918658E-04
1.570835 1.290005 2.905093E-04
1.571073 1.290005 2.892209E-04
1.571311 1.290005 2.881900E-04
1.571549 1.290005 2.875259E-04
1.571787 1.290005 2.865365E-04
1.572025 1.290005 2.855039E-04
1.572264 1.290005 2.844409E-04
1.572502 1.290005 2.836326E-04
1.572741 1.290005 2.824626E-04
1.572979 1.290004 2.816557E-04
1.573218 1.290004 2.805928E-04
1.573457 1.290004 2.799263E-04
1.573696 1.290004 2.789850E-04
1.573934 1.290004 2.780660E-04
1.574173 1.290004 2.771195E-04
1.574412 1.290003 2.765782E-04
1.574651 1.290004 2.762753E-04
1.574891 1.290004 2.748131E-04
1.575130 1.290004 2.731142E-04
1.575369 1.290003 2.719517E-04
1.575609 1.290003 2.719411E-04
1.575848 1.290002 2.706598E-04
1.576088 1.290002 2.707498E-04
1.576327 1.290002 2.689069E-04
1.576567 1.290002 2.683572E-04
1.576807 1.290002 2.676733E-04
1.577046 1.290002 2.664065E-04
1.577286 1.290001 2.656373E-04
1.577526 1.290001 2.651446E-04
1.577766 1.290001 2.645628E-04
1.578006 1.290001 2.636101E-04
1.578247 1.290001 2.624263E-04
1.578487 1.290000 2.613479E-04
1.578727 1.290000 2.607066E-04
1.578968 1.289999 2.597452E-04
1.579208 1.289999 2.595901E-04
1.579449 1.289999 2.586488E-04
1.579689 1.289999 2.577142E-04
1.579930 1.289998 2.569977E-04
1.580171 1.289998 2.566874E-04
1.580412 1.289998 2.556250E-04
1.580652 1.289998 2.548511E-04
1.580893 1.289997 2.539116E-04
1.581134 1.289997 2.531650E-04
1.581376 1.289997 2.526267E-04
1.581617 1.289996 2.515220E-04
1.581858 1.289996 2.512713E-04
1.582099 1.289996 2.501252E-04
1.582341 1.289995 2.489436E-04
1.582582 1.289994 2.484523E-04
1.582824 1.289994 2.487734E-04
1.583066 1.289994 2.478196E-04
1.583307 1.289994 2.468489E-04
1.583549 1.289994 2.460973E-04
1.583791 1.289993 2.458682E-04
1.584033 1.289993 2.444400E-04
1.584275 1.289993 2.441018E-04
1.584517 1.289992 2.428259E-04
1.584759 1.289992 2.428031E-04
1.585002 1.289991 2.419026E-04
1.585244 1.289991 2.409931E-04
1.585486 1.289990 2.411005E-04
1.585729 1.289990 2.397234E-04
1.585971 1.289989 2.392794E-04
1.586214 1.289989 2.389186E-04
1.586456 1.289989 2.388020E-04
1.586699 1.289988 2.375369E-04
1.586942 1.289988 2.373416E-04
1.587185 1.289987 2.364120E-04
1.587428 1.289987 2.364786E-04
1.587671 1.289987 2.355484E-04
1.587914 1.289987 2.351436E-04
1.588157 1.289986 2.342663E-04
1.588401 1.289986 2.338493E-04
1.588644 1.289985 2.331059E-04
1.588887 1.289985 2.330434E-04
1.589131 1.289985 2.317489E-04
1.589375 1.289984 2.313353E-04
1.589618 1.289983 2.309696E-04
1.589862 1.289983 2.303219E-04
1.590106 1.289983 2.298345E-04
1.590350 1.289982 2.293594E-04
1.590594 1.289982 2.290129E-04
1.590838 1.289981 2.282929E-04
1.591082 1.289981 2.279259E-04
1.591326 1.289980 2.278025E-04
1.591570 1.289980 2.268821E-04
1.591814 1.289979 2.266149E-04
1.592059 1.289979 2.262072E-04
1.592303 1.289978 2.255501E-04
1.592548 1.289978 2.255531E-04
1.592793 1.289978 2.249686E-04
1.593037 1.289977 2.239678E-04
1.593282 1.289977 2.241470E-04
1.593527 1.289976 2.240512E-04
1.593772 1.289976 2.231758E-04
1.594017 1.289975 2.226105E-04
1.594262 1.289975 2.223099E-04
1.594507 1.289974 2.218897E-04
1.594752 1.289974 2.216263E-04
1.594998 1.289973 2.208271E-04
1.595243 1.289973 2.210572E-04
1.595489 1.289972 2.207194E-04
1.595734 1.289972 2.202753E-04
1.595980 1.289972 2.202148E-04
1.596225 1.289971 2.198948E-04
1.596471 1.289971 2.194620E-04
1.596717 1.289970 2.191111E-04
1.596963 1.289970 2.187309E-04
1.597209 1.289969 2.179499E-04
1.597455 1.289969 2.181025E-04
1.597701 1.289968 2.180532E-04
1.597947 1.289968 2.178591E-04
1.598194 1.289968 2.173253E-04
1.598440 1.289967 2.172391E-04
1.598686 1.289967 2.174067E-04
1.598933 1.289967 2.163979E-04
1.599180 1.289966 2.161253E-04
1.599426 1.289966 2.161149E-04
1.599673 1.289965 2.158834E-04
1.599920 1.289965 2.157757E-04
1.600167 1.289965 2.146611E-04
1.600414 1.289964 2.144628E-04
1.600661 1.289963 2.152596E-04
1.600908 1.289963 2.143581E-04
1.601155 1.289963 2.143647E-04
1.601402 1.289962 2.145399E-04
1.601650 1.289962 2.143247E-04
1.601897 1.289962 2.136322E-04
1.602145 1.289961 2.134933E-04
1.602392 1.289960 2.131086E-04
1.602640 1.289960 2.138883E-04
1.602888 1.289960 2.133754E-04
1.603135 1.289960 2.131078E-04
1.603383 1.289959 2.125892E-04
1.603631 1.289959 2.126862E-04
1.603879 1.289958 2.124332E-04
1.604127 1.289958 2.126465E-04
1.604376 1.289958 2.122623E-04
1.604624 1.289957 2.121047E-04
1.604872 1.289957 2.116553E-04
1.605121 1.289956 2.122511E-04
1.605369 1.289956 2.121242E-04
1.605618 1.289956 2.113660E-04
1.605866 1.289955 2.117111E-04
1.606115 1.289955 2.119742E-04
1.606364 1.289955 2.112107E-04
1.606613 1.289955 2.110577E-04
1.606862 1.289954 2.107395E-04
1.607111 1.289954 2.106416E-04
1.607360 1.289953 2.113725E-04
1.607609 1.289953 2.110735E-04
1.607859 1.289953 2.108136E-04
1.608108 1.289953 2.103524E-04
1.608357 1.289952 2.107800E-04
1.608607 1.289952 2.108759E-04
1.608857 1.289952 2.107131E-04
1.609106 1.289952 2.103480E-04
1.609356 1.289951 2.101223E-04
1.609606 1.289951 2.096897E-04
1.609856 1.289950 2.102091E-04
1.610106 1.289950 2.102063E-04
1.610356 1.289950 2.100015E-04
1.610606 1.289950 2.106648E-04
1.610856 1.289950 2.104729E-04
1.611106 1.289949 2.101898E-04
1.611357 1.289949 2.104651E-04
1.611607 1.289949 2.104159E-04
1.611858 1.289949 2.099891E-04
1.612108 1.289949 2.095207E-04
1.612359 1.289948 2.097752E-04
1.612610 1.289948 2.099338E-04
1.612860 1.289948 2.101127E-04
1.613111 1.289948 2.096580E-04
1.613362 1.289948 2.101736E-04
1.613613 1.289947 2.097419E-04
1.613865 1.289947 2.099737E-04
1.614116 1.289947 2.096929E-04
1.614367 1.289947 2.098990E-04
1.614618 1.289947 2.098756E-04
1.614870 1.289947 2.094597E-04
1.615121 1.289946 2.093293E-04
1.615373 1.289946 2.101465E-04
1.615625 1.289946 2.099596E-04
1.615876 1.289946 2.095554E-04
1.616128 1.289946 2.095096E-04
1.616380 1.289946 2.099893E-04
1.616632 1.289946 2.096965E-04
1.616884 1.289946 2.092232E-04
1.617137 1.289945 2.092002E-04
1.617389 1.289945 2.098788E-04
1.617641 1.289945 2.098004E-04
1.617894 1.289945 2.098878E-04
1.618146 1.289945 2.091970E-04
1.618399 1.289945 2.092798E-04
1.618651 1.289945 2.085832E-04
1.618904 1.289944 2.091369E-04
1.619157 1.289944 2.093696E-04
1.619410 1.289944 2.094196E-04
1.619663 1.289944 2.094451E-04
1.619916 1.289945 2.094875E-04
1.620169 1.289945 2.090895E-04
1.620422 1.289944 2.087926E-04
1.620675 1.289944 2.087141E-04
1.620929 1.289944 2.085354E-04
1.621182 1.289944 2.090342E-04
1.621436 1.289944 2.092083E-04
1.621689 1.289944 2.091089E-04
1.621943 1.289944 2.089380E-04
1.622196 1.289944 2.088897E-04
1.622450 1.289944 2.087957E-04
1.622704 1.289944 2.088413E-04
1.622958 1.289944 2.086153E-04
1.623212 1.289944 2.089404E-04
1.623466 1.289944 2.090546E-04
1.623721 1.289944 2.087478E-04
1.623975 1.289944 2.086338E-04
1.624229 1.289944 2.087276E-04
1.624484 1.289944 2.092618E-04
1.624738 1.289944 2.079084E-04
1.624993 1.289944 2.082293E-04
1.625248 1.289944 2.081986E-04
1.625502 1.289944 2.073151E-04
1.625757 1.289944 2.081782E-04
1.626012 1.289944 2.083670E-04
1.626267 1.289944 2.079992E-04
1.626522 1.289944 2.076388E-04
1.626778 1.289944 2.076696E-04
1.627033 1.289944 2.078383E-04
1.627288 1.289945 2.075645E-04
1.627544 1.289945 2.076005E-04
1.627799 1.289945 2.069947E-04
1.628055 1.289945 2.069887E-04
1.628310 1.289945 2.065047E-04
1.628566 1.289945 2.064370E-04
1.628822 1.289944 2.063050E-04
1.629078 1.289945 2.070515E-04
1.629334 1.289945 2.068194E-04
1.629590 1.289945 2.060762E-04
1.629846 1.289945 2.058084E-04
1.630102 1.289945 2.061743E-04
1.630358 1.289945 2.057407E-04
1.630615 1.289945 2.061062E-04
1.630871 1.289946 2.059731E-04
1.631128 1.289946 2.054993E-04
1.631385 1.289946 2.054376E-04
1.631641 1.289946 2.049216E-04
1.631898 1.289946 2.047188E-04
1.632155 1.289946 2.048385E-04
1.632412 1.289946 2.040166E-04
1.632669 1.289946 2.037880E-04
1.632926 1.289946 2.044027E-04
1.633183 1.289947 2.037137E-04
1.633440 1.289946 2.036053E-04
1.633698 1.289947 2.035568E-04
1.633955 1.289947 2.031199E-04
1.634213 1.289947 2.027317E-04
1.634470 1.289947 2.024416E-04
1.634728 1.289947 2.021963E-04
1.634986 1.289947 2.021652E-04
1.635244 1.289947 2.023979E-04
1.635501 1.289948 2.014904E-04
1.635759 1.289948 2.013364E-04
1.636018 1.289948 2.012740E-04
1.636276 1.289948 2.009005E-04
1.636534 1.289948 2.009266E-04
1.636792 1.289948 2.005140E-04
1.637051 1.289948 2.003352E-04
1.637309 1.289949 1.995416E-04
1.637568 1.289948 1.988923E-04
1.637826 1.289949 1.993019E-04
1.638085 1.289949 1.981888E-04
1.638344 1.289949 1.985579E-04
1.638603 1.289949 1.980929E-04
1.638862 1.289949 1.980803E-04
1.639121 1.289949 1.970947E-04
1.639380 1.289949 1.967142E-04
1.639639 1.289949 1.967591E-04
1.639899 1.289949 1.965955E-04
1.640158 1.289949 1.959912E-04
1.640418 1.289949 1.959117E-04
1.640677 1.289950 1.952953E-04
1.640937 1.289950 1.947714E-04
1.641197 1.289950 1.946690E-04
1.641456 1.289950 1.944396E-04
1.641716 1.289950 1.939604E-04
1.641976 1.289950 1.935300E-04
1.642236 1.289950 1.928100E-04
1.642496 1.289950 1.925449E-04
1.642757 1.289950 1.922697E-04
1.643017 1.289950 1.917699E-04
1.643277 1.289950 1.912567E-04
1.643538 1.289950 1.912546E-04
1.643798 1.289950 1.908647E-04
1.644059 1.289950 1.902418E-04
1.644320 1.289950 1.903833E-04
1.644580 1.289951 1.894076E-04
1.644841 1.289951 1.887561E-04
1.645102 1.289951 1.888215E-04
1.645363 1.289951 1.881428E-04
1.645624 1.289951 1.878220E-04
1.645886 1.289951 1.873009E-04
1.646147 1.289951 1.867386E-04
1.646408 1.289951 1.867374E-04
1.646670 1.289951 1.856720E-04
1.646931 1.289951 1.852690E-04
1.647193 1.289951 1.848908E-04
1.647455 1.289951 1.842308E-04
1.647716 1.289951 1.841109E-04
1.647978 1.289951 1.835992E-04
1.648240 1.289951 1.831413E-04
1.648502 1.289951 1.823314E-04
1.648765 1.289951 1.818031E-04
1.649027 1.289950 1.816290E-04
1.649289 1.289951 1.816255E-04
1.649551 1.289951 1.804735E-04
1.649814 1.289951 1.803833E-04
1.650076 1.289951 1.799308E-04
1.650339 1.289951 1.792345E-04
1.650602 1.289951 1.785324E-04
1.650864 1.289950 1.779663E-04
1.651127 1.289950 1.780814E-04
1.651390 1.289950 1.777574E-04
1.651653 1.289950 1.769702E-04
1.651917 1.289950 1.762215E-04
1.652180 1.289950 1.760164E-04
1.652443 1.289950 1.753831E-04
1.652706 1.289950 1.749314E-04
1.652970 1.289950 1.745408E-04
1.653233 1.289950 1.737701E-04
1.653497 1.289950 1.731791E-04
1.653761 1.289950 1.727643E-04
1.654025 1.289950 1.717310E-04
1.654288 1.289950 1.715804E-04
1.654552 1.289949 1.709645E-04
1.654816 1.289949 1.708513E-04
1.655081 1.289949 1.703655E-04
1.655345 1.289949 1.692915E-04
1.655609 1.289949 1.684229E-04
1.655873 1.289949 1.689749E-04
1.656138 1.289949 1.677388E-04
1.656403 1.289948 1.672343E-04
1.656667 1.289948 1.673603E-04
1.656932 1.289949 1.662448E-04
1.657197 1.289948 1.654933E-04
1.657462 1.289948 1.650424E-04
1.657727 1.289948 1.647894E-04
1.657992 1.289948 1.640733E-04
1.658257 1.289947 1.634207E-04
1.658522 1.289947 1.636625E-04
1.658787 1.289947 1.622209E-04
1.659053 1.289947 1.620862E-04
1.659318 1.289947 1.614814E-04
1.659584 1.289946 1.604473E-04
1.659850 1.289946 1.609020E-04
1.660115 1.289946 1.605885E-04
1.660381 1.289946 1.592573E-04
1.660647 1.289946 1.589590E-04
1.660913 1.289946 1.575827E-04
1.661179 1.289945 1.577583E-04
1.661445 1.289945 1.569226E-04
1.661712 1.289945 1.563900E-04
1.661978 1.289945 1.558146E-04
1.662244 1.289944 1.551569E-04
1.662511 1.289944 1.548050E-04
1.662777 1.289944 1.537274E-04
1.663044 1.289943 1.531314E-04
1.663311 1.289943 1.530972E-04
