hudgins1993
120
pe
wavel  n  k
2.7527734192  1.1558  0.00073272
2.7498212616  1.1584  0.0
2.7469508845  1.1609  0.0
2.7440111956  1.1633  0.0
2.7411529289  1.1655  0.0
2.7382256298  1.1676  0.0
2.7353045762  1.1698  0.0
2.7324644097  1.1723  0.0
2.7295556283  1.1747  0.0
2.7267273818  1.1768  0.0
2.7238307956  1.1781  0.0
2.7210143942  1.1793  0.0
2.7181299266  1.1808  0.0
2.7152515681  1.1825  0.0
2.7124528711  1.1844  0.0
2.7095865171  1.1863  0.0
2.7067994803  1.1881  0.0
2.7039450558  1.1898  0.0
2.7011696064  1.1914  0.0
2.6983270372  1.193  0.0
2.6954904445  1.1946  0.0
2.6927323155  1.196  0.0
2.6899074672  1.1974  0.0
2.687160746  1.199  0.0
2.6843475693  1.2003  0.0
2.6815402767  1.2017  0.0
2.6788106081  1.203  0.0
2.6760148786  1.2041  0.0
2.6732964418  1.2054  0.0
2.6705122042  1.2065  0.0
2.6678049301  1.2076  0.0
2.6650321136  1.2089  0.0
2.6622650551  1.21  0.0
2.6595744681  1.211  0.0
2.6568187253  1.2121  0.0
2.65413913  1.2133  0.0
2.6513946336  1.2144  0.0
2.6487259628  1.2154  0.0
2.6459926441  1.2163  0.0
2.6432649609  1.2173  0.0
2.6406126221  1.2184  0.0
2.6378960141  1.2193  0.0
2.6352544338  1.2204  0.0
2.6325488338  1.2215  0.0
2.6298487837  1.2221  0.0
2.6272232877  1.2228  0.0
2.6245341452  1.2239  0.0
2.6219192449  1.2249  0.0
2.619240944  1.2259  0.0
2.6166365753  1.2266  0.0
2.6139690506  1.2272  0.0
2.6113069591  1.2281  0.0
2.6087183367  1.2289  0.0
2.6060669238  1.2296  0.0
2.6034886748  1.2305  0.0
2.6008478764  1.2313  0.0
2.5982799387  1.2321  0.0
2.5956496911  1.2326  0.0
2.5930247634  1.2331  0.0
2.5904722431  1.234  0.0
2.5878577713  1.2348  0.0
2.5853154085  1.2355  0.0
2.5827113304  1.2362  0.0
2.5801124929  1.2369  0.0
2.5775853181  1.2376  0.0
2.5749967813  1.2383  0.0
2.5724796131  1.2389  0.0
2.5699013158  1.2396  0.0
2.567394095  1.2402  0.0
2.5648259766  1.2409  0.0
2.5622629907  1.2413  0.0
2.5597706446  1.2417  0.0
2.5572177471  1.2424  0.0
2.5547352017  1.243  0.0
2.5521923332  1.2435  0.0
2.5497195309  1.2441  0.0
2.5471866324  1.2445  0.0
2.5446587613  1.2452  0.0
2.5422005288  1.2458  0.0
2.5396825397  1.2463  0.0
2.5372339076  1.247  0.0
2.5347257427  1.2478  0.0
2.5322225317  1.2483  0.0
2.5297882567  1.2487  0.0
2.5272947837  1.2492  0.0
2.5248699692  1.2496  0.0
2.5223861773  1.2501  0.0
2.5199707683  1.2506  0.0
2.5174966014  1.251  0.0
2.515027288  1.2516  0.0
2.5126259454  1.2522  0.0
2.510166173  1.2528  0.0
2.5077740997  1.2535  0.0
2.5053238131  1.2541  0.0
2.5029409556  1.2548  0.0
2.5005001  1.2555  0.0
