hudgins1993
120
pe
wavel  n  k
8.5940185631  1.317  0.0032738
8.5653104925  1.318  0.004971
8.5367935803  1.3186  0.0049675
8.5091899251  1.3195  0.0049729
8.4810448647  1.3204  0.0049807
8.4537999831  1.3215  0.0049918
8.4260195484  1.3226  0.0050052
8.3991264908  1.3241  0.0050247
8.3717036417  1.3251  0.0066669
8.344459279  1.3255  0.006657
8.3180835136  1.3263  0.0066547
8.2911864688  1.3273  0.0066572
8.2651458798  1.3286  0.0066665
8.2385895535  1.3295  0.0082707
8.2122033342  1.3299  0.008253
8.1866557511  1.3306  0.0082446
8.1606006202  1.3317  0.0082417
8.1353726001  1.3322  0.0098115
8.1096423648  1.333  0.0082204
8.0847279489  1.3341  0.0097917
8.05931657  1.3347  0.0097737
8.0340644332  1.3358  0.0097669
8.0096115338  1.3366  0.011308
7.9846694347  1.337  0.011283
7.9605158414  1.3379  0.011267
7.9358781049  1.3385  0.012788
7.9120183559  1.3389  0.012755
7.8876794447  1.3397  0.012733
7.8634898168  1.3403  0.014233
7.8400627205  1.3405  0.014196
7.8161638268  1.3413  0.014167
7.7930174564  1.3418  0.015649
7.7694040867  1.342  0.015606
7.745933385  1.3427  0.015572
7.7232004943  1.3431  0.017035
7.7000077  1.3432  0.016988
7.6775431862  1.3439  0.016949
7.6546233925  1.3442  0.018395
7.6324225309  1.3442  0.018343
7.6097709459  1.3447  0.018296
7.5872534143  1.3455  0.018254
7.5654410652  1.346  0.019682
7.5431847326  1.3463  0.01963
7.5216246709  1.3466  0.021042
7.4996250187  1.3465  0.020983
7.4783128926  1.3471  0.020931
7.4565655059  1.3473  0.022328
7.4349442379  1.3473  0.022266
7.4139976275  1.3478  0.022209
7.3926221631  1.348  0.023591
7.3719130114  1.3479  0.023526
7.3507791826  1.3484  0.023465
7.3297661805  1.3486  0.024833
7.3094072071  1.3484  0.024765
7.2886297376  1.3487  0.024698
7.2684983282  1.3493  0.024636
7.2479524534  1.3497  0.025987
7.2280448139  1.3499  0.025918
7.207726683  1.35  0.027258
7.187522461  1.3501  0.027185
7.1679449502  1.35  0.028515
7.1479628306  1.3497  0.028436
7.128599943  1.3497  0.02836
7.1088362835  1.3501  0.028286
7.089684509  1.3502  0.029601
7.0701357466  1.3501  0.029521
7.0506944934  1.3504  0.029444
7.0318543  1.3505  0.030746
7.0126227209  1.3503  0.030663
6.9939851728  1.3507  0.030584
6.974959894  1.3509  0.031874
6.9560378408  1.3502  0.033156
6.9376994589  1.3498  0.031703
6.9189787587  1.3505  0.031622
6.900835001  1.3507  0.032897
6.882312457  1.3509  0.032811
6.8643602416  1.3502  0.03543
6.846032724  1.3498  0.032638
6.8278028131  1.3504  0.033899
6.8101334786  1.3506  0.033812
6.7920940026  1.3506  0.035064
6.7746087663  1.3503  0.034972
6.7567567568  1.3503  0.034883
6.7394527564  1.3508  0.034794
6.7217853062  1.351  0.036032
6.704210244  1.3511  0.03594
6.6871740003  1.3512  0.037169
6.6697792303  1.3506  0.038394
6.6529173042  1.3506  0.03698
6.6357000664  1.3503  0.039515
6.6185717122  1.3497  0.038102
6.6019673863  1.3502  0.038006
6.5850125115  1.3503  0.039215
6.5685759327  1.3503  0.039117
6.5517919151  1.3502  0.040318
6.5355205542  1.3501  0.040217
6.518904824  1.3499  0.041412
6.5023733663  1.3494  0.041309
6.4863462412  1.3495  0.041206
6.4699792961  1.3494  0.042391
6.4541112689  1.3491  0.042286
6.4379063928  1.3494  0.042181
6.4221951063  1.3498  0.043355
6.4061499039  1.3489  0.045809
6.3901846763  1.348  0.04442
6.3747051699  1.3484  0.04431
6.3588960956  1.3489  0.045471
6.3435676224  1.3474  0.049181
6.3279124217  1.3459  0.046522
6.3123343012  1.3463  0.046408
6.2972292191  1.3461  0.047558
6.2818016207  1.3459  0.047443
6.2668421382  1.3456  0.048588
6.2515628907  1.3452  0.048471
6.2367469128  1.3449  0.04961
6.2216138866  1.3445  0.049491
6.2065541212  1.3443  0.050624
6.1919504644  1.3435  0.051755
6.1770337884  1.3429  0.051632
6.1625685586  1.3423  0.052757
6.1477929423  1.3418  0.052632
6.1334641806  1.3414  0.053751
6.1188276326  1.3407  0.054869
6.104260774  1.3396  0.055985
6.0901339829  1.3389  0.055853
6.0757032627  1.3379  0.058206
6.0617081894  1.3369  0.058072
6.0474117078  1.3342  0.062916
6.0331825038  1.3316  0.059053
6.0193824114  1.3306  0.060153
6.0052846505  1.3292  0.060015
5.9916117436  1.3274  0.061113
5.9776436129  1.3254  0.060972
5.9640961412  1.3237  0.060829
5.950255861  1.3215  0.06192
5.9364796676  1.3186  0.061774
5.9231179293  1.316  0.060393
5.9094669661  1.3142  0.059016
5.8962264151  1.3111  0.061321
5.8826989823  1.3073  0.057475
5.8692334781  1.3051  0.054877
5.8561724057  1.3031  0.052291
5.8428279287  1.3014  0.049721
5.8298839853  1.2999  0.047165
5.8166589111  1.2981  0.044618
5.8038305281  1.2973  0.039717
5.7907232613  1.2973  0.037245
5.7776750636  1.2974  0.03362
5.7650178716  1.2973  0.03236
5.7520851309  1.2975  0.027621
5.7395396889  1.2987  0.025272
5.7267208796  1.2997  0.022939
5.7142857143  1.301  0.020635
5.7015793375  1.3021  0.019482
5.6889293435  1.3032  0.017205
5.676657584  1.3044  0.016075
5.6641178137  1.3058  0.01384
5.6519527497  1.3076  0.012757
5.6395217686  1.3083  0.013861
5.6271453492  1.3091  0.010534
5.6151384132  1.3106  0.010562
5.6028686688  1.3116  0.0094751
5.5909650006  1.313  0.0084065
5.5788005579  1.3141  0.0084258
5.5669988309  1.3151  0.0073574
5.5549383402  1.316  0.0073739
5.5429299928  1.317  0.006313
5.5312793849  1.3179  0.0063313
5.5193729992  1.3188  0.0052792
5.507821106  1.3198  0.0053002
5.4960153888  1.3207  0.004261
5.4845609609  1.3219  0.0042924
5.472854641  1.3227  0.004312
5.4611981869  1.3233  0.0043216
5.4498882773  1.3241  0.0032902
5.4383293452  1.3251  0.0033178
5.4271138608  1.3258  0.003337
5.4156512321  1.3263  0.0033466
5.4045289953  1.3271  0.0023279
5.3931614713  1.3281  0.0023579
5.3818416662  1.3289  0.0023801
5.370857726  1.3295  0.0023984
5.3596312574  1.3301  0.0024127
5.3487376979  1.3305  0.0024207
5.3376034161  1.3311  0.0014186
5.3265153936  1.3321  0.0014485
5.3157559005  1.3329  0.0014712
5.3047583683  1.3335  0.0014918
5.2940865054  1.3342  0.0015102
5.2831783601  1.3348  0.0015278
5.2725930613  1.3354  0.0015444
5.2617732176  1.3359  0.0015597
5.2509976896  1.3365  0.0015749
5.2405408238  1.337  0.0015888
5.2298519952  1.3375  0.0016024
5.219479096  1.338  0.0016153
5.2088759246  1.3384  0.0016276
5.1983157457  1.3388  0.0016374
5.1880674449  1.3391  0.001644
5.1775913845  1.3397  0.00067884
5.1674245556  1.3408  0.00071073
5.1570316126  1.3413  0.001703
5.146945288  1.3414  0.0017031
5.1366344771  1.342  0.00074625
5.1263648947  1.3425  0.001731
5.1163980558  1.3428  0.00077266
5.1062091503  1.3437  0.00079685
5.0963204566  1.3446  0.00082183
5.0862112812  1.3451  0.001797
5.0763998172  1.3453  0.0018006
5.0663694397  1.3456  0.001808
5.0563786216  1.346  0.0018166
5.0466818067  1.3464  0.0018262
5.0367684094  1.3468  0.0018356
5.0271465916  1.3473  0.0018451
5.0173097185  1.3477  0.0018553
5.0075112669  1.3482  0.0018655
4.9980007997  1.3486  0.0018768
4.9882775478  1.3491  0.0018874
4.9788399303  1.3496  0.001899
4.9691910157  1.3502  0.0019116
4.9598254141  1.351  0.0019284
4.9502499876  1.3514  0.0028694
4.9407114625  1.3516  0.0028699
4.931452806  1.3519  0.0028738
4.9219865138  1.3523  0.0028798
4.9127978384  1.3527  0.0028874
4.9034029617  1.3533  0.0028961
4.8942834769  1.354  0.0029088
4.8849592106  1.3544  0.0038341
4.8756704047  1.3546  0.0038326
4.8666536889  1.3549  0.0038353
4.8574343032  1.3554  0.0038403
4.8484848485  1.3561  0.0038491
4.8393341076  1.3565  0.0047634
4.8302178428  1.3567  0.0047605
4.8213683043  1.3571  0.0047616
4.812319538  1.3577  0.0047676
4.8035354021  1.3581  0.0056725
4.7945533874  1.3583  0.0056685
4.7858339316  1.3589  0.0056703
4.7769179325  1.3593  0.0065678
4.7680350927  1.3594  0.0065613
4.7594117367  1.36  0.0065608
4.7505938242  1.3603  0.0074523
4.7420333839  1.3605  0.0074434
4.7332796895  1.3611  0.0074407
4.7247814789  1.3615  0.0083271
4.7160913035  1.3619  0.0083196
4.7074330368  1.3622  0.0091999
4.6990273013  1.3626  0.0091903
4.6904315197  1.363  0.010068
4.6820863377  1.363  0.010937
4.6735523672  1.3632  0.010921
4.6650494495  1.3633  0.011788
4.6567942628  1.3635  0.011771
4.6483521592  1.3638  0.012637
4.6401559092  1.3638  0.013495
4.6317739694  1.3638  0.013473
4.6236360274  1.364  0.014331
4.6153136106  1.3638  0.015182
4.6070211002  1.3638  0.015156
4.5989698308  1.3639  0.016007
4.590735895  1.3636  0.016852
4.5827413959  1.3634  0.016821
4.5745654163  1.3633  0.017665
4.5666270892  1.3629  0.018504
4.558508456  1.3625  0.018468
4.5504186385  1.3621  0.019304
4.542563823  1.3617  0.019266
4.5345304494  1.3612  0.020098
4.5267303427  1.3605  0.020055
4.5187528242  1.3599  0.020015
4.5108033741  1.3595  0.019975
4.503084613  1.3591  0.019936
4.4951901465  1.3587  0.019897
4.4875246814  1.3583  0.019858
4.4796846302  1.3578  0.019819
4.4720719109  1.3573  0.019777
4.4642857143  1.357  0.018882
4.4565265832  1.3569  0.018848
4.4489923032  1.3566  0.018813
4.4412861965  1.3561  0.018774
4.4338033165  1.3558  0.017888
4.4261496924  1.3557  0.017854
4.4187176881  1.3555  0.016975
4.4111160124  1.3555  0.016946
4.4035404465  1.3555  0.016074
4.3961841122  1.3556  0.01605
4.3886597033  1.3554  0.016019
4.3813529618  1.3552  0.015153
4.3738791935  1.3555  0.014298
4.3664308794  1.3559  0.01428
4.3591979076  1.3559  0.014257
4.3517994691  1.3561  0.013408
4.3446148499  1.3565  0.013392
4.3372657876  1.3567  0.013372
4.3301290378  1.3566  0.01335
4.3228288592  1.3568  0.01251
4.3155532539  1.3572  0.012495
4.3084877208  1.3573  0.012478
4.3012602693  1.3573  0.012457
4.2942414223  1.3575  0.011625
4.2870616479  1.3579  0.011613
4.2800890259  1.358  0.011597
4.2729564586  1.358  0.011578
4.2658476239  1.3582  0.010755
4.2589437819  1.3586  0.010744
4.2518814575  1.3587  0.010728
4.2450227109  1.3589  0.0099137
4.2380064418  1.3594  0.0099054
4.2310133277  1.3597  0.0098943
4.2242216872  1.3597  0.0098802
4.2172739541  1.36  0.009074
4.2105263158  1.3605  0.0090681
4.2036235235  1.3609  0.0090593
4.1969194611  1.3611  0.0090488
4.1900611749  1.3612  0.0090358
4.1832252667  1.3615  0.0082397
4.1765860586  1.362  0.008235
4.1697940122  1.3623  0.0082274
4.1631973356  1.3626  0.0082188
4.1564487302  1.3627  0.0082078
4.1498941777  1.363  0.0074214
4.1431885979  1.3636  0.0074186
4.1365046536  1.364  0.0074133
4.130012803  1.3643  0.0074069
4.1233712683  1.3646  0.0073999
4.1169205434  1.3648  0.007392
4.1103210161  1.3649  0.0073822
4.1037426133  1.3652  0.0066078
4.0973531099  1.3658  0.0066054
4.0908161178  1.3662  0.0066015
4.0844667729  1.3665  0.0065962
4.0779708017  1.3668  0.0065901
4.0716612378  1.3671  0.0065836
4.0652059027  1.3672  0.006575
4.0587710041  1.3675  0.0058123
4.0525206679  1.368  0.0058108
4.0461258345  1.3684  0.0058076
4.0399143538  1.3688  0.0058027
4.0335592126  1.3689  0.0057966
4.0273862263  1.3693  0.0050431
4.0210704089  1.3699  0.0050429
4.0147743697  1.3704  0.0050414
4.0086587028  1.3708  0.005039
4.0024014409  1.3712  0.0050358
3.9963233825  1.3716  0.0050324
3.9901045407  1.3719  0.0050282
3.9839050237  1.372  0.005023
3.9778829707  1.3724  0.0042818
3.971721344  1.3731  0.004282
3.9657360406  1.3736  0.0042807
3.959611958  1.374  0.0042792
3.9536630688  1.3744  0.0042767
3.9475761882  1.3748  0.004274
3.941508021  1.3751  0.0042704
3.9356133653  1.3753  0.0042662
3.9295818925  1.3757  0.0035369
3.9237228282  1.3764  0.0035377
3.9177277179  1.3769  0.0035367
3.9119039236  1.3774  0.0035353
3.9059448481  1.3778  0.0035334
3.9000039  1.3781  0.0035302
3.8942326415  1.3787  0.0028114
3.8883272416  1.3792  0.0035276
3.8825904644  1.3795  0.0028093
3.8767202946  1.3802  0.0028094
3.8708678486  1.3808  0.0028086
3.8651824366  1.3813  0.0028074
3.8593647486  1.3818  0.0028061
3.8537130525  1.3823  0.0028043
3.8479298138  1.3827  0.0028023
3.8423115346  1.3831  0.0027996
3.8365624401  1.3835  0.0027967
3.8308305241  1.384  0.0020913
3.8252620304  1.3847  0.0020908
3.8195638058  1.3854  0.0020899
3.814027995  1.386  0.0020884
3.8083631655  1.3866  0.0020868
3.8028597505  1.3872  0.0020844
3.7972280235  1.3877  0.0020823
3.7916129521  1.3883  0.0020795
3.7861578071  1.3889  0.0020768
3.7805754036  1.3894  0.002074
3.7751519499  1.39  0.0020704
3.76960193  1.3905  0.002067
3.7640682049  1.391  0.0020633
3.7586919752  1.3914  0.0020594
3.7531902117  1.3921  0.0013692
3.7478449891  1.3929  0.0013657
3.7423749111  1.3937  0.0013617
3.7370604283  1.3944  0.0013574
3.7316217628  1.3952  0.0013526
3.7261989045  1.3957  0.0020285
3.7209302326  1.3962  0.0013438
3.7155383815  1.3971  0.0013378
3.7102997922  1.3979  0.0013316
3.7049386833  1.3987  0.0013251
3.6997299197  1.3996  0.0013171
3.6943992907  1.4002  0.0019834
3.6890840004  1.4007  0.0019761
3.6839196906  1.4012  0.0019687
3.6786344909  1.4021  0.0012887
3.6734993755  1.403  0.0019477
3.6682440116  1.4036  0.0019385
3.663003663  1.4042  0.0019285
3.6579120638  1.4049  0.0019175
3.6527011725  1.4057  0.0019063
3.6476381543  1.4064  0.0018945
3.6424564726  1.4072  0.0018821
3.6374217954  1.408  0.001869
3.6322690785  1.4088  0.0018553
3.6271309394  1.4097  0.0018406
3.6221385106  1.4106  0.001825
3.6170289724  1.4116  0.0018076
3.6120642947  1.4124  0.0024483
3.6069831193  1.4129  0.0024349
3.6020459621  1.4138  0.0017611
3.5969929139  1.4149  0.0023941
3.591954023  1.4156  0.0023766
3.5870578951  1.4164  0.0023571
3.5820467815  1.4173  0.0023366
3.5771776069  1.4182  0.0023148
3.5721940416  1.4191  0.002292
3.5672243427  1.4201  0.0022684
3.5623953546  1.4211  0.0022429
3.5574528637  1.4221  0.0022166
3.5526502771  1.4232  0.0021883
3.5477347713  1.4245  0.0021567
3.5429583702  1.4255  0.0027702
3.5380696292  1.4263  0.0027442
3.533194361  1.4273  0.0027146
3.5284570058  1.4283  0.0026832
3.5236081748  1.4293  0.0026529
3.5188964741  1.4305  0.0019774
3.5140738658  1.4321  0.0019311
3.5093876119  1.4334  0.0025246
3.5045910142  1.4345  0.0024865
3.4998075106  1.4358  0.0024439
3.4951592045  1.4371  0.002398
3.4904013962  1.4385  0.0023482
3.4857780257  1.4401  0.0022931
3.4810457061  1.4415  0.0028709
3.4763262185  1.4428  0.002821
3.4717400361  1.4442  0.0027645
3.4670457303  1.4458  0.0027025
3.462483986  1.4475  0.0026329
3.4578146611  1.4492  0.0031899
3.45327716  1.4508  0.0031201
3.4486326172  1.4524  0.0036734
3.444000551  1.454  0.0036023
3.4394992089  1.4558  0.0035182
3.4348916292  1.4576  0.004056
3.430414051  1.4593  0.0039714
3.425830764  1.4614  0.0038704
3.421376762  1.4636  0.0043834
3.4168175761  1.4655  0.0048994
3.4122705248  1.4674  0.0054187
3.4078516903  1.4694  0.0053074
3.4033284552  1.4716  0.0058016
3.3989327351  1.4738  0.0062966
3.3944331297  1.4758  0.0067933
3.3899454219  1.4781  0.0066567
3.3855841826  1.4806  0.0071198
3.3811198269  1.4831  0.0075784
3.3767812521  1.4857  0.0080245
3.3723400668  1.4883  0.0090893
3.3680239803  1.4907  0.0095373
3.3636057854  1.4934  0.0099635
3.3591991669  1.4961  0.011003
3.3549166303  1.4989  0.011417
3.3505327347  1.5017  0.012439
3.3462722527  1.5047  0.012829
3.3419109047  1.5078  0.013817
3.3376723073  1.511  0.014801
3.3333333333  1.5142  0.015776
3.329005626  1.5175  0.016737
3.3247996808  1.521  0.017674
3.3204940895  1.5245  0.01923
3.3163096107  1.5281  0.02015
3.3120259663  1.5318  0.021671
3.3077533739  1.5355  0.023196
3.303600925  1.5396  0.024054
3.299350028  1.5438  0.026148
3.2952186378  1.5481  0.027604
3.2909892714  1.5526  0.029669
3.2868787799  1.5571  0.031731
3.2826707809  1.5618  0.033772
3.2784735427  1.5668  0.035776
3.2743942371  1.572  0.038397
3.2702181235  1.5775  0.040994
3.2661593233  1.5833  0.044218
3.2620041754  1.5889  0.048124
3.2579657262  1.5948  0.051355
3.2538313865  1.601  0.055904
3.2497075263  1.6072  0.060487
3.2456994482  1.6134  0.065783
3.241596162  1.6198  0.071121
3.2376080552  1.6263  0.077183
3.2335251892  1.6329  0.084031
3.2294526078  1.6392  0.091732
3.225494307  1.6454  0.099574
3.2214419174  1.6515  0.1083
3.2175032175  1.6572  0.11802
3.2134708699  1.6624  0.128
3.2095516256  1.6673  0.13822
3.2055391717  1.6719  0.14952
3.2015367376  1.6759  0.16117
3.1976465322  1.6793  0.17317
3.1936637711  1.6824  0.18549
3.1897926635  1.6846  0.19912
3.1858294307  1.6859  0.21231
3.1819772807  1.6866  0.22591
3.1780334329  1.6868  0.23895
3.1740993493  1.6864  0.25335
3.1702754969  1.6851  0.26723
3.1663605851  1.683  0.28155
3.1625553447  1.6802  0.29524
3.1586594649  1.6768  0.30932
3.1547731718  1.6727  0.3227
3.1509957146  1.6683  0.3364
3.1471282455  1.6629  0.35053
3.143369063  1.6567  0.3639
3.1395202813  1.6501  0.37636
3.1357792411  1.6433  0.38908
3.1319490119  1.6357  0.40214
3.1281281281  1.6276  0.41423
3.1244141723  1.6188  0.42661
3.1206116399  1.6096  0.43794
3.1169155004  1.6  0.44948
3.1131311873  1.5902  0.45986
3.1093560524  1.5798  0.47187
3.105686512  1.5688  0.48128
3.1019294001  1.5576  0.49229
3.0982773578  1.5457  0.50208
3.0945381402  1.5331  0.51208
3.0909034711  1.5202  0.52075
3.0871820203  1.5071  0.52952
3.0834695199  1.4932  0.5385
3.0798607903  1.4787  0.54607
3.0761658669  1.4641  0.55374
3.0725742027  1.4485  0.56161
3.0688967316  1.4317  0.56807
3.0653220121  1.4148  0.57295
3.0616618701  1.3976  0.57789
3.0580104584  1.38  0.58124
3.0544610403  1.3619  0.58466
3.0508267741  1.3431  0.58649
3.0472940029  1.3242  0.58666
3.0436767615  1.3056  0.58507
3.0400680975  1.2872  0.58346
3.0365601846  1.2686  0.58017
3.0329683661  1.2507  0.57514
3.0294768094  1.2329  0.57011
3.0259017187  1.2161  0.56167
3.0224264039  1.2002  0.55482
3.0188679245  1.1852  0.54468
3.0153178145  1.1714  0.53608
3.011866755  1.1581  0.52592
3.0083330826  1.1461  0.51572
3.0048979837  1.1346  0.50557
3.0013806351  1.1243  0.49388
2.9979613863  1.1153  0.4837
2.9944602485  1.1067  0.47358
2.9909672788  1.0985  0.46354
2.9875717017  1.091  0.45354
2.9840947749  1.0839  0.4436
2.9807147754  1.0776  0.43371
2.9772537811  1.0714  0.42529
2.9738008148  1.0655  0.41558
2.9704440814  1.0599  0.40727
2.9670068835  1.054  0.39906
2.9636654614  1.0485  0.38959
2.9602439241  1.0432  0.38149
2.956917709  1.0389  0.37086
2.9535117254  1.0346  0.36541
2.9501135794  1.029  0.35752
2.9468100781  1.0233  0.34969
2.9434273268  1.0176  0.34069
2.9401387746  1.0122  0.33175
2.9367713136  1.0073  0.32169
2.9334976092  1.0023  0.31291
2.9301453352  0.9989  0.29956
2.9268007141  0.996  0.29331
2.9235491887  0.9915  0.28366
2.9202196005  0.9877  0.27301
2.9169826731  0.9844  0.2625
2.9136680167  0.9815  0.25214
2.9103608847  0.9787  0.24086
2.9071457643  0.977  0.22875
2.9038534135  0.976  0.21793
2.9006526468  0.9752  0.2063
2.8973749783  0.9751  0.19493
2.8941884696  0.9758  0.18289
2.8909253852  0.9772  0.17212
2.8876696506  0.9791  0.16071
2.8845044421  0.9816  0.15055
2.8812631458  0.9845  0.13977
2.8781119586  0.988  0.13021
2.8748850046  0.992  0.1201
2.8717477457  0.9964  0.11197
2.8685350392  1.0007  0.10321
2.8653295129  1.0057  0.094768
2.8622130631  1.011  0.08739
2.8590216428  1.0162  0.080947
2.8559188919  1.0216  0.073925
2.8527414846  1.027  0.068581
2.8495711395  1.0324  0.062618
2.846488856  1.0378  0.058224
2.8433323856  1.043  0.053179
2.8402635765  1.0482  0.048954
2.8371208897  1.0534  0.044801
2.8340654669  1.0585  0.04138
2.8309364738  1.0636  0.037359
2.8278143823  1.0687  0.034737
2.824778961  1.0733  0.032086
2.8216704289  1.0778  0.029445
2.8186481763  1.0822  0.026831
2.8155531154  1.0867  0.024266
2.812543946  1.091  0.022348
2.8094622689  1.0952  0.020419
2.8063873376  1.0993  0.018505
2.803397718  1.1031  0.017189
2.8003360403  1.1069  0.015261
2.7973592928  1.1106  0.013958
2.7943107832  1.1142  0.012634
2.7912689108  1.1176  0.011306
2.7883113986  1.121  0.0099831
2.7852825669  1.1244  0.0086765
2.7823377202  1.1276  0.0079361
2.7793218455  1.1308  0.0066108
2.776389583  1.134  0.0058733
2.7733865824  1.1369  0.0051113
2.7703900709  1.1398  0.0043388
2.7674766148  1.1426  0.0035612
2.7644928538  1.1454  0.0027836
2.7615917815  1.1482  0.0020102
2.7586206897  1.1511  0.0012572
2.7557319224  1.1536  0.0015684
