hudgins1993
10
pe
wavel  n  k
36.5083421562  1.2857  0.1738
36.252900232  1.2863  0.166
36.0010080282  1.2872  0.1573
35.7525920629  1.289  0.1487
35.5075808685  1.2909  0.142
35.2659049231  1.2936  0.1336
35.0287235533  1.2953  0.1289
34.7935005741  1.2977  0.1208
34.5614156356  1.3004  0.1154
34.3324063584  1.303  0.1092
34.1064120055  1.3056  0.104
33.8833734287  1.3073  0.0997
33.6632330169  1.3095  0.0922
33.4459346466  1.3118  0.0881
33.2314236342  1.3136  0.0816
33.0196466898  1.3166  0.0744
32.8116284411  1.3197  0.0689
32.605151614  1.3234  0.0627
32.4012571688  1.3267  0.0582
32.1998969603  1.3312  0.0498
32.0010240328  1.3358  0.0478
31.8045925832  1.3403  0.0405
31.6105579263  1.3451  0.0385
31.418876461  1.349  0.0336
31.2295056369  1.3535  0.0296
31.0424039238  1.358  0.0256
30.858482997  1.3629  0.021
30.6757876008  1.3676  0.0186
30.4952427421  1.3726  0.0135
30.3168106715  1.3779  0.0112
30.1404545181  1.3832  0.0069
29.9661382638  1.3894  0.0033
29.7938267191  1.3955  0.0012
29.6234854993  1.4023  0.0
29.4550810015  1.4092  0.0
29.2894382286  1.416  0.0
29.124799767  1.4228  0.0
28.9620018536  1.4291  0.0
28.8010137957  1.4346  0.0
28.6418055794  1.4395  0.0
28.4843478509  1.4443  0.0010999
28.328611898  1.4484  0.0025001
28.1745696334  1.4526  0.0027
28.0221935773  1.4567  0.0046999
27.871456841  1.4604  0.0053999
27.7231016606  1.4643  0.0062
27.5755570263  1.468  0.0075001
27.4295745673  1.4721  0.0075999
27.2851296044  1.4761  0.0101
27.1421979752  1.4797  0.0107
27.0007560212  1.4837  0.0125
26.8607805743  1.4873  0.0149
26.7222489445  1.4906  0.0166
26.5851389074  1.4937  0.0195
26.4494286923  1.4965  0.0212
26.3157894737  1.499  0.024
26.182808368  1.5013  0.0257
26.0511644871  1.5037  0.0279
25.9208377615  1.5054  0.0306
25.7918085216  1.507  0.0316
25.6640574875  1.5091  0.0327
25.5375657592  1.5116  0.0337
25.4123148078  1.5141  0.0357
25.2882864657  1.5166  0.0372
25.1660962352  1.5189  0.0393
25.0444539057  1.5212  0.0418
24.9239818553  1.5232  0.0438
24.8046632767  1.525  0.0468
24.6864816826  1.5267  0.0482
24.5694208987  1.5281  0.0517
24.453465056  1.5295  0.0526
24.3385985835  1.5308  0.056
24.2248062016  1.5318  0.0574
24.112654321  1.5328  0.0593
24.0009600384  1.534  0.0611
23.8902957619  1.5353  0.0624
23.7806473092  1.5365  0.0647
23.6720007575  1.5379  0.0655
23.564342437  1.5395  0.0678
23.4576589256  1.541  0.0695
23.3519370432  1.5423  0.0722
23.247163846  1.5433  0.0739
23.1433266218  1.5448  0.0756
23.0404128842  1.5461  0.0787
22.9389365509  1.5468  0.0804
22.8378285793  1.5477  0.0835
22.7376080036  1.5483  0.0851
22.6382631924  1.5491  0.0872
22.5397827165  1.5498  0.0893
22.4421553446  1.5504  0.0914
22.3453700393  1.551  0.0935
22.2494159528  1.5517  0.095
22.1542824228  1.5528  0.097
22.060445621  1.5533  0.0991
21.9669178218  1.554  0.102
21.8741797183  1.5545  0.1035
21.7822213509  1.5553  0.1054
21.691032927  1.556  0.1083
21.6006048169  1.5564  0.1103
21.5109275512  1.5569  0.1131
21.4219918168  1.557  0.1155
21.3337884542  1.5573  0.1174
21.2463084539  1.5576  0.1206
21.1599906896  1.557  0.1221
21.0739273371  1.5572  0.1249
20.9885612341  1.5572  0.1263
20.9038839416  1.5573  0.1291
20.8198871562  1.5572  0.1309
20.7365627074  1.557  0.1337
20.6539025549  1.5568  0.1355
20.5718987863  1.5567  0.1378
20.4905436141  1.5567  0.1405
20.4102459435  1.5556  0.1428
20.3301618281  1.5553  0.145
20.250703712  1.5546  0.1473
20.1718642837  1.5537  0.1496
20.0936363454  1.5526  0.1519
20.0160128102  1.5512  0.1538
19.9389867007  1.5507  0.1538
19.8625511461  1.5497  0.1579
19.7866993807  1.5482  0.1585
19.7118132897  1.5464  0.1592
19.637106276  1.546  0.1596
19.5629633977  1.5462  0.16
19.4893782888  1.5456  0.1637
19.416344679  1.5442  0.1642
19.3438563912  1.5428  0.1663
19.2719073407  1.5419  0.165
19.2004915326  1.5411  0.1672
19.1296030607  1.5417  0.1637
19.0592361058  1.5428  0.1694
18.9897455374  1.5411  0.1695
18.9204018693  1.5407  0.1718
18.8515627946  1.5399  0.1718
18.7832228254  1.5391  0.174
18.7153765534  1.538  0.174
18.648018648  1.5384  0.1725
18.5811438552  1.5386  0.176
18.514746996  1.5379  0.176
18.4488229651  1.5387  0.1762
18.3837046842  1.5378  0.1796
18.3187088974  1.537  0.18
18.2541710781  1.5365  0.1801
18.1900864029  1.5365  0.1804
18.126450116  1.5372  0.1804
18.0632575279  1.5381  0.1823
18.0005040141  1.5378  0.1855
17.9381850144  1.5368  0.1859
17.8762960315  1.537  0.1857
17.8148326296  1.5372  0.1876
17.7537904343  1.5379  0.1878
17.6934781839  1.5381  0.1897
17.6332633881  1.538  0.1932
17.5734570505  1.5369  0.1934
17.5140550292  1.5373  0.1932
17.4550532379  1.5379  0.1952
17.3964476454  1.5381  0.197
17.3382342742  1.5377  0.1989
17.2804092001  1.5379  0.1989
17.2229685509  1.5392  0.2008
17.1662031792  1.5381  0.2044
17.1095180249  1.538  0.2046
17.0532060027  1.5379  0.2064
16.9972634406  1.5383  0.2065
16.9416867143  1.5391  0.2086
16.8864722471  1.5398  0.2105
16.8316165084  1.54  0.214
16.7771160138  1.5395  0.2162
16.7229673233  1.5395  0.2184
16.6694449075  1.5379  0.2206
16.6159879036  1.5382  0.2209
16.5628726646  1.5387  0.2229
16.5100959237  1.5383  0.2264
16.4576544551  1.5379  0.227
16.4055450742  1.5384  0.2288
16.3537646366  1.5382  0.2327
16.3023100373  1.5372  0.2345
16.2511782104  1.5372  0.2351
16.2003661283  1.5379  0.2386
16.1501316236  1.5365  0.2406
16.0999484802  1.537  0.2424
16.0500762379  1.5367  0.246
16.0005120164  1.536  0.248
15.9512529709  1.5356  0.25
15.9022962916  1.5358  0.252
15.8536392029  1.5358  0.2555
15.8052789632  1.535  0.2592
15.7572128642  1.5345  0.2616
15.7096850208  1.533  0.2641
15.6621977196  1.5328  0.2678
15.6149966428  1.5316  0.2705
15.5680792104  1.5309  0.273
15.5214428733  1.5298  0.277
15.475085113  1.5285  0.2795
15.4290034407  1.5269  0.2839
15.3831953973  1.5247  0.2864
15.337658553  1.5227  0.2888
15.2923905065  1.5218  0.2907
15.2476213711  1.5189  0.2944
15.2028824665  1.5173  0.2962
15.1584053358  1.5156  0.298
15.114187688  1.5137  0.3007
15.070227259  1.512  0.3016
15.026521811  1.5113  0.3027
14.9830691319  1.5109  0.3054
14.9398670352  1.5089  0.3104
14.8969133596  1.5074  0.3091
14.8542059684  1.5079  0.3126
14.8119621406  1.5058  0.3149
14.7697397572  1.5043  0.3168
14.7277574044  1.5489  0.3097
14.6963729352  1.4779  0.3414
14.6548060436  1.5053  0.3372
14.6134736227  1.4997  0.3403
14.572373694  1.4968  0.3427
14.531715469  1.4929  0.3454
14.4910734987  1.4902  0.3509
14.4506582275  1.486  0.3537
14.4104677638  1.4822  0.3564
14.3705002371  1.4786  0.359
14.3307537976  1.475  0.3616
14.291226616  1.4715  0.3643
14.2519168828  1.4679  0.3669
14.2128228087  1.4643  0.3696
14.1739426239  1.4615  0.3721
14.1354743865  1.4563  0.3751
14.0970156618  1.4531  0.3776
14.0587656404  1.4489  0.3805
14.020722628  1.4439  0.3835
13.9828849488  1.4398  0.3832
13.9452509448  1.4364  0.3858
13.9078189758  1.4324  0.3885
13.8705874194  1.4274  0.3916
13.8335546702  1.4239  0.3911
13.7969094923  1.4188  0.3942
13.7602686004  1.4145  0.3971
13.7238218099  1.4099  0.3969
13.6875675824  1.4053  0.3998
13.6515043958  1.4009  0.3996
13.6156307441  1.3964  0.4026
13.579945137  1.3919  0.4023
13.5444460999  1.3873  0.4053
13.5091321733  1.3826  0.4051
13.4740019133  1.3788  0.4079
13.4392345012  1.3724  0.4083
13.4044663682  1.368  0.4112
13.3698776656  1.3619  0.4114
13.3354670081  1.3564  0.4115
13.3012330243  1.3512  0.4115
13.2671743572  1.3462  0.4115
13.2332896635  1.3414  0.4114
13.1995776135  1.3371  0.4111
13.1660368912  1.3312  0.4145
13.1326661939  1.3262  0.4112
13.0996358301  1.3203  0.4114
13.0666004626  1.3165  0.4111
13.0337312966  1.3122  0.4108
13.0010270811  1.3063  0.4142
12.9684865776  1.3001  0.4113
12.9361085598  1.295  0.4113
12.9038918138  1.2889  0.4116
12.8718351375  1.2833  0.4085
12.8399373411  1.279  0.4083
12.8083612983  1.2725  0.4054
12.7767769303  1.269  0.405
12.745347948  1.2633  0.4051
12.7140732076  1.258  0.402
12.6829515765  1.2528  0.402
12.651981933  1.2477  0.3988
12.6211631664  1.2425  0.3988
12.5904941769  1.2367  0.3957
12.5599738753  1.2323  0.3923
12.5296011828  1.2284  0.392
12.4995312676  1.2215  0.3892
12.4694498479  1.218  0.3856
12.4395128687  1.2133  0.3855
12.4097192921  1.2077  0.3824
12.3800680904  1.2028  0.3791
12.3505582452  1.1984  0.3757
12.3211887483  1.1947  0.3722
12.2919586007  1.1903  0.372
12.262866813  1.1858  0.3686
12.2340620756  1.1797  0.3656
12.2052433726  1.1758  0.3621
12.1765601218  1.1713  0.3587
12.1480113705  1.167  0.3553
12.1195961751  1.1627  0.3519
12.0913136003  1.1583  0.3485
12.06316272  1.1535  0.3452
12.0351426164  1.1501  0.3384
12.0072523804  1.1462  0.3381
11.9794911112  1.1426  0.3313
11.9520007649  1.1383  0.3279
11.9244941033  1.1356  0.3242
11.8971137602  1.1319  0.3206
11.8698588674  1.1275  0.3173
11.8427285647  1.1239  0.3106
11.8157219997  1.1212  0.3068
11.7888383279  1.1174  0.3033
11.7620767123  1.1143  0.2966
11.7354363235  1.1126  0.2927
11.7090534401  1.1081  0.2894
11.6826524294  1.1057  0.2825
11.6563702063  1.1031  0.2788
11.6302059709  1.1009  0.272
11.6041589306  1.0992  0.2682
11.5782282995  1.0964  0.2646
11.5524132991  1.094  0.2579
11.5267131577  1.0919  0.2542
11.5011271105  1.09  0.2474
11.4756543992  1.0887  0.2436
11.4504253833  1.0862  0.237
11.425176519  1.0852  0.2332
11.4000387601  1.0838  0.2265
11.375011375  1.0826  0.2227
11.3500936383  1.0815  0.2161
11.3252848309  1.0805  0.2123
11.3005842402  1.0797  0.2057
11.2759911596  1.0789  0.202
11.2515048888  1.0782  0.1953
11.2271247334  1.0781  0.1917
11.2029755103  1.0769  0.1851
11.1788049857  1.0769  0.1815
11.1547385329  1.0766  0.175
11.1307754811  1.0763  0.1714
11.1069151654  1.0757  0.165
11.0831569264  1.0764  0.1585
11.0595001106  1.077  0.1549
11.0359440698  1.0775  0.1485
11.0124881616  1.0785  0.145
10.989252511  1.0786  0.1387
10.9659944512  1.0797  0.1353
10.9428346319  1.0806  0.1291
10.9197724319  1.0816  0.1256
10.8968072355  1.0826  0.1195
10.8739384318  1.0838  0.1162
10.8511654152  1.0851  0.1101
10.8284875851  1.0865  0.1068
10.8059043461  1.0881  0.1009
10.7834151076  1.09  0.0976
10.7611350845  1.0915  0.0918
10.7388316151  1.0941  0.0886
10.7166204066  1.0954  0.0855
10.6945008876  1.0971  0.0798
10.6724724917  1.0992  0.0767
10.6505346568  1.1015  0.0711
10.6286868257  1.1044  0.0681
10.6069284457  1.1063  0.0651
10.5852589684  1.1089  0.0597
10.5637894425  1.1119  0.0568
10.5422956903  1.1147  0.0539
10.5208892256  1.1172  0.0511
10.4995695176  1.1192  0.0483
10.4783360402  1.1221  0.043
10.4571882712  1.1258  0.0403
10.4361256927  1.1295  0.0377
10.4151477909  1.1324  0.0374
10.3942540564  1.1344  0.0347
10.3734439834  1.1369  0.0321
10.3528242505  1.1394  0.0295
10.3321795733  1.1423  0.0269
10.3116170678  1.1454  0.0244
10.2911362444  1.1489  0.0218
10.2707366172  1.1518  0.0217
10.2504177045  1.1542  0.0192
10.2301790281  1.1575  0.0167
10.2100201137  1.1605  0.0166
10.1899404907  1.1633  0.0142
10.170043121  1.166  0.014
10.1501202789  1.1687  0.0116
10.1302753409  1.1714  0.0115
10.1105078508  1.1742  0.0091
10.0908173562  1.1773  0.0089999
10.0712034081  1.1794  0.0089
10.051665561  1.182  0.0065
10.0322033728  1.185  0.0064
10.012816405  1.1876  0.0063
9.9940035978  1.1894  0.0062
9.9740674247  1.1914  0.006
9.9552015928  1.1934  0.0037
9.9364069952  1.1961  0.0036
9.9166997223  1.1986  0.0035
9.8980500841  1.2006  0.0034
9.8794704604  1.2025  0.0032001
9.8609604575  1.2042  0.0031
9.8415510284  1.2059  0.003
9.8231827112  1.2071  0.0028
9.8048828317  1.2088  0.00059998
9.7856933164  1.2113  0.00049996
9.7675327212  1.2132  0.00030005
9.7494394072  1.2149  0.00020003
9.7304660893  1.2163  0.00010002
9.7125097125  1.2182  0.0
9.6946194862  1.2207  0.0
9.6767950455  1.2228  0.0
9.6581031485  1.2247  0.0
9.6404126097  1.2264  0.0
9.622786759  1.2281  0.0
9.6043027276  1.2297  0.0
9.5868085514  1.2313  0.0
9.5693779904  1.2328  0.0
9.5520106983  1.2342  0.0
9.5337973115  1.2357  0.0
9.5165588123  1.237  0.0
9.4993825401  1.2384  0.0
9.4813691097  1.2397  0.0
9.4643195154  1.241  0.0
9.447331129  1.2422  0.0
9.4304036213  1.2434  0.0
9.4126506024  1.2446  0.0
9.3958470356  1.2457  0.0
9.3791033577  1.2466  0.0
9.3615427823  1.2483  0.0
9.3449210354  1.2501  0.0
9.328358209  1.2508  0.0
9.3118539901  1.2518  0.0
9.2945441026  1.2529  0.0
9.2781592132  1.2539  0.0
9.2618319904  1.2549  0.0
9.244707405  1.2559  0.0
9.2284976006  1.2569  0.0
9.2123445417  1.2579  0.0
9.1962479308  1.2589  0.0
9.179364788  1.2599  0.0
9.163383121  1.2609  0.0
9.147457007  1.2619  0.0
9.130752374  1.2629  0.0
9.1149393857  1.2639  0.0
9.0991810737  1.2651  0.0
9.0826521344  1.2655  0.0017999
9.0670051682  1.2658  0.0
9.0514120203  1.267  0.0
9.0358724135  1.268  0.0
9.0195724723  1.269  0.0
9.0041419053  1.27  0.00010002
8.9887640449  1.2709  0.00010002
8.9726334679  1.272  0.00010002
8.9573629523  1.273  0.00020003
8.9421443262  1.2744  0.00020003
8.9269773255  1.2751  0.0021
8.9110675459  1.2754  0.0021
8.8960056934  1.2758  0.0021
8.8809946714  1.2763  0.0021
8.865248227  1.277  0.0021
8.8503407381  1.2776  0.0021
8.8354833009  1.2783  0.0021
8.8206756638  1.2789  0.0021
8.805142203  1.2797  0.0022
8.7904360056  1.2803  0.0022
8.7757788504  1.2809  0.0022
8.7604029785  1.2817  0.0022
8.7458457233  1.2823  0.0022
8.7313367677  1.283  0.0022
8.7168758717  1.2837  0.0023
8.7017055343  1.2845  0.0023
8.6873425419  1.2852  0.0023
8.6730268864  1.2859  0.0023
8.658008658  1.2868  0.0023
8.6437894373  1.2876  0.0024
8.629616845  1.2888  0.0024
8.6154906522  1.2893  0.0041
8.6006708523  1.2895  0.0041
8.5866391894  1.2898  0.0041
8.5726532362  1.2901  0.0041
8.5579803166  1.2908  0.0041
8.5440874915  1.2912  0.0042
8.5302396997  1.2917  0.0042
8.5157114877  1.2924  0.0042
8.5019554498  1.2929  0.0042
8.4882437824  1.2935  0.0042
8.4745762712  1.294  0.0042
8.4602368866  1.2949  0.0042
8.4466593462  1.2955  0.0042
8.4331253162  1.2963  0.0042
8.4189257451  1.2968  0.0059
8.4054803732  1.2972  0.0043
8.3920778785  1.298  0.0059
8.3787180561  1.298  0.0059
8.3647009619  1.2985  0.0059
8.3514280942  1.2988  0.0059
8.3381972817  1.2991  0.0059
8.3243153251  1.2999  0.0059
8.3111702128  1.3003  0.0059
8.2980665505  1.3008  0.0059
8.2850041425  1.3013  0.0059
8.2712985939  1.3022  0.006
8.2583202577  1.3031  0.006
8.2453825858  1.3034  0.0075999
8.231807705  1.3036  0.0075999
8.2189529054  1.3037  0.0075999
8.2061381914  1.304  0.0075999
8.1933633757  1.3042  0.0075999
8.1799591002  1.3049  0.0075999
8.1672655995  1.3052  0.0075999
8.1546114328  1.3055  0.0075999
8.1413335504  1.3064  0.0075999
8.1287595513  1.307  0.0075999
8.1162243324  1.3071  0.0092
8.1037277147  1.3071  0.0075999
8.0906148867  1.3086  0.0075999
8.0781969464  1.3089  0.0092
8.0658170673  1.3087  0.0092
8.0528265421  1.3093  0.0092
8.0405242422  1.3095  0.0092
8.0282594733  1.3097  0.0092
8.0153895479  1.3106  0.0092
8.0032012805  1.3112  0.0092
7.991050024  1.3113  0.0107
7.97893561  1.3114  0.0091
7.9662232136  1.3124  0.0107
7.9541839007  1.3122  0.0107
7.9421809229  1.3122  0.0107
7.9295852827  1.3129  0.0107
7.9176563737  1.313  0.0107
7.9057633014  1.3134  0.0107
7.8939059046  1.3137  0.0107
7.8814627995  1.3146  0.0107
7.8696781302  1.3152  0.0107
7.85792865  1.3153  0.0122
7.8455986192  1.3156  0.0122
7.8339208774  1.3155  0.0122
7.8222778473  1.3158  0.0121
7.8106693744  1.3159  0.0121
7.7984870935  1.3167  0.0121
7.7869490734  1.317  0.0121
7.7754451442  1.3175  0.0121
7.763372409  1.3183  0.0136
7.7519379845  1.3179  0.0136
7.7405371933  1.318  0.0136
7.7291698872  1.318  0.0136
7.7172403149  1.3188  0.0136
7.7059412807  1.319  0.0135
7.6946752847  1.3194  0.0135
7.6828518746  1.3202  0.015
7.6716532413  1.3196  0.015
7.660487207  1.3197  0.015
7.6493536296  1.3195  0.015
7.6376689834  1.3203  0.015
7.6266015863  1.3203  0.0149
7.6155662173  1.3203  0.0149
7.6039844879  1.3212  0.0149
7.5930144267  1.3214  0.0149
7.5820759724  1.3218  0.0149
7.5705958059  1.3226  0.0164
7.5597218022  1.3221  0.0163
7.5488789915  1.3222  0.0163
7.5380672396  1.322  0.0163
7.5267198555  1.3229  0.0163
7.5159714393  1.3229  0.0163
7.5052536776  1.3229  0.0162
7.4940047962  1.3242  0.0162
7.4833495473  1.3241  0.0177
7.4727245554  1.3239  0.0176
7.4621296918  1.3236  0.0176
7.4510096118  1.3244  0.0176
7.4404761905  1.3243  0.0176
7.4299725091  1.3242  0.0176
7.4189479932  1.3252  0.0175
7.4085049637  1.3255  0.0175
7.3980912924  1.3257  0.019
7.3877068558  1.3251  0.0189
7.3768073178  1.3258  0.0189
7.3664825046  1.3255  0.0189
7.3561865529  1.3253  0.0188
7.3453797561  1.3263  0.0188
7.3351426685  1.3262  0.0188
7.3249340756  1.3268  0.0188
7.3147538585  1.3263  0.0202
7.3040683661  1.3272  0.0187
7.2939460248  1.3273  0.0202
7.2838517008  1.3267  0.0201
7.2732562368  1.3275  0.0201
7.2632190587  1.3272  0.0201
7.2532095452  1.3274  0.02
7.2432275822  1.3273  0.02
7.2327498915  1.3283  0.02
7.2228241242  1.3283  0.02
7.2129255626  1.3285  0.02
7.2025352924  1.3295  0.0214
7.1926922247  1.3288  0.0213
7.1828760236  1.3284  0.0213
7.1725720843  1.3294  0.0213
7.1628106869  1.3291  0.0212
7.1530758226  1.3294  0.0212
7.1433673834  1.3293  0.0212
7.1331764035  1.3307  0.0212
7.1235218692  1.3305  0.0225
7.1138934339  1.3298  0.0225
7.1037863181  1.3307  0.0225
7.0942111237  1.3303  0.0224
7.0846617074  1.3306  0.0224
7.0751379652  1.3304  0.0224
7.0651405963  1.3318  0.0224
7.0556692302  1.3316  0.0237
7.0462232244  1.3308  0.0237
7.0363073459  1.3317  0.0237
7.0269130771  1.3313  0.0236
7.0175438596  1.3315  0.0236
7.0081995935  1.3313  0.0236
6.9983903702  1.3327  0.0236
6.9890970087  1.3324  0.0249
6.9798282962  1.3316  0.0249
6.9700982784  1.3324  0.0248
6.9608798552  1.332  0.0248
6.9516857838  1.3321  0.0248
6.9425159678  1.3317  0.0247
6.9328896284  1.3329  0.0247
6.9237693  1.3326  0.0247
6.914672936  1.3325  0.0246
6.9051236017  1.334  0.0246
6.8960761327  1.3336  0.0259
6.8870523416  1.3334  0.0259
6.8780521356  1.3329  0.0259
6.8686036129  1.3339  0.0258
6.8596515297  1.3336  0.0258
6.8507227513  1.3333  0.0258
6.841349114  1.3346  0.0257
6.8324678874  1.3347  0.0257
6.8236096895  1.3343  0.027
6.8143100511  1.3351  0.027
6.8054988431  1.3346  0.027
6.7967103922  1.3348  0.0269
6.7879446104  1.3345  0.0269
6.7787418655  1.336  0.0269
6.7700223411  1.3356  0.0282
6.7613252197  1.3348  0.0281
6.7521944632  1.3359  0.0281
6.7435430575  1.3354  0.0281
6.7349137931  1.3356  0.028
6.7263065851  1.3353  0.028
6.7172701014  1.3369  0.028
6.7087079029  1.3365  0.0292
6.7001675042  1.3357  0.0292
6.6912010706  1.3368  0.0292
6.682705159  1.3364  0.0291
6.6742307949  1.3367  0.0291
6.6657778963  1.3366  0.0291
6.6569032086  1.3379  0.0303
6.6484941161  1.3371  0.0303
6.6401062417  1.3366  0.0303
6.6312997347  1.3379  0.0302
6.6229551626  1.3378  0.0302
6.614631565  1.338  0.0315
6.6063288631  1.3371  0.0314
6.5976116646  1.3383  0.0314
6.5893516078  1.3379  0.0313
6.581112208  1.3378  0.0313
6.5724613868  1.3391  0.0326
6.564264146  1.3382  0.0325
6.5560873271  1.3376  0.0325
6.5475021279  1.3391  0.0325
6.5393669893  1.3389  0.0324
6.531252041  1.3391  0.0337
6.5231572081  1.3382  0.0336
6.5146579805  1.3396  0.0336
6.5066042033  1.3394  0.0335
6.4985703145  1.3388  0.0348
6.4901349948  1.3398  0.0347
6.4821416996  1.3392  0.0347
6.4741680694  1.3397  0.0347
6.4662140317  1.3391  0.0359
6.4578624475  1.3401  0.0359
6.4499484004  1.3394  0.0358
6.4420537267  1.339  0.0358
6.4337643955  1.3408  0.0357
6.4259092662  1.3403  0.037
6.4180732944  1.3402  0.0369
6.4102564103  1.3398  0.0369
6.4020486556  1.3413  0.0381
6.3942707334  1.3404  0.038
6.3865116873  1.34  0.038
6.3783645873  1.3415  0.0392
6.3706440721  1.3404  0.0392
6.3629422245  1.3406  0.0391
6.3552589768  1.3402  0.0391
6.3471913678  1.3418  0.0403
6.3395460885  1.341  0.0403
6.3319192047  1.3405  0.0402
6.3239107064  1.3422  0.0414
6.3163213744  1.3412  0.0414
6.3087502366  1.3417  0.0413
6.3011972275  1.341  0.0425
6.2932662052  1.3425  0.0425
6.2857502043  1.3421  0.0424
6.2782521346  1.3415  0.0436
6.2703787309  1.3433  0.0436
6.2629172669  1.3427  0.0448
6.2554735393  1.342  0.0447
6.2476571286  1.3439  0.0459
6.24024961  1.3432  0.0459
6.232859636  1.3437  0.0471
6.2254871444  1.3426  0.0483
6.2177454455  1.3445  0.0482
6.2104086449  1.3439  0.0494
6.2030891384  1.3428  0.0506
6.195403011  1.3449  0.0505
6.1881188119  1.3444  0.0517
6.1808517214  1.3448  0.0529
6.1736016792  1.344  0.0541
6.1659884079  1.346  0.0565
6.1587731724  1.3445  0.0577
6.1515748031  1.3433  0.0589
6.1440157287  1.3451  0.0613
6.136851795  1.3433  0.0625
6.1297045482  1.3426  0.065
6.1225739301  1.3402  0.0662
6.115085917  1.3414  0.0686
6.1079892499  1.3384  0.0698
6.1009090354  1.3355  0.071
6.0934738895  1.3366  0.0722
6.0864272672  1.3335  0.0734
6.0793969238  1.3319  0.0746
6.072382803  1.3281  0.0759
6.065016982  1.3289  0.0758
6.0580359847  1.3254  0.077
6.0510710396  1.3216  0.0769
6.0437567992  1.3224  0.0768
6.0368246302  1.319  0.0768
6.0299083454  1.3173  0.0767
6.0230078901  1.3139  0.0766
6.0157612946  1.3145  0.0765
