hudgins1993
140
pe
wavel  n  k
6.115085917  1.3295  0.056115
6.1079892499  1.3277  0.054797
6.1009090354  1.3267  0.054731
6.0934738895  1.3284  0.055912
6.0864272672  1.3266  0.055846
6.0793969238  1.3265  0.055779
6.072382803  1.3247  0.056961
6.065016982  1.3259  0.056889
6.0580359847  1.3242  0.056821
6.0510710396  1.322  0.058
6.0437567992  1.323  0.056682
6.0368246302  1.3214  0.056612
6.0299083454  1.321  0.056544
6.0230078901  1.3193  0.056473
6.0157612946  1.3208  0.056405
6.0088931619  1.3191  0.056335
6.0020406938  1.3175  0.056263
5.9948444338  1.3192  0.056197
5.9880239521  1.317  0.057362
5.9812189724  1.3162  0.056054
5.974429442  1.3147  0.055981
5.9672992004  1.3158  0.05715
5.9605412171  1.3136  0.055838
5.9537985235  1.312  0.055763
5.946717412  1.3133  0.055701
5.94000594  1.3115  0.055625
5.9333096001  1.3089  0.056775
5.9262771127  1.3096  0.054248
5.9196116735  1.3081  0.054171
5.912961211  1.3072  0.0541
5.9063256748  1.3054  0.052793
5.8993569701  1.3067  0.05274
5.8927519151  1.3046  0.052656
5.886161634  1.3027  0.051352
5.8792404021  1.303  0.05251
5.8726802913  1.3008  0.048766
5.8661348038  1.3006  0.048706
5.8596038908  1.2989  0.047409
5.8527449374  1.3003  0.046161
5.8462437884  1.2986  0.046078
5.8397570661  1.2972  0.043588
5.8329444704  1.2986  0.043558
5.8264872109  1.2969  0.042274
5.8200442323  1.2966  0.041019
5.8136154875  1.2954  0.039749
5.8068637129  1.2965  0.038532
5.8004640371  1.2955  0.037273
5.7940784518  1.2946  0.036021
5.7873719544  1.2958  0.034819
5.7810151463  1.2947  0.033571
5.7746722873  1.2951  0.031189
5.7683433318  1.2949  0.031143
5.7616962434  1.2956  0.029954
5.7553956835  1.2953  0.027575
5.7491088881  1.2957  0.02639
5.7425060296  1.2971  0.0264
5.736247347  1.2967  0.025195
5.730002292  1.2965  0.024005
5.7234432234  1.2978  0.022864
5.7172260019  1.2979  0.02169
5.711022273  1.2987  0.020548
5.7048319927  1.2989  0.02053
5.6983303892  1.3002  0.019405
5.6921675774  1.3001  0.019381
5.6860180815  1.3  0.018218
5.6795592662  1.3014  0.017111
5.6734369681  1.3015  0.017095
5.6673278549  1.3019  0.015959
5.6612318841  1.3024  0.014837
5.6548292242  1.3039  0.014868
5.6487600972  1.3039  0.01485
5.6427039837  1.304  0.013721
5.6363431406  1.3051  0.013739
5.6303136085  1.3053  0.012619
5.6242969629  1.3058  0.012625
5.6182931625  1.3062  0.011516
5.6119872047  1.3075  0.011547
5.6060096423  1.3077  0.011542
5.6000448004  1.3076  0.011525
5.593779717  1.3083  0.010436
5.5878408583  1.3091  0.0093563
5.5819145967  1.3098  0.010466
5.5760008922  1.3095  0.010441
5.569789462  1.3099  0.009352
5.5639014077  1.3104  0.0082718
5.5580257892  1.3111  0.008286
5.5518543193  1.3119  0.0083059
5.546004104  1.312  0.008297
5.540166205  1.3125  0.007224
5.5343405833  1.313  0.0072365
5.5282215711  1.3138  0.0072553
5.5224210294  1.3138  0.0072479
5.5166326474  1.3142  0.0061787
5.5105527084  1.3152  0.0062083
5.5047891666  1.3156  0.0062154
5.4990376684  1.3158  0.0062181
5.4929964296  1.3164  0.0062299
5.4872695347  1.3163  0.0062212
5.4815545689  1.3167  0.0051644
5.4758514949  1.3172  0.0051782
5.4698610655  1.3178  0.0051941
5.4641822851  1.3179  0.0051897
5.4585152838  1.3182  0.0041411
5.4525627045  1.3192  0.0041696
5.4469197669  1.3196  0.0041798
5.4412884971  1.32  0.0041913
5.4356688591  1.3203  0.0041964
5.4297659771  1.3207  0.0042073
5.424170102  1.3207  0.0042029
5.4185857491  1.3211  0.003165
5.4127198917  1.3219  0.0031921
5.4071590786  1.3223  0.0032038
5.4016096797  1.3228  0.003216
5.3960716598  1.3231  0.0032237
5.39025442  1.3236  0.0032368
5.3847396478  1.3238  0.0032412
5.3792361485  1.3239  0.0032431
5.3734551316  1.3241  0.0032459
5.3679746632  1.3244  0.0022215
5.3625053625  1.3251  0.0022435
5.3570471956  1.3255  0.0022562
5.3513137475  1.326  0.0022724
5.3458783278  1.3264  0.0022818
5.3404539386  1.3267  0.0022904
5.3347559349  1.3271  0.0023026
5.3293540823  1.3273  0.0023086
5.3239631582  1.3276  0.0023156
5.3185831295  1.3278  0.0023187
5.3129316757  1.3279  0.0023208
5.307573908  1.3282  0.0013148
5.3022269353  1.3289  0.0013369
5.2966101695  1.3296  0.0013602
5.2912852532  1.3297  0.0023723
5.2859710329  1.3297  0.0013618
5.2803886366  1.3303  0.0013816
5.2750962705  1.3307  0.0013928
5.2698145025  1.331  0.0014037
5.2645433009  1.3314  0.0014135
5.2590060479  1.3318  0.0014257
5.2537564359  1.3321  0.0014339
5.2485172939  1.3323  0.0014424
5.2430136843  1.3327  0.0014537
5.2377959355  1.333  0.0014616
5.2325885616  1.3333  0.00147
5.2273915316  1.3335  0.0014781
5.2219321149  1.3339  0.0014881
5.216756221  1.3341  0.0014954
5.2115905774  1.3344  0.0015023
5.2061640983  1.3347  0.0015122
5.2010193998  1.335  0.0015189
5.1958848592  1.3352  0.0015268
5.1907604464  1.3355  0.0015329
5.1853772362  1.3358  0.0015423
5.1802735184  1.336  0.0015485
5.1751798375  1.3362  0.0015544
5.1698288787  1.3366  0.001563
5.1647557071  1.3368  0.0015694
5.1596924823  1.337  0.0015758
5.1546391753  1.3372  0.0015814
5.149330587  1.3375  0.0015893
5.1442975462  1.3377  0.0015944
5.1392743345  1.3379  0.0015984
5.1339973303  1.3381  0.0016049
5.1289942042  1.3381  0.0016035
5.1240008198  1.3385  0.00064266
5.1190171487  1.3393  0.00066721
5.1137816415  1.3396  0.0016471
5.1088178196  1.3394  0.0016401
5.1038636248  1.3397  0.0006817
5.0986590527  1.3406  0.00070775
5.0937245314  1.3409  0.0016817
5.0887995522  1.3409  0.0016798
5.0836256418  1.3411  0.0016847
5.0787201625  1.3412  0.001687
5.0738241413  1.3413  0.0016882
5.0689375507  1.3418  0.00074285
5.0638039295  1.3424  0.0017172
5.0589366115  1.3424  0.0017181
5.0540786415  1.3426  0.0017214
5.0489750581  1.3428  0.0017284
5.0441361917  1.343  0.001733
5.0393065914  1.3432  0.0017388
5.0344862307  1.3434  0.0017433
5.0294221194  1.3438  0.0017512
5.0246206411  1.344  0.001756
5.0198283219  1.3442  0.0017609
5.0147936412  1.3445  0.0017695
5.0100200401  1.3447  0.0017741
5.0052555183  1.345  0.0017804
5.00050005  1.3452  0.0017859
4.9955040464  1.3455  0.0017939
4.9907670809  1.3457  0.0017995
4.9860390905  1.346  0.001805
4.9810719267  1.3463  0.0018137
4.9763622792  1.3466  0.00182
4.9716615293  1.3469  0.0018268
4.9669696518  1.3472  0.001834
4.962040391  1.3477  0.0018457
4.9573666468  1.3482  0.0018575
4.9527016988  1.3484  0.0027952
4.9478007026  1.3484  0.0027953
4.9431537321  1.3484  0.0027947
4.9385154822  1.3486  0.0027972
4.9338859286  1.3487  0.0027987
4.929022082  1.3491  0.0028046
4.9244103019  1.3492  0.0028073
4.9198071436  1.3494  0.0028105
4.9149710017  1.3498  0.0028172
4.9103854653  1.35  0.0028213
4.9058084772  1.3503  0.002826
4.900999804  1.3508  0.0028362
4.8964402879  1.3512  0.0028453
4.8918892476  1.3514  0.0037709
4.8873466595  1.3513  0.0037653
4.8825740931  1.3516  0.0037682
4.8780487805  1.3516  0.0037677
4.8735318485  1.3518  0.0037678
4.8687862116  1.3521  0.0037737
4.8642864092  1.3523  0.0037749
4.8597949167  1.3526  0.0037791
4.855311711  1.3528  0.0037817
4.8506014746  1.3533  0.0037907
4.8461352072  1.3538  0.0037984
4.841677157  1.3539  0.0047115
4.8369933249  1.3541  0.0047106
4.8325520707  1.3541  0.0047078
4.8281189649  1.3543  0.0047098
4.8236939849  1.3546  0.0047106
4.8190448653  1.3552  0.0047214
4.8146364949  1.3553  0.0056277
4.8102361826  1.3551  0.0056195
4.8056129559  1.3555  0.0056219
4.8012291147  1.3555  0.0056186
4.7968532643  1.3558  0.0056195
4.7924853829  1.356  0.0056191
4.7878961984  1.3567  0.0056292
4.7835446066  1.3568  0.0065284
4.7792009176  1.3566  0.0065199
4.7746371276  1.3569  0.0065219
4.7703095931  1.357  0.0065179
4.7659898961  1.3573  0.006519
4.7616780153  1.3576  0.0065204
4.7571476143  1.3581  0.007421
4.752851711  1.3579  0.007412
4.7485635595  1.3579  0.0074063
4.7440580673  1.3585  0.0074103
4.7397857617  1.3588  0.0074098
4.7355211441  1.3588  0.0082988
4.7310403558  1.3591  0.0082968
4.726791454  1.3591  0.0082905
4.7225501771  1.3596  0.0082916
4.7183165047  1.3595  0.009176
4.7138682002  1.3598  0.0091729
4.709650073  1.3598  0.009165
4.705439488  1.36  0.0091608
4.7010154193  1.3605  0.01005
4.6968202527  1.3603  0.010038
4.6926325669  1.3605  0.010033
4.6884523419  1.3606  0.010028
4.6840601433  1.3612  0.010914
4.6798951703  1.361  0.010902
4.6757375976  1.361  0.010894
4.6713691783  1.3616  0.011778
4.6672267339  1.3613  0.011764
4.6630916298  1.3615  0.011758
4.6589638464  1.3614  0.012629
4.6546266989  1.3617  0.012623
4.6505138818  1.3615  0.01261
4.6464083264  1.3616  0.012601
4.642094513  1.3622  0.01348
4.6380038032  1.3618  0.013464
4.6339202966  1.3622  0.013456
4.6298439743  1.362  0.014323
4.6255608493  1.3625  0.014318
4.6214992143  1.3622  0.015181
4.6174447061  1.3616  0.015162
4.6131844812  1.3622  0.015156
4.6091445428  1.3622  0.015143
4.605111674  1.362  0.016005
4.6008741661  1.3625  0.015998
4.5968557507  1.3621  0.016857
4.5928443485  1.3619  0.01684
4.5888399413  1.3616  0.016822
4.5846323125  1.3622  0.017691
4.580642206  1.3615  0.017668
4.5766590389  1.3611  0.017648
4.5724737083  1.3619  0.017642
4.5685047284  1.3616  0.018497
4.5645426328  1.3615  0.01848
4.5605874037  1.3609  0.019332
4.5564314029  1.3612  0.019318
4.5524902121  1.3606  0.019296
4.5485558335  1.3603  0.019275
4.5444217223  1.3608  0.020136
4.5405012713  1.3599  0.02011
4.5365875788  1.3597  0.02009
4.5326806273  1.3591  0.020066
4.5285753102  1.3598  0.020056
4.5246821411  1.3594  0.020035
4.52079566  1.3588  0.020881
4.5167118338  1.3591  0.020865
4.512839027  1.3584  0.020839
4.508972856  1.3582  0.020819
4.5051133036  1.3575  0.020794
4.5010577486  1.3581  0.020781
4.4972117287  1.3575  0.020757
4.4933722759  1.3569  0.020732
4.4893378227  1.3575  0.02072
4.4855117969  1.3568  0.020695
4.481692287  1.3567  0.020676
4.4778792764  1.3561  0.02065
4.4738725841  1.3567  0.020639
4.4700728622  1.3561  0.020615
4.4662795891  1.3554  0.020589
4.4622936189  1.3559  0.020576
4.4585135316  1.3551  0.020548
4.4547398432  1.355  0.019671
4.4509725375  1.3547  0.019651
4.4470138302  1.3554  0.019643
4.4432595752  1.3549  0.019619
4.4395116537  1.3543  0.019596
4.4355732978  1.3548  0.019585
4.4318383265  1.3541  0.019558
4.42810964  1.3536  0.018682
4.424191479  1.3544  0.018677
4.4204756432  1.3539  0.018655
4.4167660439  1.3537  0.018636
4.4130626655  1.3532  0.017766
4.4091710758  1.3541  0.017763
4.4054804176  1.3537  0.017742
4.4017959327  1.3531  0.017718
4.3979241798  1.3537  0.016869
4.394252318  1.3535  0.016851
4.3905865824  1.3534  0.016836
4.3869269577  1.3532  0.015978
4.3830813062  1.3541  0.015978
4.3794341771  1.3539  0.015962
4.3757931125  1.3536  0.015944
4.3719669479  1.354  0.015937
4.3683382841  1.3537  0.015084
4.3647156388  1.354  0.015077
4.3610989969  1.3539  0.015062
4.3572984749  1.3544  0.015058
4.3536941095  1.354  0.015038
4.3500957021  1.3538  0.014193
4.3463143255  1.3546  0.014194
4.3427281018  1.3544  0.01418
4.3391477914  1.3544  0.014167
4.3355733796  1.3542  0.013327
4.3318171973  1.3551  0.013331
4.3282548476  1.3551  0.013319
4.3246983523  1.355  0.013308
4.3209609817  1.3556  0.013306
4.317416458  1.3554  0.013293
4.3138777447  1.3552  0.013278
4.3101590449  1.3555  0.013272
4.3066322136  1.3554  0.01244
4.3031111494  1.3557  0.012436
4.299595838  1.3557  0.012426
4.2959017098  1.3563  0.012425
4.2923981629  1.3562  0.012413
4.288900326  1.3559  0.0124
4.2852245458  1.3563  0.012395
4.2817383858  1.3561  0.01157
4.2782578934  1.3565  0.011568
4.2747830548  1.3565  0.011558
4.2711314227  1.3571  0.011559
4.2676681461  1.357  0.011547
4.2642104814  1.3568  0.011535
4.2605768821  1.3571  0.011531
4.2571306939  1.357  0.010714
4.2536900761  1.3574  0.010713
4.2502550153  1.3575  0.010705
4.2466451503  1.358  0.010705
4.2432214537  1.358  0.010696
4.2398032731  1.3579  0.010686
4.2362111328  1.3583  0.010684
4.2328042328  1.358  0.010671
4.2294028083  1.3582  0.0098664
4.2260068461  1.3583  0.0098614
4.2224380357  1.359  0.0098637
4.2190532445  1.359  0.0098562
4.2156738755  1.3589  0.0098475
4.2121224885  1.3593  0.0098463
4.2087542088  1.3591  0.0098346
4.2053913117  1.3593  0.0090373
4.2020337844  1.3595  0.0090346
4.1985053321  1.3602  0.0090371
4.1951587868  1.3602  0.0090314
4.1918175721  1.3602  0.0090249
4.188306249  1.3608  0.0090261
4.1849759364  1.3608  0.0090189
4.1816509158  1.3608  0.0090119
4.1781565973  1.3612  0.0090119
4.1748423997  1.3612  0.0090041
4.1715334557  1.3613  0.0089989
4.1682297528  1.3611  0.0089903
4.1647578193  1.3614  0.0089868
4.1614648356  1.3614  0.0081975
4.1581770552  1.3616  0.0081949
4.1547218414  1.3622  0.0081974
4.1514447028  1.3623  0.0081919
4.1481727299  1.3625  0.0081892
4.1449059106  1.3625  0.008183
4.1414727077  1.363  0.0081837
4.1382164287  1.3629  0.008177
4.1349652663  1.3629  0.0081701
4.1315485044  1.3632  0.0081689
4.1283078066  1.363  0.0081594
4.1250721888  1.3632  0.0073825
4.1218416388  1.3635  0.0073811
4.118446522  1.364  0.0073835
4.1152263374  1.3641  0.0073794
4.1120111847  1.3642  0.0073749
4.1086322363  1.3647  0.0073759
4.105427375  1.3647  0.0073709
4.1022275095  1.3649  0.0073681
4.0990326283  1.3649  0.0073625
4.0956749672  1.3653  0.0073625
4.0924902803  1.3653  0.0073563
4.0893105422  1.3652  0.00735
4.0859687832  1.3654  0.0073472
4.0827991671  1.3654  0.0065787
4.0796344648  1.3659  0.0065799
4.0764746647  1.366  0.0065768
4.073153843  1.3665  0.0065782
4.07000407  1.3666  0.0065749
4.0668591647  1.3667  0.0065708
4.0635539843  1.3671  0.0065712
4.0604190352  1.3671  0.0065669
4.0572889195  1.3671  0.0065624
4.0539992703  1.3674  0.0065611
4.0508790408  1.3673  0.0065539
4.0477636106  1.3675  0.005797
4.0446529688  1.3678  0.0057968
4.0413837698  1.3683  0.0057991
4.0382829221  1.3685  0.0057966
4.0351868292  1.3686  0.005794
4.0319329086  1.369  0.0057948
4.0288465412  1.3691  0.0057915
4.0257648953  1.3693  0.0057895
4.0226879601  1.3693  0.0057856
4.0194541581  1.3696  0.005785
4.0163868584  1.3695  0.0057792
4.0133242365  1.3696  0.0050299
4.0101054658  1.3702  0.0050339
4.0070524122  1.3705  0.0050329
4.004004004  1.3707  0.0050324
4.0009602305  1.3709  0.0050308
3.9977612537  1.3713  0.0050315
3.9947269604  1.3715  0.0050293
3.9916972697  1.3716  0.0050272
3.9885130823  1.372  0.0050275
3.9854928062  1.3721  0.0050249
3.9824771008  1.3722  0.0050231
3.9794659557  1.3723  0.0050198
3.9763012446  1.3725  0.0050185
3.9732994278  1.3727  0.0042804
3.97030214  1.3729  0.005015
3.9671519816  1.3732  0.0042781
3.9641639578  1.3735  0.0042786
3.9611804318  1.3738  0.0042787
3.9582013933  1.374  0.0042773
3.9550704003  1.3744  0.0042785
3.9521005414  1.3746  0.0042766
3.9491351394  1.3747  0.0042752
3.9460184674  1.3751  0.0042756
3.9430621821  1.3753  0.0042738
3.9401103231  1.3754  0.0042717
3.937007874  1.3758  0.0042714
3.9340650694  1.3758  0.0042691
3.9311266609  1.376  0.004267
3.9281926386  1.3759  0.0042638
3.9251089218  1.3763  0.0035378
3.922183872  1.3767  0.0035388
3.9192631785  1.377  0.0035387
3.91619346  1.3774  0.0035394
3.913281678  1.3777  0.0035387
3.9103742228  1.3779  0.0035381
3.9074710847  1.3781  0.0035373
3.9044198032  1.3785  0.0035374
3.9015254965  1.3787  0.0035362
3.8986354776  1.3789  0.003535
3.8955979743  1.3793  0.0035347
3.892716727  1.3794  0.003533
3.8898397386  1.3796  0.003532
3.8869669997  1.3797  0.0035298
3.8839476444  1.3799  0.0035283
3.8810835985  1.3802  0.0028121
3.8782237735  1.3807  0.0028136
3.875217981  1.381  0.0035275
3.8723667906  1.3812  0.0028121
3.8695197926  1.3814  0.0035241
3.8666769778  1.3815  0.0028095
3.8636890503  1.382  0.0028102
3.8608547933  1.3823  0.0028096
3.8580246914  1.3825  0.002809
3.8550501157  1.383  0.0028086
3.8522285142  1.3832  0.0028076
3.8494110401  1.3834  0.0028065
3.8464497269  1.3838  0.0028058
3.8436406965  1.384  0.0028046
3.8408357659  1.3843  0.0028036
3.8380349261  1.3845  0.0028023
3.8350910834  1.3848  0.0028011
3.8322986127  1.385  0.0027993
3.8295102056  1.385  0.0027974
3.8265794207  1.3855  0.0020944
3.823799327  1.3858  0.0027954
3.82102327  1.386  0.0020926
3.8182512409  1.3864  0.0020921
3.8153376574  1.3869  0.0020916
3.8125738686  1.3872  0.0020907
3.8098140811  1.3875  0.0020898
3.8069133547  1.3879  0.0020888
3.804161753  1.3882  0.0020876
3.8014141261  1.3886  0.0020862
3.7986704653  1.3888  0.002085
3.7957866768  1.3893  0.0020839
3.7930511303  1.3895  0.0020823
3.7903195239  1.3898  0.0020807
3.787448396  1.3902  0.002079
3.7847248505  1.3905  0.0020775
3.7820052192  1.3908  0.0020756
3.7792894936  1.3911  0.0020739
3.7764350453  1.3915  0.002072
3.7737273105  1.3918  0.0020699
3.7710234558  1.3921  0.0020679
3.7681814756  1.3925  0.0020657
3.7654855594  1.3927  0.0020633
3.7627934979  1.3931  0.0020612
3.7601052829  1.3933  0.0020587
3.7572797295  1.3938  0.0020563
3.7545993842  1.394  0.0020538
3.7519228605  1.3943  0.0020515
3.7491095865  1.3947  0.0020488
3.7464408812  1.395  0.0020459
3.7437759724  1.3953  0.0020432
3.7411148522  1.3955  0.0020407
3.738317757  1.3958  0.0020377
3.7356643879  1.3961  0.001353
3.7330147827  1.3968  0.0013492
3.7302297822  1.3972  0.0020268
3.7275878779  1.3976  0.0013434
3.7249497132  1.3981  0.0020194
3.722176729  1.3983  0.0020161
3.7195462154  1.3985  0.0020133
3.7169194172  1.3986  0.0020105
3.7142963266  1.399  0.0013293
3.7115391753  1.3997  0.0013245
3.7089236704  1.4002  0.0013205
3.7063118491  1.4007  0.0013158
3.7035665346  1.4014  0.0013103
3.7009622502  1.4017  0.0019801
3.6983616258  1.4019  0.001977
3.6957646537  1.4022  0.0019728
3.6930349361  1.4026  0.0019677
3.6904454368  1.4029  0.0019632
3.6878595663  1.4032  0.0019588
3.6851415094  1.4037  0.001953
3.6825630639  1.404  0.0019482
3.679988224  1.4044  0.0019429
3.6774169823  1.4047  0.0019378
3.674714291  1.4052  0.0019313
3.6721504113  1.4056  0.0019259
3.6695901068  1.4059  0.0019204
3.6668989036  1.4064  0.0019135
3.6643459143  1.4068  0.0019073
3.6617964774  1.4072  0.0019011
3.6592505855  1.4076  0.001895
3.656574521  1.4081  0.0018871
3.6540358826  1.4085  0.0018808
3.6515007668  1.4089  0.0018743
3.6488360213  1.4094  0.0018658
3.646308113  1.4098  0.0018588
3.643783705  1.4102  0.0018516
3.6411302068  1.4108  0.0018421
3.6386129607  1.4112  0.0018342
3.6360991928  1.4118  0.0018252
3.6335888958  1.4123  0.0018151
3.6309502197  1.4129  0.0024654
3.6284470247  1.4131  0.0024598
3.6259472787  1.4133  0.0024533
3.6233196855  1.4138  0.0024435
3.6208269969  1.414  0.0024369
3.6183377356  1.4147  0.0017678
3.6158518947  1.4152  0.0024133
3.6132389074  1.4157  0.0024034
3.610760065  1.416  0.0023947
3.6082846215  1.4164  0.0023856
3.6056825557  1.417  0.0023733
3.6032140669  1.4174  0.0023637
3.6007489558  1.4179  0.0023526
3.5982872153  1.4183  0.0023425
3.5956995433  1.4189  0.0023291
3.5932447  1.4193  0.0023181
3.5907932062  1.4198  0.002307
3.5882162977  1.4204  0.0022927
3.5857716581  1.4209  0.002281
3.5833303472  1.4214  0.0022683
3.5808923584  1.4219  0.002256
3.5783296357  1.4225  0.0022398
3.5758984445  1.423  0.0022265
3.5734705546  1.4236  0.0022128
3.5709184402  1.4243  0.0021951
3.5684973058  1.4248  0.0021796
3.5660794523  1.4256  0.0021605
3.563664873  1.4261  0.0027927
3.5611267405  1.4266  0.0027784
3.5587188612  1.427  0.0027657
3.5563142359  1.4274  0.0027516
3.5537865596  1.4281  0.0027329
3.5513885929  1.4285  0.0027178
3.5489938602  1.4291  0.0027008
3.5466023549  1.4296  0.0026847
3.5440884604  1.4303  0.0026638
3.5417035594  1.4309  0.0026466
3.5393218659  1.4314  0.0026287
3.5368182783  1.4322  0.0026057
3.5344431485  1.4328  0.0025871
3.5320712066  1.4334  0.0025674
3.5295778625  1.4342  0.0025418
3.527212444  1.4348  0.0025202
3.5248501939  1.4357  0.0024934
3.5224911057  1.4362  0.0031124
3.520011264  1.4367  0.0030946
3.5176586464  1.4373  0.0024358
3.5153091714  1.4383  0.0024039
3.5128394281  1.4392  0.0030092
3.5104963842  1.4397  0.0029896
3.5081564638  1.4403  0.002965
3.5058196606  1.441  0.002941
3.5033632287  1.4419  0.0029083
3.5010328047  1.4426  0.0028801
3.498705479  1.4435  0.0028478
3.4962590029  1.4444  0.0034463
3.4939380175  1.4449  0.0034244
3.4916201117  1.4456  0.0033957
3.4893052793  1.4463  0.0033671
3.4868719272  1.4473  0.0033278
3.4845633842  1.4482  0.0032913
3.482257896  1.4489  0.0038909
3.4798343599  1.4497  0.0038567
3.4775351231  1.4504  0.0038263
3.4752389227  1.4512  0.0037898
3.4729457526  1.4521  0.0037538
3.4705351565  1.4533  0.0037012
3.4682481878  1.4541  0.0042922
3.4659642312  1.4548  0.0042601
3.4635633139  1.456  0.0042065
3.4612855214  1.4568  0.0047962
3.4590107229  1.4575  0.004759
3.4567389125  1.4584  0.0047166
3.4543507548  1.4595  0.0052916
3.4520850594  1.4601  0.0052584
3.4498223341  1.4609  0.0052189
3.4474437205  1.4621  0.0051592
3.4451870737  1.4631  0.0051069
3.4429333792  1.464  0.0056856
3.4405642525  1.4651  0.0056263
3.4383166002  1.4662  0.005572
3.4360718826  1.4672  0.0061396
3.4338300941  1.4681  0.0060906
3.4314734747  1.4694  0.0066468
3.4292376805  1.4701  0.0066007
3.4270047978  1.4712  0.0065423
3.4246575342  1.4726  0.0070873
3.4224306102  1.4735  0.0070313
3.4202065805  1.4746  0.0075902
3.4179854394  1.4755  0.0075334
3.4156505106  1.477  0.0080728
3.4134352813  1.4779  0.0080127
3.4112229234  1.4789  0.0085759
3.4088972217  1.4804  0.0084842
3.4066907406  1.4813  0.0090436
3.404487114  1.4825  0.0089675
3.4022863364  1.4835  0.0095243
3.3999728002  1.4851  0.0094194
3.3977778533  1.4863  0.0099639
3.3955857385  1.4872  0.010524
3.393281303  1.4888  0.010415
3.3910949846  1.4899  0.010963
3.3889114816  1.4912  0.01087
3.3867307888  1.4924  0.011406
3.3844383525  1.4943  0.011903
3.3822634107  1.4952  0.012453
3.3800912625  1.4963  0.012371
3.3778078027  1.4983  0.012848
3.3756413719  1.4995  0.01338
3.3734777182  1.5006  0.013919
3.3712031824  1.5025  0.0144
3.3690452126  1.5035  0.014946
3.3668900037  1.5049  0.014832
3.3647375505  1.5062  0.015352
3.3624747814  1.5084  0.015806
3.360327968  1.5096  0.016326
3.3581838942  1.5108  0.016849
3.3559299282  1.5131  0.017292
3.3537914612  1.5144  0.017806
3.3516557179  1.5162  0.018282
3.349522693  1.5173  0.019431
3.3472803347  1.5195  0.019871
3.3451528735  1.5207  0.020389
3.3430281149  1.5219  0.020906
3.3407944409  1.5245  0.021312
3.3386752137  1.5259  0.021804
3.3365586734  1.5277  0.022899
3.3344448149  1.5288  0.023418
3.3322225925  1.5317  0.02379
3.3301142229  1.5331  0.024917
3.3280085197  1.5343  0.025426
3.325794865  1.5374  0.025771
3.3236946189  1.5389  0.026879
3.3215970238  1.5408  0.02796
3.3195020747  1.5421  0.028455
3.317299718  1.5454  0.029411
3.3152101843  1.5467  0.030539
3.3131232813  1.5481  0.031023
3.3109293779  1.5517  0.031948
3.3088478592  1.5532  0.033057
3.3067689561  1.5555  0.0341
3.3046926636  1.5569  0.035225
3.3025099075  1.5605  0.03613
3.3004389584  1.5621  0.037233
3.2983706049  1.5637  0.038342
3.2961961896  1.5678  0.039194
3.2941331489  1.5696  0.040934
3.292072689  1.5712  0.042042
3.2899065667  1.5755  0.043521
3.2878513891  1.577  0.045296
3.2857987777  1.5797  0.046296
3.2837487275  1.5813  0.048063
3.2815935418  1.5859  0.049511
3.2795487341  1.5877  0.051271
3.2775064731  1.5894  0.053054
3.2753594707  1.5944  0.054452
3.2733224223  1.5962  0.056896
3.271287906  1.5992  0.058536
3.2692559174  1.6009  0.061019
3.2671197073  1.6061  0.063089
3.2650928919  1.608  0.064864
3.2630685897  1.6097  0.068063
3.2609404552  1.6152  0.070114
3.2589212971  1.6169  0.072644
3.2569046378  1.6204  0.074967
3.2548904729  1.6219  0.078241
3.252772989  1.6282  0.080942
3.2507639295  1.6299  0.084237
3.2487573503  1.6312  0.087597
3.2466478361  1.6378  0.091039
3.2446463335  1.639  0.094466
3.2426472973  1.6424  0.097619
3.2406507227  1.6435  0.10186
3.2385517197  1.6506  0.10531
3.2365601838  1.652  0.10957
3.2345710959  1.6526  0.11474
3.2324799586  1.6598  0.11828
3.2304958811  1.6607  0.12273
3.2285142377  1.6641  0.12764
3.226535024  1.664  0.1331
3.2244542611  1.6719  0.13749
3.2224800206  1.6723  0.14298
3.2205081962  1.6716  0.1495
3.2184351968  1.6796  0.15405
3.2164683178  1.6793  0.15981
3.2145038413  1.6779  0.16664
3.2124385621  1.6863  0.17131
3.2104790035  1.685  0.17828
3.208521834  1.6872  0.18395
3.2065670493  1.6846  0.19126
3.2045119528  1.6934  0.19613
3.2025620496  1.6915  0.2035
3.200614518  1.688  0.21119
3.198567042  1.6969  0.21626
3.1966243647  1.6938  0.22409
3.1946840457  1.6951  0.2304
3.1927460809  1.6903  0.23862
3.1907086564  1.6996  0.24395
3.1887755102  1.6955  0.25226
3.1868447051  1.6898  0.2599
3.184814803  1.6995  0.26543
3.1828887899  1.6942  0.27421
3.1809651048  1.694  0.28133
3.1790437436  1.6867  0.28953
3.1770237641  1.6961  0.29546
3.1751071599  1.6897  0.30263
3.1731928667  1.6818  0.31116
3.1711803133  1.692  0.31615
3.1692707508  1.6844  0.32483
3.1673634866  1.6833  0.33155
3.1654585167  1.674  0.33948
3.1634557591  1.6844  0.3459
3.1615554853  1.6755  0.35396
3.1596574931  1.6652  0.36108
3.157662067  1.6761  0.3665
3.1557687453  1.6661  0.37493
3.1538776926  1.6638  0.38114
3.151988905  1.6524  0.38865
3.15000315  1.6636  0.39435
3.1481189989  1.653  0.40191
3.1462371004  1.6407  0.40974
3.1442585838  1.652  0.41437
3.1423812965  1.6405  0.42222
3.1405062496  1.6273  0.42905
3.1385349319  1.6388  0.43384
3.136664471  1.6261  0.44071
3.1347962382  1.6231  0.44627
