hudgins1993
40
pe
wavel  n  k
13.1161302169  1.4082  0.36399
13.0500600303  1.3979  0.36753
12.9848207445  1.3869  0.36826
12.9200635667  1.3763  0.3689
12.8559490904  1.3657  0.36954
12.792467795  1.3545  0.37034
12.7296103466  1.3438  0.368
12.6675280586  1.3331  0.36867
12.6058894716  1.3219  0.36645
12.544847831  1.3112  0.3641
12.4843945069  1.3008  0.36167
12.4245210347  1.2903  0.35927
12.3653720122  1.279  0.35703
12.306632044  1.2678  0.35173
12.2484475093  1.2578  0.34617
12.190810567  1.2488  0.34039
12.133713523  1.2387  0.33784
12.077294686  1.2288  0.32922
12.0212535763  1.2204  0.3233
11.9657301489  1.2114  0.31752
11.9107172634  1.2032  0.30856
11.8562079105  1.1957  0.30249
11.8023345018  1.1868  0.29667
11.7488104329  1.1793  0.28465
11.6957696401  1.1731  0.2784
11.6432056074  1.166  0.26934
11.5912462908  1.1597  0.26019
11.5396155  1.1534  0.25107
11.4884426267  1.1484  0.23889
11.4377216059  1.1448  0.22952
11.387446479  1.141  0.22024
11.337611392  1.137  0.21105
11.288338018  1.1341  0.19897
11.2393647511  1.1322  0.18973
11.1908145794  1.1298  0.18063
11.1426820436  1.1282  0.16876
11.0950848774  1.1272  0.15974
11.0477705599  1.1269  0.14806
11.0008580669  1.1271  0.1392
10.9543423013  1.128  0.12775
10.9082182516  1.1297  0.1191
10.8625989854  1.1308  0.11059
10.8172426848  1.1328  0.099589
10.7722635757  1.1358  0.091327
10.7276569724  1.1383  0.083208
10.6834182665  1.1419  0.072713
10.6396561263  1.1469  0.064911
10.596138767  1.1511  0.059702
10.5529759392  1.1548  0.052151
10.5101633279  1.1593  0.044757
10.4678062618  1.1648  0.037532
10.4256805363  1.1703  0.032794
10.3838925059  1.1764  0.025859
10.3424381264  1.1824  0.02363
10.3013134175  1.1874  0.019146
10.2606197414  1.1933  0.01478
10.2201418556  1.199  0.012703
10.1799820832  1.2038  0.010621
10.140136689  1.209  0.0064266
10.1006019959  1.2152  0.0044957
10.061475616  1.2203  0.0046782
10.0225507392  1.2249  0.0027257
9.9840255591  1.2294  0.0028884
9.9453008454  1.2339  0.00097543
9.9078569305  1.2376  0.0031796
9.8697197  1.2407  0.0012235
9.8328416912  1.2442  0.0013518
9.7952786757  1.247  0.0014437
9.7580015613  1.2501  0.0
9.721952168  1.2536  0.0
9.6852300242  1.2566  0.0
9.6497153334  1.2594  0.0
9.6135358585  1.2619  0.0
9.5785440613  1.2642  5.5671e-05
9.5428953144  1.2662  0.00011975
9.5075109336  1.2688  0.0
9.4732853354  1.2711  0.00028759
9.4384143464  1.273  0.0
9.4046835324  1.2757  0.0
9.3703148426  1.278  0.0
9.3361964336  1.2803  0.0
9.3031909945  1.2828  0.0
9.269558769  1.2847  0.00072539
9.2370219841  1.2858  0.00075644
9.2038656236  1.2873  0.0007965
9.1717875814  1.2887  0.00083858
9.1390970572  1.2902  0.00088066
9.1066387396  1.2917  0.00092185
9.0752336873  1.2931  0.00096244
9.0432266233  1.2945  0.001002
9.0122566691  1.296  0.0010411
8.9806915132  1.2974  0.0010796
8.9501476774  1.2988  0.0011176
8.9190153407  1.3002  0.0011555
8.8880988357  1.3016  0.0011938
8.8581805297  1.3031  0.0012339
8.8276836158  1.3049  0.0012822
8.7981699806  1.3061  0.0030485
8.7680841736  1.3067  0.0030541
8.7382034254  1.3076  0.0030678
8.7092840968  1.3086  0.003085
8.6798021005  1.3097  0.0031041
8.6512674107  1.3108  0.0031247
8.6221762373  1.3121  0.0031481
8.5940185631  1.3136  0.0031786
8.5653104925  1.3145  0.004876
8.5367935803  1.315  0.0048698
8.5091899251  1.3157  0.0048733
8.4810448647  1.3165  0.0048784
8.4537999831  1.3174  0.0048853
8.4260195484  1.3184  0.0048938
8.3991264908  1.3195  0.0049066
8.3717036417  1.3208  0.0049251
8.344459279  1.3217  0.0065633
8.3180835136  1.322  0.0065502
8.2911864688  1.3227  0.0065461
8.2651458798  1.3235  0.0065442
8.2385895535  1.3244  0.0065444
8.2122033342  1.3254  0.0065484
8.1866557511  1.3267  0.0065604
8.1606006202  1.3277  0.008153
8.1353726001  1.3284  0.0081434
8.1096423648  1.3288  0.0097114
8.0847279489  1.3289  0.0096835
8.05931657  1.3293  0.0096635
8.0340644332  1.3299  0.009647
8.0096115338  1.3307  0.0096341
7.9846694347  1.3318  0.009627
7.9605158414  1.3324  0.011163
7.9358781049  1.3326  0.011134
7.9120183559  1.3332  0.011113
7.8876794447  1.3342  0.011099
7.8634898168  1.3348  0.012608
7.8400627205  1.335  0.012575
7.8161638268  1.3357  0.012552
7.7930174564  1.3361  0.014041
7.7694040867  1.3361  0.014001
7.745933385  1.3365  0.013966
7.7232004943  1.3371  0.013936
7.7000077  1.338  0.013911
7.6775431862  1.3386  0.015376
7.6546233925  1.3389  0.015338
7.6324225309  1.3391  0.016784
7.6097709459  1.339  0.016735
7.5872534143  1.3392  0.01669
7.5654410652  1.3396  0.016649
7.5431847326  1.3404  0.016613
7.5216246709  1.3407  0.018038
7.4996250187  1.3407  0.017987
7.4783128926  1.3412  0.017944
7.4565655059  1.3412  0.019348
7.4349442379  1.3416  0.017849
7.4139976275  1.3423  0.019255
7.3926221631  1.3426  0.019205
7.3719130114  1.3428  0.020593
7.3507791826  1.3426  0.020534
7.3297661805  1.3427  0.020479
7.3094072071  1.3431  0.020427
7.2886297376  1.3438  0.020379
7.2684983282  1.3441  0.021746
7.2479524534  1.3441  0.021687
7.2280448139  1.3446  0.021634
7.207726683  1.3447  0.022985
7.187522461  1.3446  0.02292
7.1679449502  1.3448  0.02286
7.1479628306  1.3454  0.022805
7.128599943  1.3456  0.02414
7.1088362835  1.3455  0.024074
7.089684509  1.3459  0.024014
7.0701357466  1.346  0.025334
7.0506944934  1.3458  0.025265
7.0318543  1.3459  0.025199
7.0126227209  1.3464  0.025136
6.9939851728  1.3466  0.026441
6.974959894  1.3464  0.026369
6.9560378408  1.3465  0.026301
6.9376994589  1.347  0.026237
6.9189787587  1.3472  0.027525
6.900835001  1.3471  0.027452
6.882312457  1.3475  0.027383
6.8643602416  1.3476  0.028659
6.846032724  1.3473  0.028584
6.8278028131  1.3474  0.02851
6.8101334786  1.3479  0.02844
6.7920940026  1.3481  0.0297
6.7746087663  1.348  0.029623
6.7567567568  1.3483  0.02955
6.7394527564  1.3484  0.030798
6.7217853062  1.3483  0.030719
6.704210244  1.3486  0.030643
6.6871740003  1.3487  0.031881
6.6697792303  1.3486  0.031799
6.6529173042  1.3489  0.031721
6.6357000664  1.349  0.032948
6.6185717122  1.3489  0.032863
6.6019673863  1.3493  0.032782
6.5850125115  1.3495  0.033999
6.5685759327  1.3496  0.033914
6.5517919151  1.3496  0.035122
6.5355205542  1.3496  0.035034
6.518904824  1.3496  0.036235
6.5023733663  1.3493  0.036144
6.4863462412  1.3497  0.036055
6.4699792961  1.35  0.037246
6.4541112689  1.3497  0.038433
6.4379063928  1.3494  0.038337
6.4221951063  1.3496  0.038243
6.4061499039  1.35  0.039419
6.3901846763  1.3497  0.040591
6.3747051699  1.3496  0.040492
6.3588960956  1.3496  0.041657
6.3435676224  1.3491  0.04282
6.3279124217  1.3486  0.042715
6.3123343012  1.3487  0.042611
6.2972292191  1.3487  0.043764
6.2818016207  1.3488  0.043657
6.2668421382  1.3492  0.044803
6.2515628907  1.3492  0.045944
6.2367469128  1.349  0.047083
6.2216138866  1.3488  0.048218
6.2065541212  1.3485  0.04935
6.1919504644  1.3482  0.050478
6.1770337884  1.3479  0.051603
6.1625685586  1.3477  0.052724
6.1477929423  1.3472  0.055088
6.1334641806  1.3465  0.056205
6.1188276326  1.3458  0.058563
6.104260774  1.3444  0.060926
6.0901339829  1.3426  0.063292
6.0757032627  1.3401  0.065664
6.0617081894  1.3372  0.066786
6.0474117078  1.3342  0.067907
6.0331825038  1.3315  0.067769
6.0193824114  1.3287  0.068881
6.0052846505  1.3256  0.068738
5.9916117436  1.3227  0.068592
5.9776436129  1.3196  0.068443
5.9640961412  1.3167  0.06704
5.950255861  1.3139  0.066885
5.9364796676  1.3108  0.065481
5.9231179293  1.3079  0.064077
5.9094669661  1.3049  0.062673
5.8962264151  1.302  0.060033
5.8826989823  1.2996  0.057404
5.8692334781  1.2972  0.054785
5.8561724057  1.2954  0.050964
5.8428279287  1.2939  0.048385
5.8298839853  1.2926  0.044614
5.8166589111  1.2918  0.040883
5.8038305281  1.2915  0.037194
5.7907232613  1.2918  0.033552
5.7776750636  1.2922  0.03112
5.7650178716  1.2927  0.027543
5.7520851309  1.2935  0.025171
5.7395396889  1.2946  0.021674
5.7267208796  1.2963  0.019381
5.7142857143  1.2977  0.018237
5.7015793375  1.2989  0.015963
5.6889293435  1.3002  0.014839
5.676657584  1.3017  0.012603
5.6641178137  1.3034  0.011517
5.6519527497  1.305  0.010437
5.6395217686  1.3063  0.010457
5.6271453492  1.3073  0.009361
5.6151384132  1.3086  0.0082865
5.6028686688  1.3096  0.0083051
5.5909650006  1.3105  0.0072237
5.5788005579  1.3117  0.0061659
5.5669988309  1.3129  0.0061928
5.5549383402  1.314  0.0051388
5.5429299928  1.3152  0.0051706
5.5312793849  1.3159  0.0051847
5.5193729992  1.3168  0.004136
5.507821106  1.3178  0.0041647
5.4960153888  1.3184  0.0041785
5.4845609609  1.3193  0.0031394
5.472854641  1.3203  0.0031695
5.4611981869  1.3209  0.003184
5.4498882773  1.3217  0.002159
5.4383293452  1.3228  0.0021934
5.4271138608  1.3237  0.002219
5.4156512321  1.3244  0.0022405
5.4045289953  1.325  0.0022566
5.3931614713  1.3254  0.0022665
5.3818416662  1.3261  0.0012545
5.370857726  1.3271  0.0012871
5.3596312574  1.3279  0.0013118
5.3487376979  1.3286  0.0013338
5.3376034161  1.3292  0.0013537
5.3265153936  1.3298  0.0013726
5.3157559005  1.3304  0.0013896
5.3047583683  1.3309  0.0014058
5.2940865054  1.3314  0.0014203
5.2831783601  1.3319  0.0014334
5.2725930613  1.3322  0.0014418
5.2617732176  1.3329  0.00046122
5.2509976896  1.3335  0.0014791
5.2405408238  1.3339  0.00049299
5.2298519952  1.3347  0.00052017
5.219479096  1.3354  0.00054365
5.2088759246  1.3362  0.00056893
5.1983157457  1.3366  0.001569
5.1880674449  1.3365  0.0015653
5.1775913845  1.337  0.00059354
5.1674245556  1.3377  0.0006187
5.1570316126  1.3385  0.00064123
5.146945288  1.3387  0.0016247
5.1366344771  1.339  0.00065672
5.1263648947  1.3397  0.00067782
5.1163980558  1.3403  0.00069594
5.1062091503  1.3409  0.00071412
5.0963204566  1.3416  0.00073469
5.0862112812  1.3418  0.001705
5.0763998172  1.3421  0.00075173
5.0663694397  1.343  0.00077856
5.0563786216  1.3435  0.0017483
5.0466818067  1.3437  0.0017513
5.0367684094  1.344  0.0017585
5.0271465916  1.3444  0.0017675
5.0173097185  1.3448  0.0017768
5.0075112669  1.3452  0.0017866
4.9980007997  1.3457  0.0017971
4.9882775478  1.3461  0.0018085
4.9788399303  1.3466  0.00182
4.9691910157  1.3472  0.0018335
4.9598254141  1.3479  0.0018509
4.9502499876  1.3484  0.0027941
4.9407114625  1.3486  0.0027951
4.931452806  1.3489  0.0028011
4.9219865138  1.3494  0.0028093
4.9127978384  1.3501  0.0028225
4.9034029617  1.3505  0.0037534
4.8942834769  1.3506  0.003752
4.8849592106  1.351  0.0037564
4.8756704047  1.3516  0.0037652
4.8666536889  1.352  0.0046869
4.8574343032  1.3522  0.0046842
4.8484848485  1.3527  0.0046889
4.8393341076  1.353  0.0056016
4.8302178428  1.3532  0.0055954
4.8213683043  1.3536  0.0055968
4.812319538  1.3539  0.0065022
4.8035354021  1.3539  0.0064929
4.7945533874  1.3542  0.0064885
4.7858339316  1.3547  0.0064887
4.7769179325  1.355  0.0073873
4.7680350927  1.3552  0.0073782
4.7594117367  1.3556  0.0073754
4.7505938242  1.356  0.0082681
4.7420333839  1.3562  0.0082592
4.7332796895  1.3564  0.0091447
4.7247814789  1.3564  0.0091307
4.7160913035  1.3569  0.0091233
4.7074330368  1.3573  0.010007
4.6990273013  1.3572  0.010881
4.6904315197  1.3571  0.010861
4.6820863377  1.3575  0.010848
4.6735523672  1.3578  0.011722
4.6650494495  1.3576  0.012587
4.6567942628  1.3576  0.012564
4.6483521592  1.3575  0.013426
4.6401559092  1.3573  0.0134
4.6317739694  1.3574  0.013379
4.6236360274  1.3576  0.01424
4.6153136106  1.3572  0.015091
4.6070211002  1.3569  0.015059
4.5989698308  1.3568  0.015033
4.590735895  1.3567  0.015882
4.5827413959  1.3563  0.015849
4.5745654163  1.3562  0.015821
4.5666270892  1.356  0.016664
4.558508456  1.3555  0.016628
4.5504186385  1.3552  0.016595
4.542563823  1.355  0.016564
4.5345304494  1.355  0.016535
4.5267303427  1.3547  0.017369
4.5187528242  1.3541  0.01733
4.5108033741  1.3534  0.017291
4.503084613  1.3532  0.016393
4.4951901465  1.3532  0.016365
4.4875246814  1.353  0.016334
4.4796846302  1.3528  0.016303
4.4720719109  1.3524  0.016269
4.4642857143  1.3523  0.015384
4.4565265832  1.3524  0.015359
4.4489923032  1.3523  0.015332
4.4412861965  1.352  0.015301
4.4338033165  1.3519  0.014426
4.4261496924  1.352  0.014404
4.4187176881  1.3518  0.014377
4.4111160124  1.3519  0.013511
4.4035404465  1.3521  0.013492
4.3961841122  1.352  0.013468
4.3886597033  1.3521  0.012612
4.3813529618  1.3524  0.012596
4.3738791935  1.3525  0.012577
4.3664308794  1.3525  0.012556
4.3591979076  1.3526  0.011708
4.3517994691  1.353  0.011696
4.3446148499  1.3531  0.01168
4.3372657876  1.3532  0.011662
4.3301290378  1.3531  0.011642
4.3228288592  1.3533  0.010805
4.3155532539  1.3536  0.010794
4.3084877208  1.3538  0.010779
4.3012602693  1.3537  0.010762
4.2942414223  1.3539  0.0099345
4.2870616479  1.3543  0.009926
4.2800890259  1.3546  0.0099146
4.2729564586  1.3547  0.0099015
4.2658476239  1.3547  0.0098853
4.2589437819  1.3548  0.0090678
4.2518814575  1.3552  0.009061
4.2450227109  1.3554  0.0090504
4.2380064418  1.3555  0.009037
4.2310133277  1.3557  0.0082287
4.2242216872  1.3561  0.0082243
4.2172739541  1.3564  0.0082163
4.2105263158  1.3565  0.0082049
4.2036235235  1.3568  0.0074065
4.1969194611  1.3573  0.0074045
4.1900611749  1.3576  0.0073995
4.1832252667  1.3579  0.0073932
4.1765860586  1.3581  0.0073857
4.1697940122  1.3582  0.0073755
4.1631973356  1.3585  0.0065879
4.1564487302  1.359  0.0065873
4.1498941777  1.3594  0.0065842
4.1431885979  1.3597  0.0065795
4.1365046536  1.36  0.0065744
4.130012803  1.3602  0.0065674
4.1233712683  1.3602  0.0065594
4.1169205434  1.3605  0.0057837
4.1103210161  1.3611  0.0057846
4.1037426133  1.3615  0.0057824
4.0973531099  1.3618  0.0057793
4.0908161178  1.3621  0.0057756
4.0844667729  1.3624  0.0057715
4.0779708017  1.3626  0.0057662
4.0716612378  1.3627  0.0057593
4.0652059027  1.363  0.0049972
4.0587710041  1.3635  0.0049982
4.0525206679  1.3639  0.0049973
4.0461258345  1.3643  0.0049952
4.0399143538  1.3646  0.0049924
4.0335592126  1.3647  0.0049876
4.0273862263  1.3652  0.0042381
4.0210704089  1.3656  0.0049853
4.0147743697  1.3658  0.0042343
4.0086587028  1.3663  0.0042359
4.0024014409  1.3668  0.0042356
3.9963233825  1.3672  0.0042351
3.9901045407  1.3675  0.004234
3.9839050237  1.3679  0.0042325
3.9778829707  1.3682  0.0042306
3.971721344  1.3684  0.0042276
3.9657360406  1.3686  0.0042236
3.959611958  1.3689  0.0034879
3.9536630688  1.3695  0.0034904
3.9475761882  1.37  0.0034915
3.941508021  1.3705  0.0034915
3.9356133653  1.3709  0.0034912
3.9295818925  1.3712  0.0034906
3.9237228282  1.3716  0.0034896
3.9177277179  1.3719  0.003488
3.9119039236  1.3721  0.0034853
3.9059448481  1.3725  0.0027626
3.9000039  1.3731  0.0027654
3.8942326415  1.3737  0.0027667
3.8883272416  1.3742  0.0027677
3.8825904644  1.3746  0.0027682
3.8767202946  1.3751  0.0027683
3.8708678486  1.3755  0.0027679
3.8651824366  1.3759  0.0027676
3.8593647486  1.3763  0.0027666
3.8537130525  1.3765  0.0027649
3.8479298138  1.3771  0.0020569
3.8423115346  1.3776  0.0027648
3.8365624401  1.3779  0.0020573
3.8308305241  1.3786  0.0020591
3.8252620304  1.3792  0.0020598
3.8195638058  1.3797  0.0020606
3.814027995  1.3802  0.0020604
3.8083631655  1.3807  0.0020604
3.8028597505  1.3813  0.0020601
3.7972280235  1.3818  0.0020593
3.7916129521  1.3823  0.0020586
3.7861578071  1.3828  0.0020575
3.7805754036  1.3833  0.0020565
3.7751519499  1.3838  0.0020552
3.76960193  1.3843  0.0020537
3.7640682049  1.3847  0.0020517
3.7586919752  1.3851  0.0020493
3.7531902117  1.3857  0.0013603
3.7478449891  1.3867  0.0013601
3.7423749111  1.3873  0.0020441
3.7370604283  1.3877  0.0020409
3.7316217628  1.3881  0.0020375
3.7261989045  1.3885  0.0020342
3.7209302326  1.3892  0.0013507
3.7155383815  1.3898  0.0020275
3.7102997922  1.3904  0.0013453
3.7049386833  1.3912  0.0013422
3.6997299197  1.3921  0.0013387
3.6943992907  1.3926  0.0020099
3.6890840004  1.3933  0.0013309
3.6839196906  1.394  0.0019989
3.6786344909  1.3945  0.0019934
3.6734993755  1.3951  0.0019876
3.6682440116  1.3957  0.0019814
3.663003663  1.3963  0.0019748
3.6579120638  1.3969  0.001968
3.6527011725  1.3976  0.0019608
3.6476381543  1.3982  0.0019531
3.6424564726  1.3989  0.0019451
3.6374217954  1.3996  0.0019367
3.6322690785  1.4003  0.0019278
3.6271309394  1.401  0.0019185
3.6221385106  1.4017  0.0019087
3.6170289724  1.4025  0.0018985
3.6120642947  1.4032  0.0018876
3.6069831193  1.404  0.0018763
3.6020459621  1.4048  0.0018641
3.5969929139  1.4056  0.001852
3.591954023  1.4065  0.0018381
3.5870578951  1.4075  0.0018227
3.5820467815  1.4083  0.0024604
3.5771776069  1.4089  0.0024474
3.5721940416  1.4096  0.0024325
3.5672243427  1.4104  0.0024165
3.5623953546  1.4112  0.0023997
3.5574528637  1.412  0.0023823
3.5526502771  1.4129  0.0023642
3.5477347713  1.4137  0.0023452
3.5429583702  1.4146  0.0023255
3.5380696292  1.4155  0.0023049
3.533194361  1.4164  0.0022836
3.5284570058  1.4173  0.0022615
3.5236081748  1.4182  0.002239
3.5188964741  1.4191  0.0022176
3.5140738658  1.4201  0.0015543
3.5093876119  1.4214  0.001524
3.5045910142  1.4226  0.0014938
3.4998075106  1.4239  0.0014626
3.4951592045  1.4251  0.0014303
3.4904013962  1.4264  0.0013963
3.4857780257  1.4277  0.0013601
3.4810457061  1.4291  0.0013199
3.4763262185  1.4304  0.0019115
3.4717400361  1.4314  0.001878
3.4670457303  1.4329  0.0012062
3.462483986  1.4344  0.0017844
3.4578146611  1.4357  0.0017409
3.45327716  1.4371  0.0016928
3.4486326172  1.4386  0.0016411
3.444000551  1.4402  0.0015848
3.4394992089  1.442  0.0015221
3.4348916292  1.4436  0.0020817
3.430414051  1.4451  0.0020229
3.425830764  1.4468  0.0019556
3.421376762  1.4487  0.0018792
3.4168175761  1.4505  0.0024207
3.4122705248  1.4523  0.0023453
3.4078516903  1.4543  0.0022563
3.4033284552  1.4564  0.0027803
3.3989327351  1.4584  0.0026839
3.3944331297  1.4606  0.0031935
3.3899454219  1.4626  0.0037078
3.3855841826  1.4648  0.0035979
3.3811198269  1.4671  0.0040891
3.3767812521  1.4693  0.0045829
3.3723400668  1.4718  0.0044496
3.3680239803  1.4745  0.0049076
3.3636057854  1.477  0.0059865
3.3591991669  1.4796  0.0058305
3.3549166303  1.4824  0.0068814
3.3505327347  1.485  0.0073224
3.3462722527  1.488  0.0077401
3.3419109047  1.4911  0.0087582
3.3376723073  1.4939  0.0097824
3.3333333333  1.497  0.010176
3.329005626  1.5004  0.011158
3.3247996808  1.5037  0.012131
3.3204940895  1.5073  0.013084
3.3163096107  1.5109  0.014646
3.3120259663  1.5145  0.015577
3.3077533739  1.5185  0.017099
3.303600925  1.5225  0.018606
3.299350028  1.5265  0.020731
3.2952186378  1.5307  0.022219
3.2909892714  1.5352  0.024295
3.2868787799  1.5396  0.027008
3.2826707809  1.5441  0.02908
3.2784735427  1.549  0.031748
3.2743942371  1.5539  0.035056
3.2702181235  1.5589  0.038369
3.2661593233  1.5638  0.042339
3.2620041754  1.5688  0.04633
3.2579657262  1.5738  0.051003
3.2538313865  1.5788  0.055716
3.2497075263  1.5837  0.061147
3.2456994482  1.5885  0.06664
3.241596162  1.5931  0.072898
3.2376080552  1.5975  0.079262
3.2335251892  1.6019  0.085704
3.2294526078  1.6061  0.092965
3.225494307  1.6101  0.10036
3.2214419174  1.6136  0.10866
3.2175032175  1.6169  0.11637
3.2134708699  1.62  0.12498
3.2095516256  1.6227  0.1338
3.2055391717  1.625  0.14281
3.2015367376  1.6269  0.15202
3.1976465322  1.6285  0.16144
3.1936637711  1.6297  0.17107
3.1897926635  1.6305  0.18092
3.1858294307  1.6307  0.19103
3.1819772807  1.6307  0.20045
3.1780334329  1.6304  0.21098
3.1740993493  1.6295  0.22086
3.1702754969  1.6286  0.2309
3.1663605851  1.6268  0.24218
3.1625553447  1.6245  0.2518
3.1586594649  1.6221  0.26257
3.1547731718  1.619  0.27261
3.1509957146  1.6157  0.28283
3.1471282455  1.6118  0.2933
3.143369063  1.6075  0.30293
3.1395202813  1.603  0.31271
3.1357792411  1.5983  0.32268
3.1319490119  1.5928  0.3329
3.1281281281  1.5869  0.34218
3.1244141723  1.5809  0.35161
3.1206116399  1.5742  0.36124
3.1169155004  1.5674  0.36984
3.1131311873  1.56  0.37983
3.1093560524  1.5521  0.38757
3.105686512  1.544  0.39665
3.1019294001  1.5352  0.40468
3.0982773578  1.5265  0.4115
3.0945381402  1.5177  0.41968
3.0909034711  1.5083  0.42673
3.0871820203  1.4988  0.43385
3.0834695199  1.4886  0.44111
3.0798607903  1.478  0.44715
3.0761658669  1.4672  0.45325
3.0725742027  1.4564  0.45802
3.0688967316  1.4453  0.46423
3.0653220121  1.4332  0.4692
3.0616618701  1.4212  0.4728
3.0580104584  1.4092  0.47638
3.0544610403  1.3969  0.48002
3.0508267741  1.3843  0.48227
3.0472940029  1.3719  0.48449
3.0436767615  1.3587  0.48678
3.0400680975  1.3457  0.48619
3.0365601846  1.3332  0.48696
3.0329683661  1.3204  0.4863
3.0294768094  1.3076  0.48563
3.0259017187  1.295  0.48349
3.0224264039  1.2825  0.48131
3.0188679245  1.2704  0.47767
3.0153178145  1.2591  0.47394
3.011866755  1.2481  0.47018
3.0083330826  1.2371  0.46642
3.0048979837  1.2266  0.46122
3.0013806351  1.2167  0.45598
2.9979613863  1.2076  0.45068
2.9944602485  1.1985  0.44676
2.9909672788  1.1891  0.44152
2.9875717017  1.18  0.43626
2.9840947749  1.1716  0.42963
2.9807147754  1.1639  0.42431
2.9772537811  1.156  0.41902
2.9738008148  1.148  0.41376
2.9704440814  1.1405  0.40718
2.9670068835  1.1334  0.4019
2.9636654614  1.1256  0.39668
2.9602439241  1.118  0.39019
2.956917709  1.1115  0.38242
2.9535117254  1.1049  0.37845
2.9501135794  1.0974  0.37204
2.9468100781  1.0901  0.36565
2.9434273268  1.0831  0.35805
2.9401387746  1.0761  0.35171
2.9367713136  1.0693  0.34299
2.9334976092  1.0628  0.33552
2.9301453352  1.0579  0.32455
2.9268007141  1.0529  0.3195
2.9235491887  1.0469  0.31103
2.9202196005  1.0413  0.30262
2.9169826731  1.036  0.29316
2.9136680167  1.0314  0.28381
2.9103608847  1.027  0.27455
2.9071457643  1.0229  0.26432
2.9038534135  1.0196  0.25424
2.9006526468  1.0166  0.24431
2.8973749783  1.014  0.2335
2.8941884696  1.0123  0.22291
2.8909253852  1.0112  0.21252
2.8876696506  1.0104  0.20233
2.8845044421  1.0101  0.19234
2.8812631458  1.0103  0.18164
2.8781119586  1.0111  0.17213
2.8748850046  1.0123  0.16193
2.8717477457  1.014  0.15287
2.8685350392  1.0161  0.14317
2.8653295129  1.0187  0.13459
2.8622130631  1.0217  0.12542
2.8590216428  1.0251  0.11813
2.8559188919  1.0285  0.1102
2.8527414846  1.0322  0.10326
2.8495711395  1.0359  0.096479
2.846488856  1.0398  0.089864
2.8433323856  1.0437  0.084137
2.8402635765  1.0477  0.077799
2.8371208897  1.052  0.07237
2.8340654669  1.0561  0.06773
2.8309364738  1.0601  0.062463
2.8278143823  1.0643  0.058013
2.824778961  1.0684  0.053628
2.8216704289  1.0724  0.049325
2.8186481763  1.0767  0.045119
2.8155531154  1.0809  0.041642
2.812543946  1.0852  0.037588
2.8094622689  1.0896  0.034899
2.8063873376  1.0935  0.032182
2.803397718  1.0975  0.028882
2.8003360403  1.1018  0.026288
2.7973592928  1.1057  0.024304
2.7943107832  1.1095  0.021716
2.7912689108  1.1134  0.019778
2.7883113986  1.1172  0.017839
2.7852825669  1.1209  0.015927
2.7823377202  1.1246  0.014612
2.7793218455  1.128  0.013271
2.776389583  1.1312  0.011917
2.7733865824  1.1347  0.010023
2.7703900709  1.1381  0.0092926
2.7674766148  1.1413  0.0079682
2.7644928538  1.1444  0.0072136
2.7615917815  1.1476  0.005898
2.7586206897  1.1509  0.0051723
2.7557319224  1.1539  0.0049683
2.7527734192  1.1567  0.0041838
