hudgins1993
100
pe
wavel  n  k
6.065016982  1.3268  0.058136
6.0580359847  1.3254  0.059318
6.0510710396  1.3227  0.061755
6.0437567992  1.3232  0.060424
6.0368246302  1.3212  0.060355
6.0299083454  1.3207  0.060283
6.0230078901  1.319  0.060212
6.0157612946  1.3204  0.061383
6.0088931619  1.3181  0.061312
6.0020406938  1.3161  0.061238
5.9948444338  1.3178  0.061161
5.9880239521  1.3156  0.062334
5.9812189724  1.3145  0.06226
5.974429442  1.3122  0.062182
5.9672992004  1.313  0.063351
5.9605412171  1.3103  0.062026
5.9537985235  1.3082  0.061946
5.946717412  1.3095  0.061872
5.94000594  1.3072  0.061791
5.9333096001  1.3041  0.06295
5.9262771127  1.3047  0.060388
5.9196116735  1.3026  0.060303
5.912961211  1.3018  0.058987
5.9063256748  1.3  0.058902
5.8993569701  1.301  0.058836
5.8927519151  1.2984  0.058744
5.886161634  1.2961  0.057416
5.8792404021  1.2962  0.058579
5.8726802913  1.2934  0.054781
5.8661348038  1.2928  0.054707
5.8596038908  1.2903  0.053377
5.8527449374  1.2914  0.050879
5.8462437884  1.2895  0.050786
5.8397570661  1.2877  0.048252
5.8329444704  1.289  0.047
5.8264872109  1.2874  0.045697
5.8200442323  1.2867  0.044416
5.8136154875  1.2854  0.041919
5.8068637129  1.2868  0.040696
5.8004640371  1.2855  0.039415
5.7940784518  1.2847  0.036952
5.7873719544  1.2863  0.035755
5.7810151463  1.2853  0.034496
5.7746722873  1.2857  0.032095
5.7683433318  1.2852  0.032039
5.7616962434  1.2861  0.029668
5.7553956835  1.2862  0.027288
5.7491088881  1.2862  0.027253
5.7425060296  1.2875  0.024927
5.736247347  1.2878  0.023743
5.730002292  1.2881  0.022565
5.7234432234  1.2898  0.021443
5.7172260019  1.2899  0.021418
5.711022273  1.2902  0.02025
5.7048319927  1.2902  0.01908
5.6983303892  1.2915  0.017959
5.6921675774  1.2919  0.016809
5.6860180815  1.2926  0.015676
5.6795592662  1.2939  0.015706
5.6734369681  1.294  0.014561
5.6673278549  1.2951  0.013454
5.6612318841  1.2957  0.013463
5.6548292242  1.2966  0.013478
5.6487600972  1.2966  0.012341
5.6427039837  1.2973  0.011233
5.6363431406  1.2985  0.011265
5.6303136085  1.299  0.010158
5.6242969629  1.2999  0.010181
5.6182931625  1.3001  0.010177
5.6119872047  1.3011  0.0090966
5.6060096423  1.3017  0.0091088
5.6000448004  1.3019  0.0091056
5.593779717  1.3029  0.0080306
5.5878408583  1.3035  0.0080461
5.5819145967  1.304  0.0080564
5.5760008922  1.3041  0.0080497
5.569789462  1.3049  0.0069776
5.5639014077  1.3054  0.0069905
5.5580257892  1.3056  0.0069878
5.5518543193  1.3063  0.0059234
5.546004104  1.3069  0.0059397
5.540166205  1.3073  0.0059461
5.5343405833  1.3078  0.0048788
5.5282215711  1.3088  0.004915
5.5224210294  1.3094  0.0049292
5.5166326474  1.3098  0.0049383
5.5105527084  1.3103  0.0049545
5.5047891666  1.3104  0.004951
5.4990376684  1.3108  0.0038919
5.4929964296  1.3118  0.0039243
5.4872695347  1.3122  0.003938
5.4815545689  1.3127  0.0039521
5.4758514949  1.313  0.0039595
5.4698610655  1.3135  0.0039716
5.4641822851  1.3135  0.0039685
5.4585152838  1.3139  0.0029207
5.4525627045  1.3148  0.0029507
5.4469197669  1.3152  0.002965
5.4412884971  1.3157  0.002979
5.4356688591  1.316  0.0029884
5.4297659771  1.3165  0.0030023
5.424170102  1.3167  0.0030067
5.4185857491  1.3167  0.003004
5.4127198917  1.3172  0.0019756
5.4071590786  1.3179  0.0019982
5.4016096797  1.3184  0.0020156
5.3960716598  1.3188  0.0020289
5.39025442  1.3193  0.0020458
5.3847396478  1.3196  0.0020554
5.3792361485  1.3199  0.002064
5.3734551316  1.3203  0.0020763
5.3679746632  1.3204  0.0020777
5.3625053625  1.3211  0.0010692
5.3570471956  1.3216  0.0021167
5.3513137475  1.3217  0.0021183
5.3458783278  1.3216  0.0021139
5.3404539386  1.3219  0.0010971
5.3347559349  1.3226  0.0011224
5.3293540823  1.3231  0.0011379
5.3239631582  1.3235  0.0011517
5.3185831295  1.3239  0.0011639
5.3129316757  1.3243  0.0011784
5.307573908  1.3246  0.0011894
5.3022269353  1.3249  0.001199
5.2966101695  1.3253  0.001212
5.2912852532  1.3256  0.0012214
5.2859710329  1.3259  0.0012308
5.2803886366  1.3263  0.0012423
5.2750962705  1.3265  0.0012506
5.2698145025  1.3268  0.0012597
5.2645433009  1.327  0.0012667
5.2590060479  1.3273  0.0012758
5.2537564359  1.3274  0.0012775
5.2485172939  1.328  0.00029397
5.2430136843  1.3286  0.0013154
5.2377959355  1.3285  0.0013118
5.2325885616  1.329  0.00033048
5.2273915316  1.3295  0.0013464
5.2219321149  1.3297  0.0013489
5.216756221  1.3298  0.0013534
5.2115905774  1.33  0.0013575
5.2061640983  1.3302  0.0013646
5.2010193998  1.3302  0.0013647
5.1958848592  1.3308  0.00039169
5.1907604464  1.3312  0.001396
5.1853772362  1.3312  0.0013928
5.1802735184  1.3316  0.0004195
5.1751798375  1.3319  0.0014161
5.1698288787  1.3323  0.00044459
5.1647557071  1.3327  0.0014414
5.1596924823  1.3327  0.00144
5.1546391753  1.3328  0.0014401
5.149330587  1.3328  0.0014388
5.1442975462  1.333  0.00046873
5.1392743345  1.3337  0.00048923
5.1339973303  1.3343  0.00051013
5.1289942042  1.3344  0.0014876
5.1240008198  1.3345  0.00051582
5.1190171487  1.3351  0.00053746
5.1137816415  1.3353  0.0015132
5.1088178196  1.3353  0.00054443
5.1038636248  1.3359  0.00056365
5.0986590527  1.3366  0.00058493
5.0937245314  1.3369  0.0015603
5.0887995522  1.3368  0.0015574
5.0836256418  1.337  0.0015619
5.0787201625  1.3371  0.0015657
5.0738241413  1.3373  0.0015706
5.0689375507  1.3375  0.0015749
5.0638039295  1.3378  0.0015826
5.0589366115  1.3379  0.0015872
5.0540786415  1.3381  0.0015922
5.0489750581  1.3384  0.0015999
5.0441361917  1.3386  0.001605
5.0393065914  1.3389  0.0016113
5.0344862307  1.339  0.0016167
5.0294221194  1.3394  0.0016245
5.0246206411  1.3396  0.0016296
5.0198283219  1.3398  0.0016354
5.0147936412  1.3401  0.0016434
5.0100200401  1.3403  0.0016488
5.0052555183  1.3405  0.0016556
5.00050005  1.3408  0.0016609
4.9955040464  1.3411  0.0016695
4.9907670809  1.3413  0.0016755
4.9860390905  1.3415  0.0016814
4.9810719267  1.3419  0.0016907
4.9763622792  1.3422  0.0016975
4.9716615293  1.3425  0.0017052
4.9669696518  1.3428  0.0017129
4.962040391  1.3432  0.0017254
4.9573666468  1.3437  0.0017379
4.9527016988  1.3439  0.0026786
4.9478007026  1.3439  0.0026782
4.9431537321  1.344  0.0026778
4.9385154822  1.3441  0.0026804
4.9338859286  1.3443  0.0026818
4.929022082  1.3446  0.0026889
4.9244103019  1.3448  0.0026918
4.9198071436  1.345  0.0026952
4.9149710017  1.3453  0.0027037
4.9103854653  1.3456  0.0027087
4.9058084772  1.3459  0.0027147
4.900999804  1.3465  0.0027295
4.8964402879  1.3467  0.003657
4.8918892476  1.3466  0.003653
4.8873466595  1.3466  0.0036505
4.8825740931  1.3469  0.003655
4.8780487805  1.347  0.0036557
4.8735318485  1.3472  0.0036563
4.8687862116  1.3475  0.0036629
4.8642864092  1.3477  0.0036651
4.8597949167  1.348  0.0036698
4.855311711  1.3483  0.0036739
4.8506014746  1.3489  0.0036876
4.8461352072  1.3491  0.0046039
4.841677157  1.3489  0.0045968
4.8369933249  1.3492  0.0046
4.8325520707  1.3493  0.0045983
4.8281189649  1.3495  0.0046005
4.8236939849  1.3497  0.0046011
4.8190448653  1.3502  0.0046102
4.8146364949  1.3506  0.0046159
4.8102361826  1.3507  0.0055233
4.8056129559  1.3509  0.0055229
4.8012291147  1.3509  0.0055186
4.7968532643  1.3511  0.0055193
4.7924853829  1.3513  0.0055191
4.7878961984  1.352  0.0055298
4.7835446066  1.3521  0.0064317
4.7792009176  1.3519  0.0064223
4.7746371276  1.3522  0.0064247
4.7703095931  1.3523  0.0064212
4.7659898961  1.3526  0.0064226
4.7616780153  1.3529  0.0064243
4.7571476143  1.3533  0.007328
4.752851711  1.3532  0.0073179
4.7485635595  1.3532  0.0073121
4.7440580673  1.3537  0.0073169
4.7397857617  1.354  0.0073172
4.7355211441  1.354  0.0082082
4.7310403558  1.3543  0.0082061
4.726791454  1.3543  0.0081998
4.7225501771  1.3547  0.0082009
4.7183165047  1.3546  0.009087
4.7138682002  1.3549  0.0090837
4.709650073  1.3548  0.009075
4.705439488  1.3548  0.0090687
4.7010154193  1.3556  0.0090753
4.6968202527  1.3556  0.0099582
4.6926325669  1.3556  0.0099507
4.6884523419  1.3557  0.0099443
4.6840601433  1.3562  0.010833
4.6798951703  1.356  0.01082
4.6757375976  1.356  0.010812
4.6713691783  1.3565  0.011697
4.6672267339  1.3561  0.011681
4.6630916298  1.3562  0.011674
4.6589638464  1.3563  0.011664
4.6546266989  1.3568  0.012549
4.6505138818  1.3564  0.012532
4.6464083264  1.3563  0.012519
4.642094513  1.3571  0.012522
4.6380038032  1.357  0.013392
4.6339202966  1.3571  0.013382
4.6298439743  1.3568  0.014248
4.6255608493  1.3571  0.014241
4.6214992143  1.357  0.014227
4.6174447061  1.3566  0.015091
4.6131844812  1.3569  0.015083
4.6091445428  1.3566  0.015065
4.605111674  1.3566  0.015051
4.6008741661  1.3571  0.015925
4.5968557507  1.3566  0.015905
4.5928443485  1.3568  0.015893
4.5888399413  1.3564  0.016753
4.5846323125  1.3568  0.016743
4.580642206  1.3566  0.016726
4.5766590389  1.3561  0.017582
4.5724737083  1.3565  0.017572
4.5685047284  1.3562  0.017552
4.5645426328  1.356  0.018411
4.5605874037  1.3553  0.018385
4.5564314029  1.3558  0.018375
4.5524902121  1.3555  0.018355
4.5485558335  1.3549  0.019206
4.5444217223  1.3551  0.019193
4.5405012713  1.3544  0.019166
4.5365875788  1.3543  0.019148
4.5326806273  1.3537  0.019123
4.5285753102  1.3543  0.019114
4.5246821411  1.3539  0.019092
4.52079566  1.3536  0.019071
4.5167118338  1.3541  0.019932
4.512839027  1.3532  0.019902
4.508972856  1.353  0.019881
4.5051133036  1.3523  0.019854
4.5010577486  1.3528  0.019844
4.4972117287  1.3521  0.019817
4.4933722759  1.3515  0.01979
4.4893378227  1.3519  0.019779
4.4855117969  1.3511  0.019749
4.481692287  1.3509  0.018867
4.4778792764  1.3507  0.018846
4.4738725841  1.3513  0.01884
4.4700728622  1.3509  0.018816
4.4662795891  1.3504  0.018792
4.4622936189  1.3508  0.018783
4.4585135316  1.3501  0.018755
4.4547398432  1.3501  0.017881
4.4509725375  1.3499  0.017863
4.4470138302  1.3506  0.017859
4.4432595752  1.3502  0.017837
4.4395116537  1.3497  0.017814
4.4355732978  1.3502  0.017807
4.4318383265  1.3496  0.01778
4.42810964  1.3492  0.016907
4.424191479  1.35  0.016907
4.4204756432  1.3496  0.016887
4.4167660439  1.3496  0.016872
4.4130626655  1.349  0.016847
4.4091710758  1.3496  0.015996
4.4054804176  1.3494  0.015981
4.4017959327  1.3492  0.015962
4.3979241798  1.3496  0.015955
4.394252318  1.3493  0.015094
4.3905865824  1.3496  0.015088
4.3869269577  1.3494  0.015071
4.3830813062  1.3499  0.015069
4.3794341771  1.3495  0.015048
4.3757931125  1.3493  0.014194
4.3719669479  1.3501  0.014198
4.3683382841  1.35  0.014184
4.3647156388  1.3501  0.014174
4.3610989969  1.3498  0.014157
4.3572984749  1.3502  0.014152
4.3536941095  1.35  0.013305
4.3500957021  1.3501  0.013296
4.3463143255  1.3508  0.013297
4.3427281018  1.3506  0.013283
4.3391477914  1.3507  0.013274
4.3355733796  1.3504  0.013259
4.3318171973  1.3508  0.013254
4.3282548476  1.3506  0.012415
4.3246983523  1.3507  0.012407
4.3209609817  1.3514  0.012409
4.317416458  1.3513  0.012398
4.3138777447  1.3511  0.012385
4.3101590449  1.3517  0.012384
4.3066322136  1.3514  0.012369
4.3031111494  1.3513  0.012357
4.299595838  1.3511  0.011527
4.2959017098  1.3519  0.011532
4.2923981629  1.3519  0.011522
4.288900326  1.3518  0.011512
4.2852245458  1.3524  0.011513
4.2817383858  1.3522  0.0115
4.2782578934  1.3522  0.011492
4.2747830548  1.3519  0.011476
4.2711314227  1.3524  0.010666
4.2676681461  1.3526  0.01066
4.2642104814  1.3526  0.010652
4.2605768821  1.3531  0.010653
4.2571306939  1.353  0.010643
4.2536900761  1.3531  0.010637
4.2502550153  1.3529  0.010625
4.2466451503  1.3532  0.010621
4.2432214537  1.3531  0.0098073
4.2398032731  1.3533  0.009803
4.2362111328  1.3539  0.0098062
4.2328042328  1.3538  0.0097978
4.2294028083  1.354  0.0097924
4.2260068461  1.3538  0.0097825
4.2224380357  1.3541  0.0097795
4.2190532445  1.3541  0.0089738
4.2156738755  1.3543  0.008971
4.2121224885  1.3549  0.0089749
4.2087542088  1.3549  0.0089682
4.2053913117  1.3551  0.0089643
4.2020337844  1.355  0.008956
4.1985053321  1.3554  0.0089563
4.1951587868  1.3551  0.0089447
4.1918175721  1.3552  0.0081479
4.188306249  1.3559  0.0081546
4.1849759364  1.356  0.008151
4.1816509158  1.3561  0.0081459
4.1781565973  1.3566  0.0081485
4.1748423997  1.3566  0.0081429
4.1715334557  1.3568  0.0081398
4.1682297528  1.3568  0.0081333
4.1647578193  1.3572  0.0081347
4.1614648356  1.3571  0.0081275
4.1581770552  1.357  0.0081195
4.1547218414  1.3573  0.0081168
4.1514447028  1.3573  0.0073303
4.1481727299  1.3577  0.0073324
4.1449059106  1.3578  0.0073291
4.1414727077  1.3583  0.0073325
4.1382164287  1.3584  0.0073281
4.1349652663  1.3585  0.0073234
4.1315485044  1.3589  0.0073258
4.1283078066  1.3589  0.0073205
4.1250721888  1.3591  0.0073181
4.1218416388  1.3591  0.0073123
4.118446522  1.3595  0.0073134
4.1152263374  1.3595  0.0073074
4.1120111847  1.3594  0.0073014
4.1086322363  1.3598  0.0073012
4.105427375  1.3595  0.0072917
4.1022275095  1.3597  0.0065203
4.0990326283  1.36  0.0065201
4.0956749672  1.3605  0.0065236
4.0924902803  1.3606  0.0065207
4.0893105422  1.3607  0.0065171
4.0859687832  1.3611  0.0065191
4.0827991671  1.3611  0.0065149
4.0796344648  1.3613  0.0065126
4.0764746647  1.3613  0.0065078
4.073153843  1.3616  0.0065079
4.07000407  1.3615  0.0065013
4.0668591647  1.3617  0.0057388
4.0635539843  1.3621  0.0065009
4.0604190352  1.362  0.0057357
4.0572889195  1.3623  0.0057357
4.0539992703  1.3628  0.0057388
4.0508790408  1.3629  0.0057365
4.0477636106  1.3631  0.0057358
4.0446529688  1.3632  0.0057327
4.0413837698  1.3636  0.0057341
4.0382829221  1.3636  0.0057307
4.0351868292  1.3636  0.0057268
4.0319329086  1.3639  0.0057261
4.0288465412  1.3641  0.0049742
4.0257648953  1.3644  0.0057261
4.0226879601  1.3642  0.0057178
4.0194541581  1.3645  0.0049693
4.0163868584  1.3648  0.0049702
4.0133242365  1.365  0.0049693
4.0101054658  1.3654  0.0049721
4.0070524122  1.3656  0.0049704
4.004004004  1.3658  0.0049697
4.0009602305  1.3659  0.0049676
3.9977612537  1.3663  0.0049689
3.9947269604  1.3663  0.0049663
3.9916972697  1.3664  0.0049634
3.9885130823  1.3666  0.004963
3.9854928062  1.3669  0.0042216
3.9824771008  1.3672  0.0049639
3.9794659557  1.367  0.0049568
3.9763012446  1.3673  0.0042188
3.9732994278  1.3676  0.00422
3.97030214  1.3679  0.0042199
3.9671519816  1.3683  0.0042225
3.9641639578  1.3685  0.0042216
3.9611804318  1.3687  0.0042214
3.9582013933  1.3688  0.0042204
3.9550704003  1.3692  0.0042219
3.9521005414  1.3693  0.0042205
3.9491351394  1.3695  0.004219
3.9460184674  1.3698  0.0042201
3.9430621821  1.3699  0.0042183
3.9401103231  1.37  0.0042164
3.937007874  1.3703  0.0042167
3.9340650694  1.3703  0.0042139
3.9311266609  1.3703  0.0042109
3.9281926386  1.3705  0.0034819
3.9251089218  1.3711  0.0034861
3.922183872  1.3713  0.0034867
3.9192631785  1.3716  0.0034866
3.91619346  1.372  0.0034886
3.913281678  1.3722  0.003488
3.9103742228  1.3724  0.0034882
3.9074710847  1.3726  0.0034876
3.9044198032  1.3729  0.0034887
3.9015254965  1.3731  0.0034877
3.8986354776  1.3732  0.0034869
3.8955979743  1.3736  0.0034875
3.892716727  1.3737  0.0034861
3.8898397386  1.3739  0.0034853
3.8869669997  1.3739  0.0034836
3.8839476444  1.3741  0.0034824
3.8810835985  1.3743  0.0027646
3.8782237735  1.3747  0.0027665
3.875217981  1.3752  0.0027689
3.8723667906  1.3754  0.0027692
3.8695197926  1.3757  0.0027698
3.8666769778  1.3759  0.0027698
3.8636890503  1.3763  0.0027711
3.8608547933  1.3765  0.0027708
3.8580246914  1.3767  0.0027705
3.8550501157  1.3771  0.0027713
3.8522285142  1.3773  0.0027709
3.8494110401  1.3775  0.0027703
3.8464497269  1.3779  0.002771
3.8436406965  1.3781  0.0027702
3.8408357659  1.3783  0.00277
3.8380349261  1.3785  0.0027692
3.8350910834  1.3788  0.0027691
3.8322986127  1.3789  0.0027677
3.8295102056  1.3789  0.0027661
3.8265794207  1.3794  0.0020632
3.823799327  1.3796  0.0027662
3.82102327  1.3798  0.0020624
3.8182512409  1.3802  0.0020636
3.8153376574  1.3807  0.0020647
3.8125738686  1.381  0.0020648
3.8098140811  1.3813  0.0020649
3.8069133547  1.3817  0.0020652
3.804161753  1.3819  0.0020652
3.8014141261  1.3822  0.0020649
3.7986704653  1.3825  0.0020646
3.7957866768  1.3829  0.0020648
3.7930511303  1.3831  0.0020643
3.7903195239  1.3834  0.0020636
3.787448396  1.3838  0.0020635
3.7847248505  1.384  0.0020628
3.7820052192  1.3843  0.0020624
3.7792894936  1.3846  0.0020614
3.7764350453  1.3849  0.0020609
3.7737273105  1.3852  0.0020601
3.7710234558  1.3855  0.0020592
3.7681814756  1.3858  0.0020585
3.7654855594  1.3861  0.0020574
3.7627934979  1.3864  0.0020565
3.7601052829  1.3866  0.002055
3.7572797295  1.387  0.0020542
3.7545993842  1.3873  0.0020529
3.7519228605  1.3875  0.0020516
3.7491095865  1.3879  0.0020503
3.7464408812  1.3882  0.0020486
3.7437759724  1.3885  0.0020472
3.7411148522  1.3887  0.0020456
3.738317757  1.389  0.0020439
3.7356643879  1.3895  0.0013587
3.7330147827  1.3899  0.0020405
3.7302297822  1.3902  0.002039
3.7275878779  1.3905  0.0020367
3.7249497132  1.3907  0.0020348
3.722176729  1.3911  0.0020328
3.7195462154  1.3914  0.0020306
3.7169194172  1.3917  0.0020285
3.7142963266  1.392  0.0020262
3.7115391753  1.3924  0.0020235
3.7089236704  1.3926  0.0020213
3.7063118491  1.3929  0.0020188
3.7035665346  1.3932  0.0020166
3.7009622502  1.3937  0.0013376
3.6983616258  1.3942  0.0020105
3.6957646537  1.3944  0.0020078
3.6930349361  1.3948  0.0020046
3.6904454368  1.3951  0.0020016
3.6878595663  1.3954  0.0019987
3.6851415094  1.3958  0.0019953
3.6825630639  1.3961  0.0019921
3.679988224  1.3964  0.0019888
3.6774169823  1.3967  0.0019853
3.674714291  1.3972  0.0019816
3.6721504113  1.3975  0.0019781
3.6695901068  1.3978  0.0019742
3.6668989036  1.3982  0.0019701
3.6643459143  1.3986  0.0019663
3.6617964774  1.3989  0.0019623
3.6592505855  1.3992  0.0019584
3.656574521  1.3997  0.0019534
3.6540358826  1.4  0.0019492
3.6515007668  1.4004  0.001945
3.6488360213  1.4008  0.0019397
3.646308113  1.4012  0.001935
3.643783705  1.4015  0.0019306
3.6411302068  1.402  0.0019248
3.6386129607  1.4023  0.0019198
3.6360991928  1.4027  0.0019147
3.6335888958  1.4031  0.0019093
3.6309502197  1.4036  0.001903
3.6284470247  1.4039  0.0018977
3.6259472787  1.4043  0.0018921
3.6233196855  1.4048  0.0018852
3.6208269969  1.4052  0.0018794
3.6183377356  1.4056  0.001873
3.6158518947  1.406  0.0018668
3.6132389074  1.4066  0.0018588
3.610760065  1.407  0.0018521
3.6082846215  1.4075  0.0018448
3.6056825557  1.4082  0.0018346
3.6032140669  1.4085  0.002484
3.6007489558  1.4086  0.0024797
3.5982872153  1.4091  0.0018167
3.5956995433  1.4098  0.0024602
3.5932447  1.41  0.0024541
3.5907932062  1.4103  0.0024472
3.5882162977  1.4108  0.0024378
3.5857716581  1.4112  0.0024304
3.5833303472  1.4116  0.0024216
3.5808923584  1.4119  0.002414
3.5783296357  1.4125  0.0024032
3.5758984445  1.4129  0.0023946
3.5734705546  1.4133  0.0023859
3.5709184402  1.4138  0.0023744
3.5684973058  1.4142  0.0023653
3.5660794523  1.4147  0.0023552
3.563664873  1.4151  0.0023458
3.5611267405  1.4157  0.0023335
3.5587188612  1.4161  0.0023235
3.5563142359  1.4166  0.0023131
3.5537865596  1.4171  0.0022998
3.5513885929  1.4176  0.0022891
3.5489938602  1.4181  0.0022775
3.5466023549  1.4185  0.0022662
3.5440884604  1.4192  0.0022519
3.5417035594  1.4196  0.0022401
3.5393218659  1.4201  0.002228
3.5368182783  1.4207  0.0022128
3.5344431485  1.4212  0.0022002
3.5320712066  1.4217  0.0021875
3.5295778625  1.4224  0.0021709
3.527212444  1.4229  0.0021573
3.5248501939  1.4234  0.0021424
3.5224911057  1.424  0.0021282
3.520011264  1.4246  0.0021106
3.5176586464  1.4252  0.0020955
3.5153091714  1.4257  0.0020801
3.5128394281  1.4264  0.0020612
3.5104963842  1.427  0.0020452
3.5081564638  1.4276  0.0020274
3.5058196606  1.4282  0.0020104
3.5033632287  1.4289  0.0019892
3.5010328047  1.4295  0.001971
3.498705479  1.4302  0.0019521
3.4962590029  1.431  0.0019285
3.4939380175  1.4317  0.0019073
3.4916201117  1.4325  0.0018827
3.4893052793  1.4331  0.0024956
3.4868719272  1.4336  0.0024779
3.4845633842  1.4343  0.0018242
3.482257896  1.4351  0.0024294
3.4798343599  1.4357  0.0024064
3.4775351231  1.4363  0.0023854
3.4752389227  1.437  0.0023623
3.4729457526  1.4376  0.0023392
3.4705351565  1.4385  0.0023099
3.4682481878  1.4392  0.0022852
3.4659642312  1.4399  0.0022593
3.4635633139  1.4408  0.0022263
3.4612855214  1.4416  0.0021969
3.4590107229  1.4426  0.0021621
3.4567389125  1.4433  0.0027595
3.4543507548  1.4441  0.0027301
3.4520850594  1.4447  0.002703
3.4498223341  1.4454  0.0026739
3.4474437205  1.4464  0.002636
3.4451870737  1.4472  0.0026022
3.4429333792  1.4482  0.0025642
3.4405642525  1.4492  0.0031458
3.4383166002  1.4498  0.0031186
3.4360718826  1.4506  0.0030839
3.4338300941  1.4514  0.0030497
3.4314734747  1.4524  0.0030038
3.4292376805  1.4534  0.0029637
3.4270047978  1.4544  0.0029178
3.4246575342  1.4555  0.0034878
3.4224306102  1.4562  0.0034527
3.4202065805  1.4572  0.0034082
3.4179854394  1.4582  0.0033597
3.4156505106  1.4594  0.0039237
3.4134352813  1.4601  0.0038853
3.4112229234  1.4611  0.00384
3.4088972217  1.4624  0.003774
3.4066907406  1.4634  0.0043424
3.404487114  1.4643  0.0042945
3.4022863364  1.4653  0.0042397
3.3999728002  1.4666  0.0047912
3.3977778533  1.4674  0.0047451
3.3955857385  1.4684  0.0046908
3.393281303  1.4699  0.0046104
3.3910949846  1.471  0.0051651
3.3889114816  1.4722  0.0050999
3.3867307888  1.4732  0.0056573
3.3844383525  1.4745  0.0055827
3.3822634107  1.4757  0.0055117
3.3800912625  1.4769  0.0060587
3.3778078027  1.4784  0.0059669
3.3756413719  1.4797  0.0065058
3.3734777182  1.4806  0.0070608
3.3712031824  1.482  0.0069737
3.3690452126  1.4833  0.0068929
3.3668900037  1.4848  0.0074141
3.3647375505  1.4858  0.0079597
3.3624747814  1.4874  0.0078539
3.360327968  1.4886  0.0083874
3.3581838942  1.4898  0.0083041
3.3559299282  1.4917  0.0087911
3.3537914612  1.4929  0.0093255
3.3516557179  1.4943  0.0092233
3.349522693  1.4957  0.0097396
3.3472803347  1.4976  0.01022
3.3451528735  1.4987  0.010749
3.3430281149  1.5  0.010653
3.3407944409  1.5022  0.011111
3.3386752137  1.5035  0.01162
3.3365586734  1.5051  0.012114
3.3344448149  1.5063  0.012631
3.3322225925  1.5083  0.013094
3.3301142229  1.5097  0.012981
3.3280085197  1.5113  0.01347
3.325794865  1.5136  0.013898
3.3236946189  1.5152  0.014387
3.3215970238  1.517  0.014849
3.3195020747  1.5186  0.015333
3.317299718  1.5213  0.015726
3.3152101843  1.5229  0.01682
3.3131232813  1.5243  0.01731
3.3109293779  1.527  0.01769
3.3088478592  1.5286  0.018783
3.3067689561  1.5305  0.01923
3.3046926636  1.5322  0.019691
3.3025099075  1.5352  0.020668
3.3004389584  1.5369  0.021122
3.2983706049  1.5386  0.022203
3.2961961896  1.5417  0.022527
3.2941331489  1.5437  0.02358
3.292072689  1.5455  0.024653
3.2899065667  1.5487  0.025592
3.2878513891  1.5507  0.026014
3.2857987777  1.5532  0.027646
3.2837487275  1.555  0.028077
3.2815935418  1.5588  0.029582
3.2795487341  1.5607  0.03064
3.2775064731  1.5627  0.031693
3.2753594707  1.5669  0.032517
3.2733224223  1.5692  0.034169
3.271287906  1.5721  0.035765
3.2692559174  1.574  0.037463
3.2671197073  1.5783  0.03891
3.2650928919  1.5805  0.040591
3.2630685897  1.5825  0.042291
3.2609404552  1.5873  0.04368
3.2589212971  1.5896  0.046017
3.2569046378  1.5928  0.047591
3.2548904729  1.595  0.049947
3.252772989  1.6004  0.051943
3.2507639295  1.6026  0.054979
3.2487573503  1.6044  0.057414
3.2466478361  1.61  0.059395
3.2446463335  1.6124  0.062467
3.2426472973  1.6158  0.065419
3.2406507227  1.6176  0.068595
3.2385517197  1.6238  0.071233
3.2365601838  1.626  0.075088
3.2345710959  1.6275  0.079061
3.2324799586  1.6338  0.082456
3.2304958811  1.6353  0.08649
3.2285142377  1.6386  0.090326
3.226535024  1.6397  0.094482
3.2244542611  1.6466  0.098644
3.2224800206  1.6476  0.10362
3.2205081962  1.6481  0.10797
3.2184351968  1.6553  0.11221
3.2164683178  1.6561  0.11735
3.2145038413  1.6563  0.12264
3.2124385621  1.6636  0.12779
3.2104790035  1.6634  0.13324
3.208521834  1.6661  0.13834
3.2065670493  1.6651  0.14482
3.2045119528  1.6726  0.14937
3.2025620496  1.6719  0.15594
3.200614518  1.6702  0.1619
3.198567042  1.678  0.16744
3.1966243647  1.6764  0.17351
3.1946840457  1.6782  0.18003
3.1927460809  1.6752  0.18642
3.1907086564  1.6833  0.19221
3.1887755102  1.681  0.19867
3.1868447051  1.6773  0.20627
3.184814803  1.6854  0.21139
3.1828887899  1.6821  0.21818
3.1809651048  1.683  0.2254
3.1790437436  1.6777  0.23261
3.1770237641  1.6863  0.23797
3.1751071599  1.682  0.2452
3.1731928667  1.6762  0.2527
3.1711803133  1.6851  0.25826
3.1692707508  1.6793  0.26593
3.1673634866  1.6791  0.27188
3.1654585167  1.6719  0.27988
3.1634557591  1.6812  0.28465
3.1615554853  1.6749  0.2927
3.1596574931  1.6668  0.29999
3.157662067  1.6763  0.30495
3.1557687453  1.6688  0.3123
3.1538776926  1.6678  0.31884
3.151988905  1.6585  0.32656
3.15000315  1.6681  0.33178
3.1481189989  1.6599  0.33837
3.1462371004  1.6501  0.34637
3.1442585838  1.6601  0.35059
3.1423812965  1.6513  0.35742
3.1405062496  1.641  0.36448
3.1385349319  1.6513  0.37003
3.136664471  1.641  0.37603
3.1347962382  1.6391  0.38214
3.1329302296  1.6273  0.38963
3.1309684085  1.6378  0.39418
3.1291069529  1.6273  0.40037
3.1272477093  1.615  0.4081
