hudgins1993
100
pe
wavel  n  k
39.8787685436  1.2508  0.32403
39.5741818038  1.248  0.3127
39.274212552  1.2446  0.29968
38.9787565777  1.2436  0.28423
38.6877127824  1.2424  0.27622
38.4009830652  1.2427  0.25892
38.1184722116  1.2439  0.25376
37.840087789  1.242  0.24429
37.5657400451  1.2421  0.23156
37.2967328062  1.2416  0.22313
37.0301795964  1.2426  0.21167
36.7674093683  1.2424  0.20538
36.5083421562  1.2421  0.19255
36.252900232  1.244  0.18149
36.0010080282  1.2463  0.17246
35.7525920629  1.2488  0.16265
35.5075808685  1.2511  0.15486
35.2659049231  1.2551  0.14344
35.0287235533  1.2581  0.13858
34.7935005741  1.2628  0.12741
34.5614156356  1.2693  0.12345
34.3324063584  1.2665  0.1324
34.1064120055  1.2647  0.10832
33.8833734287  1.27  0.10389
33.6632330169  1.2739  0.094448
33.4459346466  1.2774  0.090349
33.2314236342  1.2805  0.081268
33.0196466898  1.2852  0.073981
32.8116284411  1.2895  0.067668
32.605151614  1.2946  0.060647
32.4012571688  1.2991  0.05616
32.1998969603  1.3049  0.047045
32.0010240328  1.3103  0.045844
31.8045925832  1.3157  0.037042
31.6105579263  1.3215  0.035951
31.418876461  1.3263  0.029684
31.2295056369  1.3322  0.025739
31.0424039238  1.3378  0.021876
30.858482997  1.3438  0.017373
30.6757876008  1.3496  0.015161
30.4952427421  1.3557  0.010112
30.3168106715  1.3624  0.0079575
30.1404545181  1.3688  0.0051525
29.9661382638  1.3758  0.0024087
29.7938267191  1.3832  0.00107
29.6234854993  1.3906  0.00042266
29.4550810015  1.3969  0.0025841
29.2894382286  1.4028  0.0016513
29.124799767  1.4086  0.0039672
28.9620018536  1.4136  0.0049576
28.8010137957  1.4181  0.0072542
28.6418055794  1.4217  0.008831
28.4843478509  1.4255  0.009133
28.328611898  1.4289  0.011344
28.1745696334  1.4319  0.011622
28.0221935773  1.4347  0.013122
27.871456841  1.4378  0.012165
27.7231016606  1.4417  0.012419
27.5755570263  1.445  0.01452
27.4295745673  1.4484  0.014162
27.2851296044  1.4515  0.016758
27.1421979752  1.4544  0.016389
27.0007560212  1.4577  0.018393
26.8607805743  1.4605  0.019754
26.7222489445  1.463  0.021721
26.5851389074  1.4649  0.023628
26.4494286923  1.4671  0.023798
26.3157894737  1.4688  0.02628
26.182808368  1.4707  0.025876
26.0511644871  1.4728  0.027704
25.9208377615  1.4743  0.028411
25.7918085216  1.4763  0.028593
25.6640574875  1.4782  0.029824
25.5375657592  1.4804  0.029395
25.4123148078  1.4828  0.031136
25.2882864657  1.4851  0.031282
25.1660962352  1.4874  0.032987
25.0444539057  1.4893  0.034682
24.9239818553  1.4912  0.035344
24.8046632767  1.493  0.037534
24.6864816826  1.4947  0.038131
24.5694208987  1.496  0.040861
24.453465056  1.4973  0.040411
24.3385985835  1.4986  0.043053
24.2248062016  1.4999  0.042595
24.112654321  1.5016  0.043699
24.0009600384  1.503  0.045264
23.8902957619  1.5046  0.045291
23.7806473092  1.506  0.047375
23.6720007575  1.5077  0.046885
23.564342437  1.5097  0.04887
23.4576589256  1.5113  0.049901
23.3519370432  1.5128  0.05187
23.247163846  1.5139  0.053347
23.1433266218  1.5153  0.053858
23.0404128842  1.5167  0.056266
22.9389365509  1.5176  0.056744
22.8378285793  1.5186  0.059169
22.7376080036  1.5195  0.059145
22.6382631924  1.5207  0.061014
22.5397827165  1.5217  0.061491
22.4421553446  1.5228  0.062857
22.3453700393  1.5239  0.06375
22.2494159528  1.5253  0.064181
22.1542824228  1.5268  0.065962
22.060445621  1.5276  0.066834
21.9669178218  1.5292  0.067694
21.8741797183  1.5305  0.069442
21.7822213509  1.5318  0.070258
21.691032927  1.5333  0.072007
21.6006048169  1.5343  0.073722
21.5109275512  1.535  0.075484
21.4219918168  1.536  0.075826
21.3337884542  1.5374  0.077033
21.2463084539  1.5387  0.078714
21.1599906896  1.5395  0.07994
21.0739273371  1.5407  0.081119
20.9885612341  1.5421  0.081874
20.9038839416  1.5436  0.083454
20.8198871562  1.5452  0.084614
20.7365627074  1.5466  0.086604
20.6539025549  1.5482  0.087702
20.5718987863  1.55  0.089671
20.4905436141  1.5517  0.092024
20.4102459435  1.5528  0.09401
20.3301618281  1.5544  0.096328
20.250703712  1.5558  0.098681
20.1718642837  1.557  0.10141
20.0936363454  1.5582  0.10374
20.0160128102  1.5594  0.10686
19.9389867007  1.5602  0.11001
19.8625511461  1.5611  0.11273
19.7866993807  1.562  0.11665
19.7118132897  1.5615  0.12028
19.637106276  1.5615  0.12343
19.5629633977  1.5609  0.127
19.4893782888  1.5605  0.12933
19.416344679  1.5597  0.13331
19.3438563912  1.5587  0.13567
19.2719073407  1.5574  0.13929
19.2004915326  1.5557  0.14167
19.1296030607  1.5539  0.14408
19.0592361058  1.5523  0.14602
18.9897455374  1.55  0.14763
18.9204018693  1.5481  0.14961
18.8515627946  1.546  0.14974
18.7832228254  1.5445  0.15022
18.7153765534  1.5435  0.15005
18.648018648  1.5423  0.15198
18.5811438552  1.5405  0.15208
18.514746996  1.5398  0.1506
18.4488229651  1.5398  0.15178
18.3837046842  1.5387  0.1516
18.3187088974  1.5388  0.15172
18.2541710781  1.5393  0.15136
18.1900864029  1.5387  0.15489
18.126450116  1.538  0.1528
18.0632575279  1.538  0.15474
18.0005040141  1.5375  0.15432
17.9381850144  1.5377  0.15439
17.8762960315  1.5386  0.15399
17.8148326296  1.5387  0.15716
17.7537904343  1.5384  0.15709
17.6934781839  1.538  0.15705
17.6332633881  1.5384  0.15831
17.5734570505  1.5383  0.1584
17.5140550292  1.539  0.15804
17.4550532379  1.5399  0.15962
17.3964476454  1.5402  0.1611
17.3382342742  1.5397  0.16282
17.2804092001  1.54  0.16125
17.2229685509  1.5407  0.16424
17.1662031792  1.5402  0.16297
17.1095180249  1.5416  0.16409
17.0532060027  1.5422  0.16565
16.9972634406  1.542  0.16729
16.9416867143  1.5425  0.16612
16.8864722471  1.5439  0.16738
16.8316165084  1.5447  0.16909
16.7771160138  1.545  0.17065
16.7229673233  1.5461  0.17073
16.6694449075  1.5465  0.17247
16.6159879036  1.5476  0.17409
16.5628726646  1.5478  0.1762
16.5100959237  1.5485  0.17595
16.4576544551  1.5493  0.17877
16.4055450742  1.5502  0.17866
16.3537646366  1.5507  0.18255
16.3023100373  1.5506  0.18278
16.2511782104  1.5517  0.18318
16.2003661283  1.5529  0.18588
16.1501316236  1.5532  0.18601
16.0999484802  1.5545  0.18922
16.0500762379  1.5555  0.18943
16.0005120164  1.5566  0.19262
15.9512529709  1.5573  0.19435
15.9022962916  1.5584  0.196
15.8536392029  1.5589  0.1996
15.8052789632  1.5594  0.20001
15.7572128642  1.5614  0.20207
15.7096850208  1.5617  0.20564
15.6621977196  1.5628  0.20762
15.6149966428  1.5638  0.21013
15.5680792104  1.5652  0.21254
15.5214428733  1.5666  0.21661
15.475085113  1.5672  0.22093
15.4290034407  1.5669  0.22593
15.3831953973  1.566  0.22939
15.337658553  1.565  0.23265
15.2923905065  1.5647  0.23527
15.2476213711  1.5628  0.23908
15.2028824665  1.5614  0.24213
15.1584053358  1.5599  0.24246
15.114187688  1.5598  0.24297
15.070227259  1.5605  0.2442
15.026521811  1.5635  0.24431
14.9830691319  1.5615  0.25921
14.9398670352  1.5582  0.25178
14.8969133596  1.5599  0.25399
14.8542059684  1.5618  0.25591
14.8119621406  1.5618  0.25957
14.7697397572  1.5613  0.26296
14.7277574044  1.5962  0.25984
14.6963729352  1.5391  0.27621
14.6548060436  1.5669  0.27552
14.6134736227  1.5651  0.28038
14.572373694  1.5642  0.28504
14.531715469  1.5624  0.287
14.4910734987  1.563  0.29138
14.4506582275  1.5625  0.29594
14.4104677638  1.5618  0.30058
14.3705002371  1.5608  0.30523
14.3307537976  1.5596  0.30992
14.291226616  1.5582  0.31468
14.2519168828  1.5566  0.31946
14.2128228087  1.5546  0.32435
14.1739426239  1.5527  0.3292
14.1354743865  1.5494  0.33143
14.0970156618  1.5489  0.336
14.0587656404  1.5471  0.34081
14.020722628  1.5451  0.34572
13.9828849488  1.5427  0.35067
13.9452509448  1.54  0.35572
13.9078189758  1.5365  0.36098
13.8705874194  1.5335  0.36316
13.8335546702  1.5322  0.36791
13.7969094923  1.5279  0.37335
13.7602686004  1.5249  0.37853
13.7238218099  1.522  0.38068
13.6875675824  1.5184  0.38895
13.6515043958  1.5138  0.39158
13.6156307441  1.5094  0.39712
13.579945137  1.5046  0.39981
13.5444460999  1.5012  0.40213
13.5091321733  1.4978  0.40743
13.4740019133  1.4938  0.41294
13.4392345012  1.4869  0.41619
13.4044663682  1.4835  0.41856
13.3698776656  1.4787  0.42429
13.3354670081  1.473  0.42724
13.3012330243  1.4678  0.43011
13.2671743572  1.463  0.43286
13.2332896635  1.4587  0.43548
13.1995776135  1.4536  0.44137
13.1660368912  1.4473  0.44455
13.1326661939  1.4423  0.44741
13.0996358301  1.4345  0.45105
13.0666004626  1.4284  0.45423
13.0337312966  1.4222  0.45436
13.0010270811  1.4167  0.45735
12.9684865776  1.4101  0.46073
12.9361085598  1.4039  0.46086
12.9038918138  1.3982  0.46398
12.8718351375  1.391  0.46754
12.8399373411  1.3847  0.46772
12.8083612983  1.3769  0.46838
12.7767769303  1.3711  0.47153
12.745347948  1.3636  0.47209
12.7140732076  1.3568  0.47244
12.6829515765  1.3506  0.47259
12.651981933  1.3431  0.47635
12.6211631664  1.3354  0.4738
12.5904941769  1.3292  0.47401
12.5599738753  1.3226  0.4743
12.5296011828  1.3171  0.47426
12.4995312676  1.3086  0.47517
12.4694498479  1.3024  0.47535
12.4395128687  1.2946  0.47607
12.4097192921  1.2874  0.47335
12.3800680904  1.281  0.47361
12.3505582452  1.2732  0.47429
12.3211887483  1.2658  0.47165
12.2919586007  1.2582  0.47231
12.262866813  1.2511  0.46954
12.2340620756  1.2421  0.46739
12.2052433726  1.2365  0.46415
12.1765601218  1.229  0.46474
12.1480113705  1.2221  0.45869
12.1195961751  1.216  0.45886
12.0913136003  1.2086  0.45619
12.06316272  1.2016  0.45337
12.0351426164  1.1947  0.4505
12.0072523804  1.1878  0.44767
11.9794911112  1.1818  0.44452
11.9520007649  1.1726  0.44235
11.9244941033  1.1667  0.4359
11.8971137602  1.161  0.43266
11.8698588674  1.1547  0.42962
11.8427285647  1.1474  0.42679
11.8157219997  1.1408  0.42056
11.7888383279  1.1343  0.41749
11.7620767123  1.128  0.41112
11.7354363235  1.1227  0.40775
11.7090534401  1.1146  0.40184
11.6826524294  1.1102  0.39496
11.6563702063  1.1046  0.3916
11.6302059709  1.0986  0.38512
11.6041589306  1.0939  0.37832
11.5782282995  1.0886  0.37486
11.5524132991  1.0827  0.36836
11.5267131577  1.0774  0.36165
11.5011271105  1.0726  0.35483
11.4756543992  1.0694  0.34769
11.4504253833  1.0628  0.3445
11.425176519  1.0583  0.33442
11.4000387601  1.0548  0.32733
11.375011375  1.0513  0.32025
11.3500936383  1.0479  0.3132
11.3252848309  1.0447  0.3061
11.3005842402  1.0415  0.29902
11.2759911596  1.0386  0.29191
11.2515048888  1.0356  0.2848
11.2271247334  1.0333  0.27764
11.2029755103  1.029  0.2708
11.1788049857  1.0272  0.26044
11.1547385329  1.0261  0.25316
11.1307754811  1.0246  0.24596
11.1069151654  1.0225  0.23891
11.0831569264  1.0214  0.22863
11.0595001106  1.0214  0.22139
11.0359440698  1.0211  0.21422
11.0124881616  1.0211  0.20706
10.989252511  1.0198  0.20011
10.9659944512  1.0193  0.19309
10.9428346319  1.0193  0.1831
10.9197724319  1.0203  0.17606
10.8968072355  1.0204  0.16915
10.8739384318  1.0215  0.15931
10.8511654152  1.0237  0.15241
10.8284875851  1.0254  0.14563
10.8059043461  1.0271  0.13889
10.7834151076  1.0289  0.13224
10.7611350845  1.0297  0.12566
10.7388316151  1.0323  0.11626
10.7166204066  1.0357  0.1098
10.6945008876  1.0388  0.1034
10.6724724917  1.0421  0.097101
10.6505346568  1.0455  0.090854
10.6286868257  1.0496  0.084689
10.6069284457  1.053  0.081329
10.5852589684  1.056  0.075296
10.5637894425  1.0593  0.069369
10.5422956903  1.0639  0.063517
10.5208892256  1.0679  0.060349
10.4995695176  1.0719  0.054651
10.4783360402  1.0759  0.051579
10.4571882712  1.08  0.046022
10.4361256927  1.0846  0.043064
10.4151477909  1.0882  0.040109
10.3942540564  1.0924  0.034741
10.3734439834  1.0973  0.031932
10.3528242505  1.1016  0.029156
10.3321795733  1.1059  0.026396
10.3116170678  1.1103  0.023669
10.2911362444  1.115  0.021021
10.2707366172  1.1189  0.020732
10.2504177045  1.1222  0.018061
10.2301790281  1.1262  0.015429
10.2100201137  1.1308  0.012867
10.1899404907  1.1351  0.012676
10.170043121  1.1382  0.01239
10.1501202789  1.1415  0.0098422
10.1302753409  1.1448  0.0095857
10.1105078508  1.1481  0.0070562
10.0908173562  1.1515  0.0068405
10.0712034081  1.1549  0.0043553
10.051665561  1.1584  0.0041643
10.0322033728  1.1622  0.0017471
10.012816405  1.1655  0.0037487
9.9940035978  1.168  0.0013031
9.9740674247  1.1717  0.0011173
9.9552015928  1.1746  0.00091353
9.9364069952  1.1774  0.00067973
9.9166997223  1.1802  0.00047114
9.8980500841  1.1827  0.00022417
9.8794704604  1.1852  0.0
9.8609604575  1.1875  0.0
9.8415510284  1.1898  0.0
9.8231827112  1.1919  0.0
9.8048828317  1.1938  0.0
9.7856933164  1.1963  0.0
9.7675327212  1.1993  0.0
9.7494394072  1.2018  0.0
9.7304660893  1.2041  0.0
9.7125097125  1.2063  0.0
9.6946194862  1.2083  0.0
9.6767950455  1.2102  0.0
9.6581031485  1.2119  0.0
9.6404126097  1.2132  0.0
9.622786759  1.2153  0.0
9.6043027276  1.2179  0.0
9.5868085514  1.2204  0.0
9.5693779904  1.2217  0.0
9.5520106983  1.2231  0.0
9.5337973115  1.2253  0.0
9.5165588123  1.2274  0.0
9.4993825401  1.2297  0.0
9.4813691097  1.2311  0.0
9.4643195154  1.2317  0.0
9.447331129  1.2336  0.0
9.4304036213  1.2355  0.0
9.4126506024  1.2364  0.0
9.3958470356  1.2376  0.0
9.3791033577  1.2388  0.0
9.3615427823  1.2401  0.0
9.3449210354  1.2413  0.0
9.328358209  1.2425  0.0
9.3118539901  1.2437  0.0
9.2945441026  1.245  0.0
9.2781592132  1.2461  0.0
9.2618319904  1.2473  0.0
9.244707405  1.2485  0.0
9.2284976006  1.2496  0.0
9.2123445417  1.2507  0.0
9.1962479308  1.2518  0.0
9.179364788  1.253  0.0
9.163383121  1.254  0.0
9.147457007  1.2551  0.0
9.130752374  1.2562  0.0
9.1149393857  1.2572  0.0
9.0991810737  1.2583  0.0
9.0826521344  1.2593  0.0
9.0670051682  1.2603  0.0
9.0514120203  1.2613  0.0
9.0358724135  1.2623  0.0
9.0195724723  1.2634  0.0
9.0041419053  1.2644  0.0
8.9887640449  1.2653  0.0
8.9726334679  1.2664  0.0
8.9573629523  1.2674  0.0
8.9421443262  1.2684  0.0
8.9269773255  1.2695  2.3037e-05
8.9110675459  1.2707  6.634e-05
8.8960056934  1.2721  0.00011849
8.8809946714  1.2728  0.0019396
8.865248227  1.2732  0.0019445
8.8503407381  1.2737  0.0019558
8.8354833009  1.2743  0.0019726
8.8206756638  1.275  0.0019892
8.805142203  1.2758  0.0020126
8.7904360056  1.2765  0.0020294
8.7757788504  1.2771  0.0020484
8.7604029785  1.278  0.0020716
8.7458457233  1.2787  0.0020905
8.7313367677  1.2794  0.002111
8.7168758717  1.2801  0.0021294
8.7017055343  1.281  0.0021538
8.6873425419  1.2817  0.0021729
8.6730268864  1.2824  0.002191
8.658008658  1.2833  0.0022159
8.6437894373  1.284  0.0022352
8.629616845  1.2848  0.0022567
8.6154906522  1.2855  0.0022761
8.6006708523  1.2864  0.0023032
8.5866391894  1.2873  0.0023251
8.5726532362  1.2881  0.0023508
8.5579803166  1.2895  0.0023917
8.5440874915  1.2901  0.0041132
8.5302396997  1.2902  0.0041052
8.5157114877  1.2907  0.0041142
8.5019554498  1.2912  0.0041197
8.4882437824  1.2917  0.0041291
8.4745762712  1.2922  0.0041367
8.4602368866  1.293  0.0041542
8.4466593462  1.2936  0.0041637
8.4331253162  1.2942  0.0041739
8.4189257451  1.2951  0.0041937
8.4054803732  1.2957  0.0042066
8.3920778785  1.2966  0.004226
8.3787180561  1.2976  0.0042497
8.3647009619  1.2984  0.0059287
8.3514280942  1.2983  0.005916
8.3381972817  1.2986  0.0059118
8.3243153251  1.2993  0.0059206
8.3111702128  1.2996  0.005921
8.2980665505  1.3002  0.0059279
8.2850041425  1.3007  0.0059308
8.2712985939  1.3016  0.0059468
8.2583202577  1.3022  0.0059544
8.2453825858  1.3031  0.0059713
8.231807705  1.3039  0.0076147
8.2189529054  1.3037  0.0075971
8.2061381914  1.304  0.0075918
8.1933633757  1.3042  0.0075839
8.1799591002  1.3049  0.0075904
8.1672655995  1.3052  0.0075862
8.1546114328  1.3055  0.0075813
8.1413335504  1.3063  0.0075891
8.1287595513  1.3065  0.0075821
8.1162243324  1.3065  0.0075684
8.1037277147  1.3089  0.0028303
8.0906148867  1.3112  0.0092718
8.0781969464  1.3103  0.0092338
8.0658170673  1.3102  0.0092147
8.0528265421  1.3109  0.0092163
8.0405242422  1.3111  0.0092088
8.0282594733  1.3115  0.0092037
8.0153895479  1.3128  0.0092209
8.0032012805  1.313  0.010792
7.991050024  1.313  0.010774
7.97893561  1.313  0.010758
7.9662232136  1.3138  0.010759
7.9541839007  1.314  0.010748
7.9421809229  1.3144  0.01074
7.9295852827  1.3157  0.010754
7.9176563737  1.3159  0.012304
7.9057633014  1.3159  0.012284
7.8939059046  1.3159  0.012264
7.8814627995  1.3167  0.012265
7.8696781302  1.317  0.012253
7.85792865  1.3176  0.012246
7.8455986192  1.3184  0.013793
7.8339208774  1.318  0.013763
7.8222778473  1.3183  0.013747
7.8106693744  1.3183  0.013727
7.7984870935  1.3194  0.013728
7.7869490734  1.3198  0.013718
7.7754451442  1.3199  0.015231
7.763372409  1.3203  0.015215
7.7519379845  1.3201  0.015188
7.7405371933  1.3204  0.015172
7.7291698872  1.3205  0.015151
7.7172403149  1.3215  0.015149
7.7059412807  1.322  0.015136
7.6946752847  1.322  0.016631
7.6828518746  1.3225  0.016613
7.6716532413  1.3223  0.016586
7.660487207  1.3226  0.016567
7.6493536296  1.3227  0.016545
7.6376689834  1.3241  0.016545
7.6266015863  1.3241  0.018024
7.6155662173  1.3235  0.017987
7.6039844879  1.3244  0.017975
7.5930144267  1.3243  0.017947
7.5820759724  1.3243  0.017923
7.5705958059  1.3257  0.01792
7.5597218022  1.3256  0.019382
7.5488789915  1.3255  0.019352
7.5380672396  1.3252  0.019319
7.5267198555  1.3263  0.019308
7.5159714393  1.3265  0.019284
7.5052536776  1.3263  0.020733
7.4940047962  1.3268  0.02071
7.4833495473  1.3264  0.020673
7.4727245554  1.3266  0.020647
7.4621296918  1.3264  0.020615
7.4510096118  1.3274  0.0206
7.4404761905  1.3275  0.020571
7.4299725091  1.3277  0.020547
7.4189479932  1.3288  0.021996
7.4085049637  1.3282  0.021956
7.3980912924  1.3284  0.021927
7.3877068558  1.3282  0.021894
7.3768073178  1.3296  0.021883
7.3664825046  1.3294  0.023303
7.3561865529  1.3287  0.02326
7.3453797561  1.3296  0.023239
7.3351426685  1.3294  0.023203
7.3249340756  1.33  0.023179
7.3147538585  1.3296  0.024586
7.3040683661  1.3302  0.024558
7.2939460248  1.3296  0.024517
7.2838517008  1.3292  0.024476
7.2732562368  1.3302  0.024454
7.2632190587  1.3299  0.024415
7.2532095452  1.3302  0.024386
7.2432275822  1.33  0.02435
7.2327498915  1.3313  0.024331
7.2228241242  1.3315  0.024301
7.2129255626  1.3313  0.02569
7.2025352924  1.3321  0.025663
7.1926922247  1.3318  0.025623
7.1828760236  1.3318  0.025587
7.1725720843  1.3329  0.026982
7.1628106869  1.332  0.026936
7.1530758226  1.3321  0.026899
7.1433673834  1.3317  0.026858
7.1331764035  1.3329  0.026834
7.1235218692  1.333  0.026798
7.1138934339  1.3325  0.028165
7.1037863181  1.3333  0.028133
7.0942111237  1.3327  0.028089
7.0846617074  1.3329  0.028053
7.0751379652  1.3326  0.028011
7.0651405963  1.3343  0.02799
7.0556692302  1.3341  0.029347
7.0462232244  1.3327  0.030692
7.0363073459  1.3334  0.029259
7.0269130771  1.3331  0.029216
7.0175438596  1.3335  0.029181
7.0081995935  1.3334  0.029142
6.9983903702  1.3346  0.030499
6.9890970087  1.3338  0.030451
6.9798282962  1.3332  0.030404
6.9700982784  1.3346  0.030375
6.9608798552  1.3337  0.031708
6.9516857838  1.3335  0.030285
6.9425159678  1.3336  0.030245
6.9328896284  1.335  0.031591
6.9237693  1.3341  0.031541
6.914672936  1.3334  0.031493
6.9051236017  1.3347  0.031461
6.8960761327  1.3342  0.031416
6.8870523416  1.3345  0.031377
6.8780521356  1.3344  0.031334
6.8686036129  1.3357  0.032666
6.8596515297  1.3348  0.032616
6.8507227513  1.3342  0.032568
6.841349114  1.3356  0.032534
6.8324678874  1.3354  0.03249
6.8236096895  1.3348  0.033799
6.8143100511  1.3356  0.033759
6.8054988431  1.3348  0.033709
6.7967103922  1.3349  0.033667
6.7879446104  1.3343  0.033618
6.7787418655  1.3357  0.033583
6.7700223411  1.3353  0.033536
6.7613252197  1.3352  0.033492
6.7521944632  1.3366  0.0348
6.7435430575  1.3356  0.034748
6.7349137931  1.3357  0.034704
6.7263065851  1.3352  0.034655
6.7172701014  1.337  0.034621
6.7087079029  1.3364  0.035908
6.7001675042  1.3355  0.035856
6.6912010706  1.337  0.035817
6.682705159  1.3359  0.037097
6.6742307949  1.3358  0.035717
6.6657778963  1.3358  0.035672
6.6569032086  1.3374  0.036961
6.6484941161  1.3368  0.036911
6.6401062417  1.3359  0.038184
6.6312997347  1.3368  0.038137
6.6229551626  1.3359  0.038085
6.614631565  1.3359  0.038036
6.6063288631  1.3352  0.037984
6.5976116646  1.337  0.037943
6.5893516078  1.3361  0.039207
6.581112208  1.3356  0.03784
6.5724613868  1.3369  0.040424
6.564264146  1.3355  0.039053
6.5560873271  1.3349  0.039001
6.5475021279  1.3366  0.038958
6.5393669893  1.3363  0.038907
6.531252041  1.3364  0.040166
6.5231572081  1.3354  0.040111
6.5146579805  1.3369  0.040065
6.5066042033  1.3366  0.040013
6.4985703145  1.336  0.041263
6.4901349948  1.3369  0.042514
6.4821416996  1.3351  0.042455
6.4741680694  1.335  0.041101
6.4662140317  1.3346  0.041049
6.4578624475  1.3367  0.041004
6.4499484004  1.3361  0.042244
6.4420537267  1.3352  0.042188
6.4337643955  1.3364  0.04343
6.4259092662  1.3355  0.042082
6.4180732944  1.336  0.043321
6.4102564103  1.3344  0.044554
6.4020486556  1.3357  0.043211
6.3942707334  1.3353  0.043156
6.3865116873  1.3345  0.044386
6.3783645873  1.336  0.044332
6.3706440721  1.3346  0.045558
6.3629422245  1.3344  0.044218
6.3552589768  1.334  0.044163
6.3471913678  1.3357  0.04539
6.3395460885  1.3346  0.045332
6.3319192047  1.3339  0.045274
6.3239107064  1.3355  0.046495
6.3163213744  1.3341  0.046436
6.3087502366  1.3341  0.04638
6.3011972275  1.3333  0.046321
6.2932662052  1.3349  0.047537
6.2857502043  1.3336  0.047477
6.2782521346  1.3325  0.047417
6.2703787309  1.3345  0.047359
6.2629172669  1.3334  0.048568
6.2554735393  1.332  0.048507
6.2476571286  1.3337  0.048448
6.24024961  1.3329  0.048388
6.232859636  1.3328  0.049594
6.2254871444  1.3314  0.049532
6.2177454455  1.3331  0.049471
6.2104086449  1.3323  0.04941
6.2030891384  1.3312  0.05061
6.195403011  1.3329  0.050547
6.1881188119  1.3313  0.051744
6.1808517214  1.3313  0.050423
6.1736016792  1.3304  0.051619
6.1659884079  1.3322  0.051554
6.1587731724  1.331  0.052747
6.1515748031  1.3297  0.052684
6.1440157287  1.3313  0.053871
6.136851795  1.3297  0.053808
6.1297045482  1.3298  0.053743
6.1225739301  1.3285  0.054932
6.115085917  1.3296  0.056115
6.1079892499  1.328  0.054797
6.1009090354  1.3269  0.055983
6.0934738895  1.3286  0.055912
6.0864272672  1.3271  0.057096
6.0793969238  1.3268  0.057028
6.072382803  1.3251  0.058211
