mastrapa2008Ic
90
ne
Wavelength (microns) 	 real  imaginary
1.1111962e+00  1.3124321e+00  1.3674245e-06
1.1113154e+00  1.3124306e+00  9.9977535e-07
1.1114346e+00  1.3124288e+00  1.4396342e-06
1.1115538e+00  1.3124272e+00  1.7715130e-06
1.1116730e+00  1.3124257e+00  1.7569764e-06
1.1117923e+00  1.3124239e+00  1.5925928e-06
1.1119117e+00  1.3124222e+00  1.3252719e-06
1.1120309e+00  1.3124202e+00  1.6093322e-06
1.1121503e+00  1.3124187e+00  1.9291545e-06
1.1122696e+00  1.3124169e+00  1.2533335e-06
1.1123890e+00  1.3124151e+00  1.8854151e-06
1.1125085e+00  1.3124137e+00  1.7920236e-06
1.1126279e+00  1.3124119e+00  1.1504811e-06
1.1127474e+00  1.3124098e+00  8.2928136e-07
1.1128669e+00  1.3124079e+00  1.5677854e-06
1.1129864e+00  1.3124061e+00  1.2650625e-06
1.1131059e+00  1.3124043e+00  1.5766135e-06
1.1132255e+00  1.3124025e+00  1.1808684e-06
1.1133451e+00  1.3124006e+00  1.4923810e-06
1.1134648e+00  1.3123990e+00  1.5302567e-06
1.1135844e+00  1.3123972e+00  1.3488146e-06
1.1137041e+00  1.3123952e+00  5.7327696e-07
1.1138238e+00  1.3123932e+00  1.2560140e-06
1.1139435e+00  1.3123915e+00  1.3266269e-06
1.1140633e+00  1.3123897e+00  1.1411186e-06
1.1141831e+00  1.3123878e+00  1.0322922e-06
1.1143029e+00  1.3123858e+00  8.3016835e-07
1.1144227e+00  1.3123839e+00  1.0624753e-06
1.1145426e+00  1.3123820e+00  1.0625896e-06
1.1146625e+00  1.3123801e+00  1.2477531e-06
1.1147825e+00  1.3123783e+00  1.2478873e-06
1.1149023e+00  1.3123764e+00  1.1528329e-06
1.1150223e+00  1.3123745e+00  1.2481559e-06
1.1151423e+00  1.3123726e+00  1.3959765e-06
1.1152623e+00  1.3123707e+00  1.5018951e-06
1.1153823e+00  1.3123691e+00  2.2220238e-06
1.1155024e+00  1.3123676e+00  1.7093831e-06
1.1156225e+00  1.3123658e+00  1.8272646e-06
1.1157426e+00  1.3123642e+00  1.7781888e-06
1.1158627e+00  1.3123624e+00  1.2666389e-06
1.1159829e+00  1.3123602e+00  7.6413261e-07
1.1161031e+00  1.3123581e+00  1.3393631e-06
1.1162233e+00  1.3123564e+00  1.1158812e-06
1.1163436e+00  1.3123546e+00  1.8717549e-06
1.1164638e+00  1.3123530e+00  1.0186420e-06
