Wavelength (microns) 	 real  imaginary
2.49767e+00   1.23200e+00   1.78000e-03
2.49842e+00   1.23200e+00   1.79000e-03
2.49902e+00   1.23200e+00   1.79000e-03
2.49962e+00   1.23200e+00   1.78000e-03
2.50023e+00   1.23190e+00   1.76000e-03
2.50083e+00   1.23190e+00   1.73000e-03
2.50143e+00   1.23190e+00   1.69000e-03
2.50204e+00   1.23180e+00   1.65000e-03
2.50264e+00   1.23170e+00   1.62000e-03
2.50325e+00   1.23170e+00   1.60000e-03
2.50385e+00   1.23160e+00   1.58000e-03
2.50446e+00   1.23160e+00   1.54000e-03
2.50506e+00   1.23150e+00   1.43000e-03
2.50567e+00   1.23140e+00   1.26000e-03
2.50627e+00   1.23130e+00   1.09000e-03
2.50688e+00   1.23100e+00   1.01000e-03
2.50749e+00   1.23080e+00   1.04000e-03
2.50809e+00   1.23070e+00   1.15000e-03
2.50870e+00   1.23060e+00   1.24000e-03
2.50931e+00   1.23050e+00   1.24000e-03
2.50992e+00   1.23050e+00   1.15000e-03
2.51052e+00   1.23040e+00   1.03000e-03
2.51113e+00   1.23030e+00   9.20000e-04
2.51174e+00   1.23020e+00   8.40000e-04
2.51235e+00   1.23000e+00   7.70000e-04
2.51296e+00   1.22980e+00   6.60000e-04
2.51357e+00   1.22960e+00   5.70000e-04
2.51418e+00   1.22930e+00   5.30000e-04
2.51479e+00   1.22900e+00   5.50000e-04
2.51540e+00   1.22870e+00   6.20000e-04
2.51601e+00   1.22850e+00   7.50000e-04
2.51662e+00   1.22830e+00   9.50000e-04
2.51723e+00   1.22820e+00   1.14000e-03
2.51784e+00   1.22820e+00   1.27000e-03
2.51846e+00   1.22820e+00   1.36000e-03
2.51907e+00   1.22830e+00   1.37000e-03
2.51968e+00   1.22830e+00   1.28000e-03
2.52029e+00   1.22830e+00   1.09000e-03
2.52091e+00   1.22820e+00   8.90000e-04
2.52152e+00   1.22800e+00   7.50000e-04
2.52213e+00   1.22770e+00   6.50000e-04
2.52275e+00   1.22740e+00   6.00000e-04
2.52336e+00   1.22710e+00   6.50000e-04
2.52398e+00   1.22690e+00   8.00000e-04
2.52459e+00   1.22670e+00   9.20000e-04
2.52521e+00   1.22650e+00   9.70000e-04
2.52582e+00   1.22640e+00   1.06000e-03
2.52644e+00   1.22630e+00   1.24000e-03
2.52705e+00   1.22620e+00   1.41000e-03
2.52767e+00   1.22630e+00   1.49000e-03
2.52829e+00   1.22630e+00   1.46000e-03
2.52890e+00   1.22630e+00   1.33000e-03
2.52952e+00   1.22630e+00   1.14000e-03
2.53014e+00   1.22610e+00   9.30000e-04
2.53076e+00   1.22580e+00   7.50000e-04
2.53138e+00   1.22540e+00   6.70000e-04
2.53199e+00   1.22500e+00   7.60000e-04
2.53261e+00   1.22470e+00   1.04000e-03
2.53323e+00   1.22450e+00   1.39000e-03
2.53385e+00   1.22450e+00   1.70000e-03
2.53447e+00   1.22450e+00   1.87000e-03
2.53509e+00   1.22460e+00   1.91000e-03
2.53571e+00   1.22470e+00   1.93000e-03
2.53633e+00   1.22480e+00   1.97000e-03
2.53695e+00   1.22490e+00   1.95000e-03
2.53758e+00   1.22490e+00   1.81000e-03
